analysisWdid,analysisStructure,priorityWdid,priorityStructure,sumWtdCount,analysisStreamMile,analysisNetAbs,analysisWaterDistrict,priorityStreamMile,priorityNetAbs,priorityWaterDistrict,edgeWt
3903505,GRASS VALLEY RESERVOIR,5101313,FRASER RIVER DIVERSION PROJECT - FAUN CREEK,1.0,0.0,6989.2,39,23.05,50.67,51,6989.2
3803936,PAN AND FORK RESERVOIR,7200645,GRAND VALLEY CANAL,1.917,0.0,0.5,38,53.09,940.28,72,0.9585
3803635,MARTIN POND,7200645,GRAND VALLEY CANAL,1.917,0.0,0.1,38,53.09,940.28,72,0.1917
5003653,COLBURN RESERVOIR NO 2,3704516,HOMESTAKE PROJ RESERVOIR,3.666,0.0,23.0,50,13.87,43989.7,37,84.318
5003652,COLBURN RESERVOIR,3704516,HOMESTAKE PROJ RESERVOIR,3.666,0.0,16.0,50,13.87,43989.7,37,58.656
3703786,GRAHAM POND NO 2,3704516,HOMESTAKE PROJ RESERVOIR,3.666,0.0,0.13,37,13.87,43989.7,37,0.47658
3703536,MIN LAKE BENCH LAKE NO 1,3704516,HOMESTAKE PROJ RESERVOIR,3.666,0.0,9.0,37,13.87,43989.7,37,32.994
5003646,MARTIN RESERVOIR,3603543,GREEN MOUNTAIN RESERVOIR,107.458,0.0,216.15,50,15.77,209199.0,36,23227.0467
5104019,KOVACS POND NO 2,3704516,HOMESTAKE PROJ RESERVOIR,3.666,0.0,1.05,51,13.87,43989.7,37,3.8493
5104018,KOVACS POND NO 1,3704516,HOMESTAKE PROJ RESERVOIR,3.666,0.0,0.65,51,13.87,43989.7,37,2.3829000000000002
5103526,CORRAL CREEK WETLAND NO1,3704516,HOMESTAKE PROJ RESERVOIR,3.666,0.0,26.8,51,13.87,43989.7,37,98.2488
3703536,MIN LAKE BENCH LAKE NO 1,3603543,GREEN MOUNTAIN RESERVOIR,53.729,0.0,9.0,37,15.77,209199.0,36,483.561
3703786,GRAHAM POND NO 2,7200646,GRAND VALLEY PROJECT,5.209,0.0,0.13,37,61.8,2313.7,72,0.6771699999999999
3703536,MIN LAKE BENCH LAKE NO 1,7200646,GRAND VALLEY PROJECT,5.209,0.0,9.0,37,61.8,2313.7,72,46.881
3703786,GRAHAM POND NO 2,3603543,GREEN MOUNTAIN RESERVOIR,53.729,0.0,0.13,37,15.77,209199.0,36,6.98477
5104018,KOVACS POND NO 1,7200646,GRAND VALLEY PROJECT,5.209,0.0,0.65,51,61.8,2313.7,72,3.38585
5104019,KOVACS POND NO 2,7200646,GRAND VALLEY PROJECT,5.209,0.0,1.05,51,61.8,2313.7,72,5.46945
5003653,COLBURN RESERVOIR NO 2,3603543,GREEN MOUNTAIN RESERVOIR,53.729,0.0,23.0,50,15.77,209199.0,36,1235.767
5003652,COLBURN RESERVOIR,3603543,GREEN MOUNTAIN RESERVOIR,53.729,0.0,16.0,50,15.77,209199.0,36,859.664
5103526,CORRAL CREEK WETLAND NO1,7200646,GRAND VALLEY PROJECT,5.209,0.0,26.8,51,61.8,2313.7,72,139.6012
5104019,KOVACS POND NO 2,3603543,GREEN MOUNTAIN RESERVOIR,53.729,0.0,1.05,51,15.77,209199.0,36,56.41545
3703786,GRAHAM POND NO 2,3604684,BLUE RIVER DIVERSION PROJECT,20.5,0.0,0.13,37,45.59,520.0,36,2.665
5104018,KOVACS POND NO 1,3603543,GREEN MOUNTAIN RESERVOIR,53.729,0.0,0.65,51,15.77,209199.0,36,34.92385
