analysisWdid,analysisStructure,priorityWdid,priorityStructure,sumWtdCount,analysisStreamMile,analysisNetAbs,analysisWaterDistrict,priorityStreamMile,priorityNetAbs,priorityWaterDistrict,edgeWt
3703786,GRAHAM POND NO 2,3603543,GREEN MOUNTAIN RESERVOIR,16.042,0.0,0.13,37,15.77,209199.0,36,2.0854600000000003
5003646,MARTIN RESERVOIR,3603543,GREEN MOUNTAIN RESERVOIR,32.084,0.0,216.15,50,15.77,209199.0,36,6934.9566
5303600,YARMONY LODGE POND C,5300584,SHOSHONE POWER PLANT,135.041,0.0,3.01,53,147.54,1408.0,53,406.47340999999994
5104019,KOVACS POND NO 2,5300584,SHOSHONE POWER PLANT,133.957,0.0,1.05,51,147.54,1408.0,53,140.65485
5104018,KOVACS POND NO 1,5300584,SHOSHONE POWER PLANT,133.957,0.0,0.65,51,147.54,1408.0,53,87.07205
5003646,MARTIN RESERVOIR,5300584,SHOSHONE POWER PLANT,267.914,0.0,216.15,50,147.54,1408.0,53,57909.6111
3703786,GRAHAM POND NO 2,5300584,SHOSHONE POWER PLANT,135.041,0.0,0.13,37,147.54,1408.0,53,17.55533
5003652,COLBURN RESERVOIR,5300584,SHOSHONE POWER PLANT,133.957,0.0,16.0,50,147.54,1408.0,53,2143.312
5303598,YARMONY LODGE POND A,5300584,SHOSHONE POWER PLANT,135.041,0.0,6.55,53,147.54,1408.0,53,884.51855
5303600,YARMONY LODGE POND C,3604684,BLUE RIVER DIVERSION PROJECT,6.334,0.0,3.01,53,45.59,520.0,36,19.06534
5303599,YARMONY LODGE POND B,3604684,BLUE RIVER DIVERSION PROJECT,6.334,0.0,1.78,53,45.59,520.0,36,11.274519999999999
5103526,CORRAL CREEK WETLAND NO1,3603543,GREEN MOUNTAIN RESERVOIR,16.042,0.0,26.8,51,15.77,209199.0,36,429.92560000000003
3703536,MIN LAKE BENCH LAKE NO 1,5300584,SHOSHONE POWER PLANT,133.957,0.0,9.0,37,147.54,1408.0,53,1205.6129999999998
5303598,YARMONY LODGE POND A,3604684,BLUE RIVER DIVERSION PROJECT,6.334,0.0,6.55,53,45.59,520.0,36,41.4877
3703536,MIN LAKE BENCH LAKE NO 1,3603543,GREEN MOUNTAIN RESERVOIR,16.042,0.0,9.0,37,15.77,209199.0,36,144.37800000000001
5103526,CORRAL CREEK WETLAND NO1,3604684,BLUE RIVER DIVERSION PROJECT,6.334,0.0,26.8,51,45.59,520.0,36,169.75119999999998
5003646,MARTIN RESERVOIR,3604684,BLUE RIVER DIVERSION PROJECT,12.668,0.0,216.15,50,45.59,520.0,36,2738.1882
5303599,YARMONY LODGE POND B,3603543,GREEN MOUNTAIN RESERVOIR,16.042,0.0,1.78,53,15.77,209199.0,36,28.55476
5103526,CORRAL CREEK WETLAND NO1,5300584,SHOSHONE POWER PLANT,135.041,0.0,26.8,51,147.54,1408.0,53,3619.0988
5104019,KOVACS POND NO 2,3604684,BLUE RIVER DIVERSION PROJECT,6.334,0.0,1.05,51,45.59,520.0,36,6.6507
3900672,THOMPKINS DITCH,3900687,WARE AND HINDS DITCH,58.292,0.0,21.0,39,0.85,47.293,39,1224.132
5003652,COLBURN RESERVOIR,3603543,GREEN MOUNTAIN RESERVOIR,16.042,0.0,16.0,50,15.77,209199.0,36,256.672
5104018,KOVACS POND NO 1,3603543,GREEN MOUNTAIN RESERVOIR,16.042,0.0,0.65,51,15.77,209199.0,36,10.4273
5104019,KOVACS POND NO 2,3603543,GREEN MOUNTAIN RESERVOIR,16.042,0.0,1.05,51,15.77,209199.0,36,16.8441
5303598,YARMONY LODGE POND A,3603543,GREEN MOUNTAIN RESERVOIR,16.042,0.0,6.55,53,15.77,209199.0,36,105.0751
5003653,COLBURN RESERVOIR NO 2,3603543,GREEN MOUNTAIN RESERVOIR,16.042,0.0,23.0,50,15.77,209199.0,36,368.966
5003653,COLBURN RESERVOIR NO 2,3604684,BLUE RIVER DIVERSION PROJECT,6.334,0.0,23.0,50,45.59,520.0,36,145.682
