analysisAdminNo,priorityAdminNo,wt
48212.19722,37503.368989999995,212.333
52230.50677,37503.368989999995,212.333
37691.0,37503.368989999995,212.333
46751.45902,37503.368989999995,212.333
47847.29584,37503.368989999995,212.333
48577.33237,37503.368989999995,212.333
52960.521689999994,37503.368989999995,212.333
51864.51651,37503.368989999995,212.333
48212.47999,37503.368989999995,212.333
48182.0,37503.368989999995,212.333
55785.0,37503.368989999995,212.333
50967.0,37503.368989999995,212.333
45290.442989999996,14046.0,175.667
44559.41057,14046.0,175.667
22722.205530000003,14046.0,175.667
44194.43247,37486.0,155.333
41500.0,37486.0,155.333
52960.505560000005,37486.0,155.333
40833.0,37486.0,155.333
40013.3701,37486.0,155.333
38222.0,37486.0,155.333
38188.0,37486.0,155.333
21498.20315,16664.0,150.667
52960.267660000005,20427.18999,126.0
48212.47755,20427.18999,126.0
44559.42885,20427.18999,126.0
54969.0,20427.18999,126.0
24263.2344,20427.18999,126.0
48212.47999,20427.18999,126.0
24650.0,20427.18999,126.0
48212.47915,20427.18999,126.0
55070.0,20427.18999,126.0
36186.0,20427.18999,126.0
38753.37912,20427.18999,126.0
24626.24301,20427.18999,126.0
55067.0,20427.18999,126.0
38753.3752,20427.18999,126.0
55142.0,20427.18999,126.0
53325.52868,20427.18999,126.0
44559.43736,20427.18999,126.0
55152.54756,20427.18999,126.0
24262.242619999997,20427.18999,126.0
52883.0,20427.18999,126.0
23454.19691,20427.18999,126.0
55152.53902999999,20427.18999,126.0
44559.4266,20427.18999,126.0
23454.2219,20427.18999,126.0
48485.0,20427.18999,126.0
39095.3564,20427.18999,126.0
55152.52017,20427.18999,126.0
23454.22207,20427.18999,126.0
23454.232780000002,20427.18999,126.0
51499.50038,20427.18999,126.0
38753.37919,20427.18999,126.0
48339.0,20427.18999,126.0
23531.0,20427.18999,126.0
55152.491239999996,20427.18999,126.0
39095.29887,20427.18999,126.0
23542.0,20427.18999,126.0
55152.48819,20427.18999,126.0
55152.374070000005,20427.18999,126.0
38753.37375,20427.18999,126.0
23802.2374,20427.18999,126.0
29022.25372,20427.18999,126.0
29228.28408,20427.18999,126.0
51499.51074,20427.18999,126.0
48212.47389,20427.18999,126.0
54786.35276,20427.18999,126.0
44712.0,20427.18999,126.0
54786.17657,20427.18999,126.0
30184.23526,20427.18999,126.0
52960.30683,20427.18999,126.0
38753.30942,20427.18999,126.0
54699.0,20427.18999,126.0
52133.0,20427.18999,126.0
30184.29071,20427.18999,126.0
38753.297360000004,20427.18999,126.0
54663.0,20427.18999,126.0
38593.0,20427.18999,126.0
51499.5125,20427.18999,126.0
30184.29584,20427.18999,126.0
54617.0,20427.18999,126.0
47921.0,20427.18999,126.0
44925.293710000005,20427.18999,126.0
30194.15523,20427.18999,126.0
34241.236789999995,20427.18999,126.0
47888.0,20427.18999,126.0
54531.0,20427.18999,126.0
30506.143969999997,20427.18999,126.0
51864.515739999995,20427.18999,126.0
30184.21915,20427.18999,126.0
54786.39446,20427.18999,126.0
48212.317760000005,20427.18999,126.0
29531.0,20427.18999,126.0
54786.54692000001,20427.18999,126.0
29228.282839999996,20427.18999,126.0
38753.37094,20427.18999,126.0
55152.54301,20427.18999,126.0
48212.472330000004,20427.18999,126.0
54786.54603,20427.18999,126.0
29437.254589999997,20427.18999,126.0
54786.53842999999,20427.18999,126.0
38753.36675,20427.18999,126.0
48212.44803,20427.18999,126.0
51499.51088,20427.18999,126.0
38753.35215,20427.18999,126.0
54786.52869,20427.18999,126.0
29642.28956,20427.18999,126.0
44559.44315,20427.18999,126.0
54786.526860000005,20427.18999,126.0
48212.40754,20427.18999,126.0
38753.35914,20427.18999,126.0
