analysisAdminNo,priorityAdminNo,wt
45290.442989999996,14046.0,237.989
44559.41057,14046.0,237.989
22722.205530000003,14046.0,237.989
52230.50677,37503.368989999995,204.0
48212.19722,37503.368989999995,204.0
55785.0,37503.368989999995,204.0
48212.47999,37503.368989999995,204.0
46751.45902,37503.368989999995,204.0
51864.51651,37503.368989999995,204.0
50967.0,37503.368989999995,204.0
52960.521689999994,37503.368989999995,204.0
37691.0,37503.368989999995,204.0
48182.0,37503.368989999995,204.0
48577.33237,37503.368989999995,204.0
47847.29584,37503.368989999995,204.0
21498.20315,16664.0,199.75
47888.0,20427.18999,183.0
21684.0,20427.18999,183.0
37446.0,20427.18999,183.0
54056.535789999994,20427.18999,183.0
37202.0,20427.18999,183.0
21561.16618,20427.18999,183.0
54056.52852000001,20427.18999,183.0
54056.52839,20427.18999,183.0
54056.53631,20427.18999,183.0
54056.539039999996,20427.18999,183.0
47884.0,20427.18999,183.0
54120.0,20427.18999,183.0
54056.53931,20427.18999,183.0
31393.26176,20427.18999,183.0
20676.19722,20427.18999,183.0
54420.0,20427.18999,183.0
47847.32872,20427.18999,183.0
20676.19822,20427.18999,183.0
54377.0,20427.18999,183.0
20676.19919,20427.18999,183.0
20676.20258,20427.18999,183.0
54250.0,20427.18999,183.0
20694.0,20427.18999,183.0
37482.0,20427.18999,183.0
20882.0,20427.18999,183.0
21125.0,20427.18999,183.0
37465.0,20427.18999,183.0
54056.51316,20427.18999,183.0
21397.0,20427.18999,183.0
21853.0,20427.18999,183.0
31393.30163,20427.18999,183.0
21971.20226,20427.18999,183.0
48339.0,20427.18999,183.0
36718.0,20427.18999,183.0
22596.119619999998,20427.18999,183.0
53691.46751,20427.18999,183.0
53691.42367999999,20427.18999,183.0
22702.2237,20427.18999,183.0
22705.0,20427.18999,183.0
53680.0,20427.18999,183.0
36730.0,20427.18999,183.0
53656.0,20427.18999,183.0
48485.0,20427.18999,183.0
53624.0,20427.18999,183.0
53596.0,20427.18999,183.0
22834.19832,20427.18999,183.0
53543.0,20427.18999,183.0
53691.50981,20427.18999,183.0
53691.5223,20427.18999,183.0
54047.0,20427.18999,183.0
53874.0,20427.18999,183.0
22061.0,20427.18999,183.0
54421.13971,20427.18999,183.0
22232.09029,20427.18999,183.0
22232.18808,20427.18999,183.0
37061.0,20427.18999,183.0
22435.20605,20427.18999,183.0
53692.0,20427.18999,183.0
53691.52595,20427.18999,183.0
48212.472330000004,20427.18999,183.0
48212.47389,20427.18999,183.0
36801.0,20427.18999,183.0
53691.531720000006,20427.18999,183.0
48212.47755,20427.18999,183.0
48212.47915,20427.18999,183.0
53979.0,20427.18999,183.0
54421.22053,20427.18999,183.0
20676.19665,20427.18999,183.0
38753.3752,20427.18999,183.0
38753.37094,20427.18999,183.0
55152.54633,20427.18999,183.0
38753.36675,20427.18999,183.0
46883.0,20427.18999,183.0
55152.54421,20427.18999,183.0
38753.35914,20427.18999,183.0
55152.53902999999,20427.18999,183.0
38753.35215,20427.18999,183.0
55152.52017,20427.18999,183.0
47086.0,20427.18999,183.0
38753.30942,20427.18999,183.0
47105.0,20427.18999,183.0
55152.491239999996,20427.18999,183.0
38753.297360000004,20427.18999,183.0
47116.2221,20427.18999,183.0
38753.37375,20427.18999,183.0
38753.37912,20427.18999,183.0
55152.374070000005,20427.18999,183.0
46751.43716,20427.18999,183.0
39263.0,20427.18999,183.0
39254.22423,20427.18999,183.0
46506.0,20427.18999,183.0
39095.38998,20427.18999,183.0
46538.0,20427.18999,183.0
46593.0,20427.18999,183.0
46594.0,20427.18999,183.0
39095.36174,20427.18999,183.0
46599.0,20427.18999,183.0
55517.0,20427.18999,183.0
46631.0,20427.18999,183.0
55470.0,20427.18999,183.0
46751.38928,20427.18999,183.0
38753.37919,20427.18999,183.0
55175.0,20427.18999,183.0
47116.23375,20427.18999,183.0
47116.32797,20427.18999,183.0
47827.0,20427.18999,183.0
47504.0,20427.18999,183.0
54617.0,20427.18999,183.0
20427.202230000003,20427.18999,183.0
47558.0,20427.18999,183.0
20676.13818,20427.18999,183.0
54421.51986,20427.18999,183.0
47609.0,20427.18999,183.0
20676.148830000002,20427.18999,183.0
54421.494289999995,20427.18999,183.0
37494.0,20427.18999,183.0
54421.464779999995,20427.18999,183.0
20676.17302,20427.18999,183.0
47671.0,20427.18999,183.0
47755.0,20427.18999,183.0
54421.3835,20427.18999,183.0
48577.4042,20427.18999,183.0
20427.20179,20427.18999,183.0
54663.0,20427.18999,183.0
55070.0,20427.18999,183.0
20427.19981,20427.18999,183.0
38236.0,20427.18999,183.0
55067.0,20427.18999,183.0
54786.54692000001,20427.18999,183.0
47254.0,20427.18999,183.0
37905.0,20427.18999,183.0
37837.0,20427.18999,183.0
54786.52869,20427.18999,183.0
54786.526860000005,20427.18999,183.0
47478.0,20427.18999,183.0
54786.39446,20427.18999,183.0
47481.46173,20427.18999,183.0
54786.17657,20427.18999,183.0
20427.19252,20427.18999,183.0
47481.46538,20427.18999,183.0
20427.19478,20427.18999,183.0
53461.0,20427.18999,183.0
53325.52868,20427.18999,183.0
22964.22029,20427.18999,183.0
51864.49825,20427.18999,183.0
33023.1952,20427.18999,183.0
33012.0,20427.18999,183.0
51864.515739999995,20427.18999,183.0
32977.0,20427.18999,183.0
50219.0,20427.18999,183.0
50282.0,20427.18999,183.0
32871.0,20427.18999,183.0
32733.0,20427.18999,183.0
53325.53142,20427.18999,183.0
50361.0,20427.18999,183.0
32653.0,20427.18999,183.0
50386.0,20427.18999,183.0
32347.0,20427.18999,183.0
50403.35303,20427.18999,183.0
50403.38654,20427.18999,183.0
32335.224239999996,20427.18999,183.0
50038.49798,20427.18999,183.0
50038.49551,20427.18999,183.0
33023.28989,20427.18999,183.0
33025.0,20427.18999,183.0
30894.29746,20427.18999,183.0
