analysisAdminNo,priorityAdminNo,wt
44559.41057,12144.0,197.0
45290.442989999996,12144.0,197.0
44559.41057,44559.30467,167.0
45290.442989999996,44559.30467,167.0
46751.25987,13891.0,153.0
34419.23541,13891.0,153.0
53691.50525,13891.0,153.0
30895.2321,13891.0,153.0
30895.26528,13891.0,153.0
30895.297639999997,13891.0,153.0
37486.0,13891.0,153.0
18749.1738,13891.0,153.0
18749.17015,13891.0,153.0
18749.16276,13891.0,153.0
56854.0,13891.0,153.0
37620.0,13891.0,153.0
34419.25733,13891.0,153.0
34419.23861,13891.0,153.0
30895.226,13891.0,153.0
47116.4529,13788.0,151.0
57212.0,13788.0,151.0
47116.45882,13788.0,151.0
47116.4602,13788.0,151.0
47116.46599,13788.0,151.0
30895.265260000004,13788.0,151.0
30895.25758,13788.0,151.0
31333.0,13788.0,151.0
30895.22872,13788.0,151.0
40013.316719999995,13788.0,151.0
56978.40014,13788.0,151.0
44559.311969999995,13788.0,151.0
44925.402369999996,13788.0,151.0
34419.32368,13788.0,151.0
34419.316719999995,13788.0,151.0
53691.531970000004,13788.0,151.0
55517.401770000004,13788.0,151.0
34419.294930000004,13788.0,151.0
45290.4526,13788.0,151.0
55517.31411,13788.0,151.0
50038.493089999996,31258.0,143.291
31272.0,31258.0,143.291
51361.0,31258.0,143.291
47116.46933,31258.0,143.291
54786.54603,31258.0,143.291
50038.48023,31258.0,143.291
31566.0,31258.0,143.291
45290.35239,31258.0,143.291
51499.49093,31258.0,143.291
44925.41272,31258.0,143.291
56978.26467999999,31258.0,143.291
52595.47847,31258.0,143.291
55517.51746,31258.0,143.291
51864.4949,31258.0,143.291
40785.0,31258.0,143.291
56063.0,31258.0,143.291
44194.3068,31258.0,143.291
51864.51194,31258.0,143.291
43234.0,31258.0,143.291
55152.54756,31258.0,143.291
52133.0,31258.0,143.291
32075.09324,31258.0,143.291
46386.18627,31258.0,143.291
56247.539220000006,31258.0,143.291
46097.0,31258.0,143.291
44559.4266,31258.0,143.291
46034.0,31258.0,143.291
55142.0,31258.0,143.291
52595.390810000004,31258.0,143.291
50313.0,31258.0,143.291
56613.53112000001,31258.0,143.291
52595.43829,31258.0,143.291
54969.0,31258.0,143.291
52595.47634,31258.0,143.291
48827.0,31258.0,143.291
49308.49216,31258.0,143.291
49746.0,31258.0,143.291
49581.0,31258.0,143.291
49563.0,31258.0,143.291
32075.280319999998,31258.0,143.291
32075.30102,31258.0,143.291
32075.311660000003,31258.0,143.291
32309.0,31258.0,143.291
48212.40754,31258.0,143.291
49308.4885,31258.0,143.291
48212.44803,31258.0,143.291
35929.0,31258.0,143.291
48212.47999,31258.0,143.291
35927.0,31258.0,143.291
35915.0,31258.0,143.291
33094.0,31258.0,143.291
33289.0,31258.0,143.291
35238.0,31258.0,143.291
53935.0,31258.0,143.291
33799.0,31258.0,143.291
48577.4767,31258.0,143.291
49673.47786,31258.0,143.291
45512.0,31258.0,143.291
32075.204530000003,31258.0,143.291
32075.1461,31258.0,143.291
56978.56752999999,31258.0,143.291
53225.0,31258.0,143.291
32075.2366,31258.0,143.291
47670.0,31258.0,143.291
32075.196010000003,31258.0,143.291
18749.17412,13755.0,140.0
14102.0,13755.0,140.0
30895.27237,13755.0,140.0
30895.26137,13755.0,140.0
14122.0,13755.0,140.0
30895.226039999998,13755.0,140.0
18749.162959999998,13755.0,140.0
41443.0,13755.0,140.0
18749.15973,13755.0,140.0
18749.1595,13755.0,140.0
18749.159190000002,13755.0,140.0
37486.0,13755.0,140.0
16283.0,12936.0,110.0
31983.215119999997,20972.1327,107.958
48212.317760000005,20972.1327,107.958
35973.0,20972.1327,107.958
31983.22492,20972.1327,107.958
57343.56779,13780.0,104.667
44925.44345,13780.0,104.667
55882.319279999996,13780.0,104.667
41912.0,13780.0,104.667
34419.308880000004,13780.0,104.667
53631.0,13780.0,104.667
52960.52365,13780.0,104.0
50967.0,13209.0,94.959
48182.0,13209.0,94.959
48577.33237,13209.0,94.959
47847.29584,13209.0,94.959
51864.51651,13209.0,94.959
19720.1962,13209.0,94.959
33099.32262,19348.14715,87.0
54222.0,19348.14715,87.0
47796.0,46034.0,81.146
47481.14857,46034.0,81.146
52960.527539999995,46034.0,81.146
30170.22738,30170.1301,78.0
50769.501580000004,30170.1301,78.0
51389.0,30170.1301,78.0
48942.34482,30170.1301,78.0
53325.51681,30170.1301,78.0
57708.54237999999,30170.1301,78.0
40708.0,30170.1301,78.0
49673.34482,30170.1301,78.0
20242.191430000003,20109.192369999997,72.0
43829.346489999996,20109.192369999997,72.0
50556.0,12480.0,65.875
30941.28641,12480.0,65.875
49535.0,12480.0,65.875
30941.242580000002,12480.0,65.875
52595.454560000006,12480.0,65.875
55668.0,12480.0,65.875
45655.388660000004,12480.0,65.875
47481.46785,12480.0,65.875
55517.5223,12480.0,65.875
44559.42129,12480.0,65.875
53076.0,12480.0,65.875
46386.44925,12480.0,65.875
56400.0,12480.0,65.875
54219.0,12480.0,65.875
54391.0,12480.0,65.875
32907.31655,12480.0,65.875
41500.0,14142.0,64.0
38188.0,14142.0,64.0
52960.505560000005,14142.0,64.0
37486.0,14142.0,64.0
44194.43247,14142.0,64.0
34419.3313,14142.0,64.0
40013.3701,14142.0,64.0
40833.0,14142.0,64.0
36746.0,14142.0,64.0
37010.0,14142.0,64.0
30895.22593,14142.0,64.0
30895.225939999997,14142.0,64.0
30895.306080000002,14142.0,64.0
37254.0,14142.0,64.0
38222.0,14142.0,64.0
37037.0,14142.0,64.0
35793.0,14142.0,64.0
37133.0,14142.0,64.0
34419.19201,14142.0,64.0
18749.14154,14142.0,64.0
46386.45534,14142.0,64.0
46034.0,14397.0,63.708
30184.142460000003,14397.0,63.708
47389.0,16027.148809999999,58.396
44194.3488,16027.148809999999,58.396
16241.158130000002,16027.148809999999,58.396
19306.17802,16027.148809999999,58.396
42854.0,16027.148809999999,58.396
51134.50948,16027.148809999999,58.396
52230.50677,37503.368989999995,56.667
37691.0,37503.368989999995,56.667
52960.521689999994,37503.368989999995,56.667
48212.47999,37503.368989999995,56.667
48212.19722,37503.368989999995,56.667
50967.0,37503.368989999995,56.667
48182.0,37503.368989999995,56.667
51864.51651,37503.368989999995,56.667
55785.0,37503.368989999995,56.667
48577.33237,37503.368989999995,56.667
46751.45902,37503.368989999995,56.667
47847.29584,37503.368989999995,56.667
51134.5081,30941.1331,52.896
45712.0,30941.1331,52.896
51134.506239999995,30941.1331,52.896
56247.554970000005,30941.1331,52.896
35279.0,30941.1331,52.896
39617.14256,30941.1331,52.896
50769.50129,30941.1331,52.896
50403.50302,30941.1331,52.896
51424.0,30941.1331,52.896
46980.0,11839.0,50.0
48577.321410000004,11839.0,50.0
42467.0,12707.0,48.0
48027.0,12707.0,48.0
49833.0,20427.18999,45.376000000000005
38753.297360000004,20427.18999,45.376000000000005
49802.0,20427.18999,45.376000000000005
37905.0,20427.18999,45.376000000000005
38236.0,20427.18999,45.376000000000005
38593.0,20427.18999,45.376000000000005
47609.0,20427.18999,45.376000000000005
53231.0,20427.18999,45.376000000000005
47671.0,20427.18999,45.376000000000005
51134.49308,20427.18999,45.376000000000005
47755.0,20427.18999,45.376000000000005
53325.49095,20427.18999,45.376000000000005
47884.0,20427.18999,45.376000000000005
49673.42368,20427.18999,45.376000000000005
37494.0,20427.18999,45.376000000000005
53325.520169999996,20427.18999,45.376000000000005
47847.32872,20427.18999,45.376000000000005
53325.50829,20427.18999,45.376000000000005
53325.46264,20427.18999,45.376000000000005
37837.0,20427.18999,45.376000000000005
53325.2791,20427.18999,45.376000000000005
37566.33146,20427.18999,45.376000000000005
47602.0,20427.18999,45.376000000000005
37566.36808,20427.18999,45.376000000000005
47827.0,20427.18999,45.376000000000005
49796.0,20427.18999,45.376000000000005
38753.30942,20427.18999,45.376000000000005
47504.0,20427.18999,45.376000000000005
38753.35215,20427.18999,45.376000000000005
38753.35914,20427.18999,45.376000000000005
39254.22423,20427.18999,45.376000000000005
47478.0,20427.18999,45.376000000000005
39263.0,20427.18999,45.376000000000005
47450.0,20427.18999,45.376000000000005
39446.0,20427.18999,45.376000000000005
52960.46233,20427.18999,45.376000000000005
52960.39598,20427.18999,45.376000000000005
52960.30683,20427.18999,45.376000000000005
52960.267660000005,20427.18999,45.376000000000005
39795.0,20427.18999,45.376000000000005
