analysisAdminNo,priorityAdminNo,wt
54786.17657,33023.28989,93.0
38753.37375,33023.28989,93.0
39095.38998,33023.28989,93.0
48339.0,33023.28989,93.0
39095.3698,33023.28989,93.0
39095.36174,33023.28989,93.0
48485.0,33023.28989,93.0
39095.3564,33023.28989,93.0
39095.29887,33023.28989,93.0
48577.3141,33023.28989,93.0
38753.37919,33023.28989,93.0
38753.37912,33023.28989,93.0
48577.321410000004,33023.28989,93.0
38753.3752,33023.28989,93.0
48577.4042,33023.28989,93.0
48212.47999,33023.28989,93.0
38753.37094,33023.28989,93.0
38753.36675,33023.28989,93.0
48577.4739,33023.28989,93.0
38753.35914,33023.28989,93.0
38753.35215,33023.28989,93.0
48577.4767,33023.28989,93.0
38753.30942,33023.28989,93.0
38753.297360000004,33023.28989,93.0
48827.0,33023.28989,93.0
38593.0,33023.28989,93.0
38236.0,33023.28989,93.0
48832.0,33023.28989,93.0
39254.22423,33023.28989,93.0
39263.0,33023.28989,93.0
47888.0,33023.28989,93.0
40922.0,33023.28989,93.0
41199.23559,33023.28989,93.0
47921.0,33023.28989,93.0
41199.21783,33023.28989,93.0
41199.21147,33023.28989,93.0
48212.317760000005,33023.28989,93.0
41199.20666,33023.28989,93.0
41199.1897,33023.28989,93.0
48212.39993,33023.28989,93.0
41050.0,33023.28989,93.0
41045.0,33023.28989,93.0
48212.40754,33023.28989,93.0
40937.0,33023.28989,93.0
48212.44803,33023.28989,93.0
39446.0,33023.28989,93.0
40912.0,33023.28989,93.0
40884.0,33023.28989,93.0
48212.472330000004,33023.28989,93.0
40785.0,33023.28989,93.0
40478.0,33023.28989,93.0
48212.47389,33023.28989,93.0
40221.0,33023.28989,93.0
40176.0,33023.28989,93.0
48212.47755,33023.28989,93.0
40028.0,33023.28989,93.0
39795.0,33023.28989,93.0
48212.47915,33023.28989,93.0
37905.0,33023.28989,93.0
37837.0,33023.28989,93.0
48942.317760000005,33023.28989,93.0
34762.34553,33023.28989,93.0
35702.0,33023.28989,93.0
35686.0,33023.28989,93.0
