analysisAdminNo,priorityAdminNo,wt
22722.205530000003,12664.0,210.0
45290.442989999996,12664.0,210.0
44559.41057,12664.0,210.0
21498.20315,16664.0,196.0
32075.22262,20427.18999,179.0
52033.0,20427.18999,179.0
55152.48819,20427.18999,179.0
56970.0,20427.18999,179.0
38753.36675,20427.18999,179.0
23542.0,20427.18999,179.0
55152.491239999996,20427.18999,179.0
47481.46173,20427.18999,179.0
23802.2374,20427.18999,179.0
53691.531720000006,20427.18999,179.0
38753.37094,20427.18999,179.0
42557.0,20427.18999,179.0
52000.0,20427.18999,179.0
23531.0,20427.18999,179.0
23454.232780000002,20427.18999,179.0
38753.37375,20427.18999,179.0
42618.0,20427.18999,179.0
38753.35914,20427.18999,179.0
23454.22207,20427.18999,179.0
24262.242619999997,20427.18999,179.0
29022.25372,20427.18999,179.0
38593.0,20427.18999,179.0
55070.0,20427.18999,179.0
38753.297360000004,20427.18999,179.0
52067.0,20427.18999,179.0
47504.0,20427.18999,179.0
38753.30942,20427.18999,179.0
51134.44925,20427.18999,179.0
55142.0,20427.18999,179.0
56978.26467999999,20427.18999,179.0
42672.0,20427.18999,179.0
24263.2344,20427.18999,179.0
38753.35215,20427.18999,179.0
53340.0,20427.18999,179.0
56978.0,20427.18999,179.0
55152.374070000005,20427.18999,179.0
47481.46538,20427.18999,179.0
55152.52017,20427.18999,179.0
51134.49308,20427.18999,179.0
42520.0,20427.18999,179.0
55152.54756,20427.18999,179.0
55152.54633,20427.18999,179.0
47254.0,20427.18999,179.0
39095.38998,20427.18999,179.0
39254.22423,20427.18999,179.0
46034.0,20427.18999,179.0
56613.564920000004,20427.18999,179.0
39263.0,20427.18999,179.0
51465.0,20427.18999,179.0
42491.0,20427.18999,179.0
47116.46933,20427.18999,179.0
39446.0,20427.18999,179.0
56613.563460000005,20427.18999,179.0
22964.22029,20427.18999,179.0
51499.38715,20427.18999,179.0
42420.38928,20427.18999,179.0
22834.19832,20427.18999,179.0
39095.3698,20427.18999,179.0
51361.0,20427.18999,179.0
47558.0,20427.18999,179.0
47478.0,20427.18999,179.0
38753.3752,20427.18999,179.0
51999.0,20427.18999,179.0
23454.2219,20427.18999,179.0
42519.0,20427.18999,179.0
55152.53902999999,20427.18999,179.0
38753.37912,20427.18999,179.0
23454.19691,20427.18999,179.0
38753.37919,20427.18999,179.0
51959.0,20427.18999,179.0
55152.54301,20427.18999,179.0
39095.29887,20427.18999,179.0
42492.0,20427.18999,179.0
55152.54421,20427.18999,179.0
39095.3564,20427.18999,179.0
47450.0,20427.18999,179.0
39095.36174,20427.18999,179.0
42733.0,20427.18999,179.0
55067.0,20427.18999,179.0
47116.445589999996,20427.18999,179.0
56978.56752999999,20427.18999,179.0
46020.42575,20427.18999,179.0
52230.4361,20427.18999,179.0
43621.41467,20427.18999,179.0
57340.0,20427.18999,179.0
54786.35276,20427.18999,179.0
37566.36808,20427.18999,179.0
30894.180610000003,20427.18999,179.0
54786.39446,20427.18999,179.0
30894.17657,20427.18999,179.0
30870.261169999998,20427.18999,179.0
46020.43584,20427.18999,179.0
43464.0,20427.18999,179.0
47827.0,20427.18999,179.0
53680.0,20427.18999,179.0
30870.2208,20427.18999,179.0
54786.526860000005,20427.18999,179.0
52230.0,20427.18999,179.0
30894.245919999998,20427.18999,179.0
53461.0,20427.18999,179.0
47847.32872,20427.18999,179.0
30894.269060000002,20427.18999,179.0
30894.2934,20427.18999,179.0
54617.0,20427.18999,179.0
30894.29013,20427.18999,179.0
30894.280110000003,20427.18999,179.0
43621.43338,20427.18999,179.0
41245.0,20427.18999,179.0
50769.47116,20427.18999,179.0
54699.0,20427.18999,179.0
52230.498719999996,20427.18999,179.0
30894.26783,20427.18999,179.0
46020.379239999995,20427.18999,179.0
50769.47664,20427.18999,179.0
54786.17657,20427.18999,179.0
43621.42906,20427.18999,179.0
30894.265710000003,20427.18999,179.0
37566.33146,20427.18999,179.0
30870.1401,20427.18999,179.0
37837.0,20427.18999,179.0
30506.143969999997,20427.18999,179.0
29642.28956,20427.18999,179.0
30184.142460000003,20427.18999,179.0
43052.0,20427.18999,179.0
30180.19612,20427.18999,179.0
54786.54692000001,20427.18999,179.0
56978.56884,20427.18999,179.0
50961.0,20427.18999,179.0
47609.0,20427.18999,179.0
47602.0,20427.18999,179.0
46020.4479,20427.18999,179.0
29531.0,20427.18999,179.0
52133.0,20427.18999,179.0
54969.0,20427.18999,179.0
29437.254589999997,20427.18999,179.0
38236.0,20427.18999,179.0
29228.28408,20427.18999,179.0
29228.282839999996,20427.18999,179.0
