analysisAdminNo,priorityAdminNo,wt
45290.442989999996,14046.0,198.0
44559.41057,14046.0,198.0
49102.0,21497.18744,136.0
54222.0,19348.14715,111.0
33099.32262,19348.14715,111.0
51864.51651,37503.368989999995,105.333
46751.45902,37503.368989999995,105.333
50967.0,37503.368989999995,105.333
47847.29584,37503.368989999995,105.333
52230.50677,37503.368989999995,105.333
48182.0,37503.368989999995,105.333
48212.19722,37503.368989999995,105.333
52960.521689999994,37503.368989999995,105.333
55785.0,37503.368989999995,105.333
37691.0,37503.368989999995,105.333
48212.47999,37503.368989999995,105.333
48577.33237,37503.368989999995,105.333
44559.41057,44559.30467,101.333
45290.442989999996,44559.30467,101.333
51864.51651,36899.0,101.0
52230.50677,36899.0,101.0
37691.0,36899.0,101.0
37503.15066,36899.0,101.0
52960.521689999994,36899.0,101.0
37503.368989999995,36899.0,101.0
50967.0,36899.0,101.0
48182.0,36899.0,101.0
48577.33237,36899.0,101.0
55785.0,36899.0,101.0
48212.47999,36899.0,101.0
48212.19722,36899.0,101.0
46751.45902,36899.0,101.0
47847.29584,36899.0,101.0
44925.36159,12993.0,88.0
46020.45581,12993.0,88.0
55142.0,50038.493089999996,65.042
51499.49093,50038.493089999996,65.042
56978.56752999999,50038.493089999996,65.042
51864.4949,50038.493089999996,65.042
53935.0,50038.493089999996,65.042
51864.51194,50038.493089999996,65.042
46020.45581,13576.0,63.219
44925.36159,13576.0,63.219
16283.0,12936.0,51.0
46020.45581,44925.36159,36.0
35238.0,31258.0,31.333
44194.3068,31258.0,31.333
50038.493089999996,31258.0,31.333
35915.0,31258.0,31.333
43234.0,31258.0,31.333
35929.0,31258.0,31.333
40785.0,31258.0,31.333
48212.47999,31258.0,31.333
35927.0,31258.0,31.333
48827.0,31258.0,31.333
50313.0,31258.0,31.333
50038.48023,31258.0,31.333
49308.4885,31258.0,31.333
48212.44803,31258.0,31.333
44559.4266,31258.0,31.333
49746.0,31258.0,31.333
48212.40754,31258.0,31.333
44925.41272,31258.0,31.333
45290.35239,31258.0,31.333
49581.0,31258.0,31.333
47670.0,31258.0,31.333
45512.0,31258.0,31.333
47116.46933,31258.0,31.333
49563.0,31258.0,31.333
46034.0,31258.0,31.333
46097.0,31258.0,31.333
49308.49216,31258.0,31.333
46386.18627,31258.0,31.333
49673.47786,31258.0,31.333
48577.4767,31258.0,31.333
51361.0,31258.0,31.333
53225.0,31258.0,31.333
52595.47634,31258.0,31.333
31272.0,31258.0,31.333
51864.4949,31258.0,31.333
55517.51746,31258.0,31.333
31566.0,31258.0,31.333
32075.09324,31258.0,31.333
32075.2366,31258.0,31.333
55152.54756,31258.0,31.333
32075.1461,31258.0,31.333
55142.0,31258.0,31.333
54969.0,31258.0,31.333
54786.54603,31258.0,31.333
53935.0,31258.0,31.333
32075.196010000003,31258.0,31.333
32075.204530000003,31258.0,31.333
52595.43829,31258.0,31.333
32075.280319999998,31258.0,31.333
32075.30102,31258.0,31.333
56978.26467999999,31258.0,31.333
52133.0,31258.0,31.333
33799.0,31258.0,31.333
33289.0,31258.0,31.333
51864.51194,31258.0,31.333
33094.0,31258.0,31.333
56978.56752999999,31258.0,31.333
56613.53112000001,31258.0,31.333
56247.539220000006,31258.0,31.333
52595.390810000004,31258.0,31.333
51499.49093,31258.0,31.333
32309.0,31258.0,31.333
32075.311660000003,31258.0,31.333
56063.0,31258.0,31.333
52595.47847,31258.0,31.333
16283.0,13580.0,30.999999999999996
42467.0,21322.20234,17.0
48027.0,21322.20234,17.0
16283.0,13593.0,13.0
50769.501580000004,13010.0,13.0
53325.51681,13010.0,13.0
57708.54237999999,13010.0,13.0
40708.0,13010.0,13.0
49673.34482,13010.0,13.0
51389.0,13010.0,13.0
21323.19832,13010.0,13.0
48942.34482,13010.0,13.0
30170.22738,13010.0,13.0
16283.0,13673.0,6.334
46097.0,20972.20672,6.0
