analysisAdminNo,priorityAdminNo,wt
31566.0,31258.0,122.834
35927.0,31258.0,122.834
49308.49216,31258.0,122.834
56247.539220000006,31258.0,122.834
49563.0,31258.0,122.834
49581.0,31258.0,122.834
49673.47786,31258.0,122.834
49746.0,31258.0,122.834
50038.48023,31258.0,122.834
50038.493089999996,31258.0,122.834
35929.0,31258.0,122.834
50313.0,31258.0,122.834
52133.0,31258.0,122.834
35915.0,31258.0,122.834
35238.0,31258.0,122.834
51361.0,31258.0,122.834
51499.49093,31258.0,122.834
33799.0,31258.0,122.834
33289.0,31258.0,122.834
33094.0,31258.0,122.834
53935.0,31258.0,122.834
51864.4949,31258.0,122.834
56063.0,31258.0,122.834
49308.4885,31258.0,122.834
48827.0,31258.0,122.834
48577.4767,31258.0,122.834
44925.41272,31258.0,122.834
44194.3068,31258.0,122.834
45290.35239,31258.0,122.834
43234.0,31258.0,122.834
45512.0,31258.0,122.834
55142.0,31258.0,122.834
55152.54756,31258.0,122.834
46034.0,31258.0,122.834
46097.0,31258.0,122.834
46386.18627,31258.0,122.834
55517.51746,31258.0,122.834
54969.0,31258.0,122.834
47116.46933,31258.0,122.834
54786.54603,31258.0,122.834
40785.0,31258.0,122.834
47670.0,31258.0,122.834
48212.40754,31258.0,122.834
48212.44803,31258.0,122.834
48212.47999,31258.0,122.834
51864.51194,31258.0,122.834
44559.4266,31258.0,122.834
53225.0,31258.0,122.834
32075.280319999998,31258.0,122.834
52595.390810000004,31258.0,122.834
32075.30102,31258.0,122.834
32075.311660000003,31258.0,122.834
32075.09324,31258.0,122.834
32075.1461,31258.0,122.834
31272.0,31258.0,122.834
52595.43829,31258.0,122.834
32309.0,31258.0,122.834
32075.2366,31258.0,122.834
32075.204530000003,31258.0,122.834
56613.53112000001,31258.0,122.834
52595.47847,31258.0,122.834
52595.47634,31258.0,122.834
32075.196010000003,31258.0,122.834
41245.0,20427.18999,121.667
41231.0,20427.18999,121.667
41045.0,20427.18999,121.667
41050.0,20427.18999,121.667
41199.313669999996,20427.18999,121.667
41199.20666,20427.18999,121.667
41199.21147,20427.18999,121.667
41199.21783,20427.18999,121.667
54168.0,20427.18999,121.667
41199.23559,20427.18999,121.667
40937.0,20427.18999,121.667
41199.32292,20427.18999,121.667
41199.1897,20427.18999,121.667
40922.0,20427.18999,121.667
41272.0,20427.18999,121.667
54120.0,20427.18999,121.667
54056.54056,20427.18999,121.667
39095.29887,20427.18999,121.667
39095.3564,20427.18999,121.667
39095.36174,20427.18999,121.667
39095.3698,20427.18999,121.667
39095.38998,20427.18999,121.667
39254.22423,20427.18999,121.667
39263.0,20427.18999,121.667
39446.0,20427.18999,121.667
39795.0,20427.18999,121.667
40028.0,20427.18999,121.667
40176.0,20427.18999,121.667
40221.0,20427.18999,121.667
40478.0,20427.18999,121.667
32075.22262,20427.18999,121.667
40884.0,20427.18999,121.667
40912.0,20427.18999,121.667
41253.0,20427.18999,121.667
32871.0,20427.18999,121.667
41393.0,20427.18999,121.667
43622.38929,20427.18999,121.667
43098.0,20427.18999,121.667
54377.0,20427.18999,121.667
43403.0,20427.18999,121.667
43464.0,20427.18999,121.667
43621.41467,20427.18999,121.667
43621.42906,20427.18999,121.667
32054.0,20427.18999,121.667
43621.43338,20427.18999,121.667
31983.22492,20427.18999,121.667
41531.0,20427.18999,121.667
44194.346489999996,20427.18999,121.667
44194.41467,20427.18999,121.667
44194.432810000006,20427.18999,121.667
44559.0,20427.18999,121.667
54420.0,20427.18999,121.667
44559.33769,20427.18999,121.667
44559.37499,20427.18999,121.667
44559.42035,20427.18999,121.667
43052.0,20427.18999,121.667
42733.0,20427.18999,121.667
42672.0,20427.18999,121.667
42618.0,20427.18999,121.667
38753.37919,20427.18999,121.667
41684.0,20427.18999,121.667
41707.0,20427.18999,121.667
41799.0,20427.18999,121.667
41861.0,20427.18999,121.667
32075.1894,20427.18999,121.667
54250.0,20427.18999,121.667
42242.0,20427.18999,121.667
32075.18262,20427.18999,121.667
42420.38198,20427.18999,121.667
42420.38928,20427.18999,121.667
42491.0,20427.18999,121.667
42492.0,20427.18999,121.667
42519.0,20427.18999,121.667
42520.0,20427.18999,121.667
54268.0,20427.18999,121.667
42557.0,20427.18999,121.667
41551.0,20427.18999,121.667
38753.36675,20427.18999,121.667
38753.37912,20427.18999,121.667
34241.18263,20427.18999,121.667
34241.236789999995,20427.18999,121.667
34648.0,20427.18999,121.667
34762.131219999996,20427.18999,121.667
53691.52595,20427.18999,121.667
34762.14397,20427.18999,121.667
54056.52852000001,20427.18999,121.667
34762.330239999996,20427.18999,121.667
53691.5223,20427.18999,121.667
34762.33466,20427.18999,121.667
34762.34553,20427.18999,121.667
34762.3464,20427.18999,121.667
53691.51541,20427.18999,121.667
35016.0,20427.18999,121.667
53691.50981,20427.18999,121.667
35404.0,20427.18999,121.667
35621.0,20427.18999,121.667
35645.0,20427.18999,121.667
53691.531720000006,20427.18999,121.667
32347.0,20427.18999,121.667
35702.0,20427.18999,121.667
53692.0,20427.18999,121.667
54056.51316,20427.18999,121.667
54047.0,20427.18999,121.667
33012.0,20427.18999,121.667
33023.1952,20427.18999,121.667
54042.0,20427.18999,121.667
33023.28989,20427.18999,121.667
53979.0,20427.18999,121.667
33025.0,20427.18999,121.667
32733.0,20427.18999,121.667
33063.12023,20427.18999,121.667
54056.52839,20427.18999,121.667
33070.0,20427.18999,121.667
32653.0,20427.18999,121.667
53874.0,20427.18999,121.667
33433.33149,20427.18999,121.667
33433.3315,20427.18999,121.667
33466.0,20427.18999,121.667
35686.0,20427.18999,121.667
53691.46751,20427.18999,121.667
38753.3752,20427.18999,121.667
37446.0,20427.18999,121.667
37482.0,20427.18999,121.667
37494.0,20427.18999,121.667
37566.33146,20427.18999,121.667
37566.36808,20427.18999,121.667
37837.0,20427.18999,121.667
37905.0,20427.18999,121.667
38236.0,20427.18999,121.667
38593.0,20427.18999,121.667
54056.53931,20427.18999,121.667
38753.297360000004,20427.18999,121.667
38753.30942,20427.18999,121.667
38753.35215,20427.18999,121.667
38753.35914,20427.18999,121.667
32977.0,20427.18999,121.667
38753.37094,20427.18999,121.667
32075.23878,20427.18999,121.667
38753.37375,20427.18999,121.667
37465.0,20427.18999,121.667
37202.0,20427.18999,121.667
32335.224239999996,20427.18999,121.667
37177.0,20427.18999,121.667
32335.119710000003,20427.18999,121.667
35969.0,20427.18999,121.667
54056.531970000004,20427.18999,121.667
32335.11677,20427.18999,121.667
35973.0,20427.18999,121.667
36040.0,20427.18999,121.667
36186.0,20427.18999,121.667
36524.0,20427.18999,121.667
54056.535789999994,20427.18999,121.667
36718.0,20427.18999,121.667
32085.320389999997,20427.18999,121.667
