analysisAdminNo,priorityAdminNo,wt
35915.0,20427.18999,64.333
49308.44803,20427.18999,64.333
43622.38929,20427.18999,64.333
35973.0,20427.18999,64.333
49308.39659,20427.18999,64.333
35969.0,20427.18999,64.333
47116.32797,20427.18999,64.333
35929.0,20427.18999,64.333
49308.42613,20427.18999,64.333
35927.0,20427.18999,64.333
43829.22015,20427.18999,64.333
46097.0,20427.18999,64.333
35702.0,20427.18999,64.333
44194.346489999996,20427.18999,64.333
35686.0,20427.18999,64.333
49308.45168,20427.18999,64.333
35645.0,20427.18999,64.333
44194.3068,20427.18999,64.333
35621.0,20427.18999,64.333
49308.4885,20427.18999,64.333
35404.0,20427.18999,64.333
47116.23375,20427.18999,64.333
35238.0,20427.18999,64.333
49308.491239999996,20427.18999,64.333
36040.0,20427.18999,64.333
49304.0,20427.18999,64.333
36186.0,20427.18999,64.333
36524.0,20427.18999,64.333
37566.33146,20427.18999,64.333
48832.0,20427.18999,64.333
37494.0,20427.18999,64.333
43621.41467,20427.18999,64.333
37482.0,20427.18999,64.333
48942.317760000005,20427.18999,64.333
37465.0,20427.18999,64.333
37446.0,20427.18999,64.333
48942.35064,20427.18999,64.333
37202.0,20427.18999,64.333
43621.42906,20427.18999,64.333
37177.0,20427.18999,64.333
48942.47664,20427.18999,64.333
37061.0,20427.18999,64.333
47116.445589999996,20427.18999,64.333
36801.0,20427.18999,64.333
48942.48884,20427.18999,64.333
36730.0,20427.18999,64.333
43621.43338,20427.18999,64.333
36718.0,20427.18999,64.333
49216.0,20427.18999,64.333
35016.0,20427.18999,64.333
34762.3464,20427.18999,64.333
37566.36808,20427.18999,64.333
33012.0,20427.18999,64.333
49673.47786,20427.18999,64.333
33070.0,20427.18999,64.333
44559.33769,20427.18999,64.333
33063.12023,20427.18999,64.333
49746.0,20427.18999,64.333
33025.0,20427.18999,64.333
33023.28989,20427.18999,64.333
49796.0,20427.18999,64.333
33023.1952,20427.18999,64.333
44559.37499,20427.18999,64.333
49802.0,20427.18999,64.333
49308.49216,20427.18999,64.333
32977.0,20427.18999,64.333
47086.0,20427.18999,64.333
32871.0,20427.18999,64.333
49833.0,20427.18999,64.333
32733.0,20427.18999,64.333
44559.42035,20427.18999,64.333
47558.0,20427.18999,64.333
50038.4304,20427.18999,64.333
32347.0,20427.18999,64.333
32335.224239999996,20427.18999,64.333
33094.0,20427.18999,64.333
47105.0,20427.18999,64.333
33289.0,20427.18999,64.333
49673.42368,20427.18999,64.333
34762.34553,20427.18999,64.333
34762.33466,20427.18999,64.333
49403.0,20427.18999,64.333
34762.330239999996,20427.18999,64.333
44194.41467,20427.18999,64.333
34762.14397,20427.18999,64.333
49451.0,20427.18999,64.333
34762.131219999996,20427.18999,64.333
47116.2221,20427.18999,64.333
34648.0,20427.18999,64.333
49490.0,20427.18999,64.333
34241.236789999995,20427.18999,64.333
44194.432810000006,20427.18999,64.333
34241.18263,20427.18999,64.333
49563.0,20427.18999,64.333
