analysisAdminNo,priorityAdminNo,wt
50313.0,31258.0,291.658
32075.30102,31258.0,291.658
32075.2366,31258.0,291.658
49563.0,31258.0,291.658
49581.0,31258.0,291.658
32075.204530000003,31258.0,291.658
32075.196010000003,31258.0,291.658
49673.47786,31258.0,291.658
49746.0,31258.0,291.658
32075.1461,31258.0,291.658
32075.09324,31258.0,291.658
50038.48023,31258.0,291.658
50038.493089999996,31258.0,291.658
31566.0,31258.0,291.658
31272.0,31258.0,291.658
51361.0,31258.0,291.658
51499.49093,31258.0,291.658
51864.4949,31258.0,291.658
51864.51194,31258.0,291.658
52133.0,31258.0,291.658
52595.390810000004,31258.0,291.658
52595.43829,31258.0,291.658
52595.47634,31258.0,291.658
52595.47847,31258.0,291.658
53225.0,31258.0,291.658
53935.0,31258.0,291.658
54786.54603,31258.0,291.658
32075.280319999998,31258.0,291.658
49308.49216,31258.0,291.658
55142.0,31258.0,291.658
32075.311660000003,31258.0,291.658
43234.0,31258.0,291.658
44194.3068,31258.0,291.658
44559.4266,31258.0,291.658
44925.41272,31258.0,291.658
45290.35239,31258.0,291.658
45512.0,31258.0,291.658
35929.0,31258.0,291.658
35927.0,31258.0,291.658
35915.0,31258.0,291.658
46034.0,31258.0,291.658
46097.0,31258.0,291.658
46386.18627,31258.0,291.658
35238.0,31258.0,291.658
47116.46933,31258.0,291.658
47670.0,31258.0,291.658
33799.0,31258.0,291.658
33289.0,31258.0,291.658
48212.40754,31258.0,291.658
33094.0,31258.0,291.658
48212.44803,31258.0,291.658
48212.47999,31258.0,291.658
48577.4767,31258.0,291.658
48827.0,31258.0,291.658
32309.0,31258.0,291.658
49308.4885,31258.0,291.658
54969.0,31258.0,291.658
40785.0,31258.0,291.658
55152.54756,31258.0,291.658
56978.26467999999,31258.0,291.658
56613.53112000001,31258.0,291.658
55517.51746,31258.0,291.658
56063.0,31258.0,291.658
56247.539220000006,31258.0,291.658
56978.56752999999,31258.0,291.658
48212.317760000005,20972.19083,105.667
31983.22492,20972.19083,105.667
31983.215119999997,20972.19083,105.667
35973.0,20972.19083,105.667
36676.0,19805.183869999997,94.0
30870.2208,22061.0,78.0
37905.0,22061.0,78.0
46386.32963,20427.18999,74.333
47116.2221,20427.18999,74.333
46883.0,20427.18999,74.333
46020.4479,20427.18999,74.333
46980.0,20427.18999,74.333
47023.0,20427.18999,74.333
47086.0,20427.18999,74.333
47105.0,20427.18999,74.333
47116.32797,20427.18999,74.333
47116.23375,20427.18999,74.333
46751.4529,20427.18999,74.333
47116.445589999996,20427.18999,74.333
56970.0,20427.18999,74.333
47254.0,20427.18999,74.333
47450.0,20427.18999,74.333
47478.0,20427.18999,74.333
46751.46211,20427.18999,74.333
46751.43716,20427.18999,74.333
56991.0,20427.18999,74.333
46594.0,20427.18999,74.333
46386.43625,20427.18999,74.333
56978.0,20427.18999,74.333
46386.46353,20427.18999,74.333
46506.0,20427.18999,74.333
46538.0,20427.18999,74.333
46593.0,20427.18999,74.333
46599.0,20427.18999,74.333
46097.0,20427.18999,74.333
56978.56884,20427.18999,74.333
46034.0,20427.18999,74.333
47481.46538,20427.18999,74.333
46631.0,20427.18999,74.333
46749.0,20427.18999,74.333
46751.38928,20427.18999,74.333
47481.46173,20427.18999,74.333
47609.0,20427.18999,74.333
47504.0,20427.18999,74.333
48832.0,20427.18999,74.333
48339.0,20427.18999,74.333
48485.0,20427.18999,74.333
48577.3141,20427.18999,74.333
48577.321410000004,20427.18999,74.333
48577.4042,20427.18999,74.333
48577.4739,20427.18999,74.333
56613.46751,20427.18999,74.333
56599.0,20427.18999,74.333
48942.317760000005,20427.18999,74.333
47558.0,20427.18999,74.333
48942.35064,20427.18999,74.333
48942.47664,20427.18999,74.333
48942.48884,20427.18999,74.333
49216.0,20427.18999,74.333
49304.0,20427.18999,74.333
49308.39659,20427.18999,74.333
49308.42613,20427.18999,74.333
49308.44803,20427.18999,74.333
56613.49884,20427.18999,74.333
48212.47915,20427.18999,74.333
48212.47755,20427.18999,74.333
48212.47389,20427.18999,74.333
47602.0,20427.18999,74.333
57193.0,20427.18999,74.333
56613.564920000004,20427.18999,74.333
47671.0,20427.18999,74.333
47755.0,20427.18999,74.333
47827.0,20427.18999,74.333
47847.32872,20427.18999,74.333
