analysisAdminNo,priorityAdminNo,wt
45290.442989999996,14046.0,238.041
44559.41057,14046.0,238.041
22722.205530000003,14046.0,230.333
36396.24028,12234.0,191.417
44559.44248,12234.0,191.417
55152.55048,12234.0,191.417
50145.0,12234.0,191.417
36396.24174,12234.0,191.417
50038.50024,12234.0,191.417
51909.0,12234.0,191.417
58439.57415,12234.0,191.417
50951.0,12234.0,191.417
45230.0,12234.0,191.417
37552.37524,12234.0,191.417
21497.18744,12540.0,188.833
20427.18788,13591.0,184.83399999999997
42672.0,13591.0,184.83399999999997
40478.0,13591.0,184.83399999999997
40176.0,13591.0,184.83399999999997
46097.0,13591.0,184.83399999999997
42520.0,13591.0,184.83399999999997
30894.29745,13591.0,184.83399999999997
42519.0,13591.0,184.83399999999997
29531.0,13591.0,184.83399999999997
55694.0,13591.0,184.83399999999997
44925.42542,13591.0,184.83399999999997
36524.0,13591.0,184.83399999999997
45410.0,13591.0,184.83399999999997
31983.215119999997,20972.1327,182.386
31983.22492,20972.1327,182.386
35973.0,20972.1327,182.386
48212.317760000005,20972.1327,182.386
44559.42129,28989.24273,144.459
32907.31655,28989.24273,144.459
56400.0,28989.24273,144.459
54391.0,28989.24273,144.459
47481.46785,28989.24273,144.459
50556.0,28989.24273,144.459
53076.0,28989.24273,144.459
54219.0,28989.24273,144.459
30941.28641,28989.24273,144.459
49535.0,28989.24273,144.459
46386.44925,28989.24273,144.459
52595.454560000006,28989.24273,144.459
55517.5223,28989.24273,144.459
55668.0,28989.24273,144.459
30941.242580000002,28989.24273,144.459
45655.388660000004,28989.24273,144.459
50769.50659,32907.31655,141.459
56978.524260000006,32907.31655,141.459
42233.0,32907.31655,141.459
47847.42976,32907.31655,141.459
42097.0,32907.31655,141.459
46020.45581,12541.0,141.375
44925.36159,12541.0,141.375
36396.33928,23107.199780000003,138.708
55671.0,23107.199780000003,138.708
36396.34942,23107.199780000003,138.708
49102.0,23107.199780000003,138.708
53648.0,23107.199780000003,138.708
52960.50874,23107.199780000003,138.708
53691.29674,23107.199780000003,138.708
36396.313030000005,23107.199780000003,138.708
39617.36038,23107.199780000003,138.708
54421.45899,23107.199780000003,138.708
44559.24307,23107.199780000003,138.708
37552.36038,23107.199780000003,138.708
36396.17728,23107.199780000003,138.708
53691.38868,23107.199780000003,138.708
57343.56765,23107.199780000003,138.708
58439.56856,12512.0,138.375
51134.50769,12512.0,138.375
21323.19832,12512.0,138.375
51195.0,12512.0,138.375
53691.527160000005,12512.0,138.375
51864.50473,12512.0,138.375
52173.0,12512.0,138.375
53691.5302,12512.0,138.375
30170.22738,12512.0,138.375
53691.53386,12512.0,138.375
53691.534470000006,12512.0,138.375
19805.183869999997,12512.0,138.375
46020.45775,12512.0,138.375
56784.0,12512.0,138.375
20196.16192,12512.0,138.375
56614.0,12512.0,138.375
54786.54361,12512.0,138.375
58074.57495,12512.0,138.375
44559.414919999996,12512.0,138.375
50769.501580000004,12512.0,138.375
58439.31927000001,12512.0,138.375
22020.20596,12512.0,138.375
50769.505560000005,12512.0,138.375
36676.0,12512.0,138.375
54931.0,12512.0,138.375
44559.1309,12512.0,138.375
20416.18397,12512.0,138.375
47113.0,11832.0,136.0
46020.455780000004,11832.0,136.0
54056.3141,23107.199780000003,136.0
49423.0,11832.0,136.0
51403.0,11832.0,136.0
42467.0,11832.0,136.0
47847.47116,11832.0,136.0
53325.509360000004,11832.0,136.0
47847.47784,23107.199780000003,136.0
48942.4812,23107.199780000003,136.0
54786.523989999994,23107.199780000003,136.0
51864.512689999996,11832.0,136.0
51864.51264,11832.0,136.0
54786.513779999994,23107.199780000003,136.0
48065.0,23107.199780000003,136.0
52230.51286,11832.0,136.0
54969.0,23107.199780000003,136.0
51864.50982,11832.0,136.0
52229.0,11832.0,136.0
54786.52747000001,23107.199780000003,136.0
48027.0,11832.0,136.0
49308.46537,11832.0,136.0
20242.191430000003,12611.0,130.667
43829.346489999996,12611.0,130.667
13395.0,12611.0,130.667
53225.0,31258.0,113.375
45290.35239,31258.0,113.375
49308.49216,31258.0,113.375
32075.09324,31258.0,113.375
47116.46933,31258.0,113.375
31566.0,31258.0,113.375
44925.41272,31258.0,113.375
32075.196010000003,31258.0,113.375
32075.204530000003,31258.0,113.375
55142.0,31258.0,113.375
32075.2366,31258.0,113.375
44559.4266,31258.0,113.375
32075.280319999998,31258.0,113.375
32075.1461,31258.0,113.375
49673.47786,31258.0,113.375
45512.0,31258.0,113.375
32075.30102,31258.0,113.375
56978.26467999999,31258.0,113.375
55517.51746,31258.0,113.375
52595.47847,31258.0,113.375
46386.18627,31258.0,113.375
50038.48023,31258.0,113.375
46097.0,31258.0,113.375
52595.47634,31258.0,113.375
46034.0,31258.0,113.375
50038.493089999996,31258.0,113.375
48827.0,31258.0,113.375
52595.43829,31258.0,113.375
49746.0,31258.0,113.375
52595.390810000004,31258.0,113.375
55152.54756,31258.0,113.375
56978.56752999999,31258.0,113.375
48212.47999,31258.0,113.375
53935.0,31258.0,113.375
31272.0,31258.0,113.375
50313.0,31258.0,113.375
52133.0,31258.0,113.375
48212.44803,31258.0,113.375
47670.0,31258.0,113.375
51499.49093,31258.0,113.375
35238.0,31258.0,113.375
56063.0,31258.0,113.375
32075.311660000003,31258.0,113.375
51361.0,31258.0,113.375
40785.0,31258.0,113.375
35915.0,31258.0,113.375
49563.0,31258.0,113.375
49308.4885,31258.0,113.375
49581.0,31258.0,113.375
35929.0,31258.0,113.375
51864.4949,31258.0,113.375
48577.4767,31258.0,113.375
51864.51194,31258.0,113.375
56247.539220000006,31258.0,113.375
33799.0,31258.0,113.375
54786.54603,31258.0,113.375
33289.0,31258.0,113.375
48212.40754,31258.0,113.375
33094.0,31258.0,113.375
43234.0,31258.0,113.375
56613.53112000001,31258.0,113.375
35927.0,31258.0,113.375
44194.3068,31258.0,113.375
54969.0,31258.0,113.375
32309.0,31258.0,113.375
30941.253360000002,22034.193909999998,112.0
37691.0,13484.0,110.989
37503.15066,13484.0,110.989
52960.521689999994,13484.0,110.989
46751.45902,13484.0,110.989
48212.19722,13484.0,110.989
15458.13715,13484.0,110.989
48212.47999,13484.0,110.989
33978.33865,13484.0,110.989
52230.50677,13484.0,110.989
55785.0,13484.0,110.989
20414.19495,13484.0,110.989
37503.368989999995,13484.0,110.989
51389.0,12512.0,108.364
40708.0,12512.0,108.364
53325.51681,12512.0,108.364
48942.34482,12512.0,108.364
49673.34482,12512.0,108.364
57708.54237999999,12512.0,108.364
53340.0,47671.0,100.063
57607.0,47671.0,100.063
53691.51541,47671.0,100.063
48577.3141,47671.0,100.063
49308.44803,47671.0,100.063
48212.39993,47671.0,100.063
48577.321410000004,47671.0,100.063
48942.48884,47671.0,100.063
59685.583470000005,47671.0,100.063
54126.0,47671.0,100.063
54531.0,47671.0,100.063
51499.38715,47671.0,100.063
54421.54229,47671.0,100.063
54421.53724,47671.0,100.063
55882.42215,47671.0,100.063
55152.48819,47671.0,100.063
50038.4304,47671.0,100.063
51499.51074,47671.0,100.063
54268.0,47671.0,100.063
55287.0,47671.0,100.063
51818.0,47671.0,100.063
52803.0,47671.0,100.063
51465.0,47671.0,100.063
50961.0,47671.0,100.063
54056.531970000004,47671.0,100.063
