analysisWdid,analysisStructureName,locationWdid,locationStructure,sum_wtd_count
3703524,SYLVAN LAKE,5300584,SHOSHONE POWER PLANT,2715.667
5103596,RICHMOND POND,5300584,SHOSHONE POWER PLANT,2133.0
5102115,MIN FLOW WILLOW CREEK CABIN CK - BLM,5300584,SHOSHONE POWER PLANT,1896.0
5000585,HOGBACK DITCH,5300584,SHOSHONE POWER PLANT,1278.0
5000617,MCMAHON DITCH,5300584,SHOSHONE POWER PLANT,900.0
5003668,WOLFORD MOUNTAIN RESERVOIR,5300584,SHOSHONE POWER PLANT,711.0
5303955,BEAVER DAM RESERVOIR,5300584,SHOSHONE POWER PLANT,711.0
3703596,COTTON POND,5300584,SHOSHONE POWER PLANT,711.0
5003647,CONFLUENCE RESERVOIR,5300584,SHOSHONE POWER PLANT,711.0
5103523,DAWSON GULCH SPRING POND,5300584,SHOSHONE POWER PLANT,711.0
5104700,WINDY GAP PUMP PL CANAL,5300584,SHOSHONE POWER PLANT,711.0
5109178,VILLAGE CORE POND DEPLETION REACH,5300584,SHOSHONE POWER PLANT,711.0
5303966,GRIMES BROOKS RESERVOIR,5300584,SHOSHONE POWER PLANT,699.0
5000734,DEBERARD DITCH OVERFLOW SYSTEM,5300584,SHOSHONE POWER PLANT,687.0
5003616,HEINI RESERVOIR,5300584,SHOSHONE POWER PLANT,687.0
5100763,KINNEY BARRIGER DITCH,5300584,SHOSHONE POWER PLANT,687.0
3600709,LOBACK DITCH,5300584,SHOSHONE POWER PLANT,675.0
3603575,CLINTON GULCH RESERVOIR,3600881,GREEN MTN HYDRO-ELECTRIC,570.999
3604923,CLIMAX INTEGRATED WATER SYSTEM,5300584,SHOSHONE POWER PLANT,558.335
3703545,CAMP HALE POND NO 1,5300584,SHOSHONE POWER PLANT,474.0
3703608,BLACK LAKE,5300584,SHOSHONE POWER PLANT,474.0
3703600,BENCHMARK LAKE,5300584,SHOSHONE POWER PLANT,474.0
5303571,PERRY POND NO 3,5300584,SHOSHONE POWER PLANT,474.0
5304041,HEWES RESERVOIR NO 4,5300584,SHOSHONE POWER PLANT,474.0
5104007,GLENN POND NO 1,5300584,SHOSHONE POWER PLANT,474.0
5003646,MARTIN RESERVOIR,5300584,SHOSHONE POWER PLANT,474.0
5003645,BINCO RESERVOIR,5300584,SHOSHONE POWER PLANT,474.0
5303588,GORE VIEW POND,5300584,SHOSHONE POWER PLANT,474.0
5003655,MILK CREEK RESERVOIR,5300584,SHOSHONE POWER PLANT,474.0
5003648,LEWIS RESERVOIR,5300584,SHOSHONE POWER PLANT,474.0
5004600,SARVIS DITCH,5300584,SHOSHONE POWER PLANT,474.0
3702056,MIN FLOW GORE CR LOWER,5300584,SHOSHONE POWER PLANT,474.0
5003651,BASIN RESERVOIR,5300584,SHOSHONE POWER PLANT,474.0
5003649,HEINI-KRAMER RESERVOIR,5300584,SHOSHONE POWER PLANT,474.0
3703659,WATERFORD RANCH PD P8-2,5300584,SHOSHONE POWER PLANT,474.0
5104008,GLENN POND NO 2,5300584,SHOSHONE POWER PLANT,474.0
5103529,TIMBERLINE POND,5300584,SHOSHONE POWER PLANT,474.0
5303976,JONES NO 3 RESERVOIR,5300584,SHOSHONE POWER PLANT,474.0
5103752,KINGS RESERVOIR,5300584,SHOSHONE POWER PLANT,474.0
5103750,FRASER VALLEY DOWNSTREAM RESERVOIR,5300584,SHOSHONE POWER PLANT,474.0
5303570,PERRY POND NO 2,5300584,SHOSHONE POWER PLANT,474.0
3703684,BRETT RANCH POND,5300584,SHOSHONE POWER PLANT,474.0
5104021,MEADOW SPRINGS RESERVOIR,5300584,SHOSHONE POWER PLANT,474.0
5103720,VAGABOND RANCH POND,5300584,SHOSHONE POWER PLANT,474.0
5304051,BUCK POND,5300584,SHOSHONE POWER PLANT,474.0
5103521,CLOVERBLOOM RESERVOIR,5300584,SHOSHONE POWER PLANT,474.0
3703689,CORNWELL POND NO 1,5300584,SHOSHONE POWER PLANT,474.0
5303569,PERRY POND NO 1,5300584,SHOSHONE POWER PLANT,474.0
5303518,WASHBURN CABIN POND,5300584,SHOSHONE POWER PLANT,474.0
5104060,ASPEN CANYON RANCH POND 1,5300584,SHOSHONE POWER PLANT,474.0
5103552,GRAND ELK POND A,5300584,SHOSHONE POWER PLANT,474.0
5103709,WILLIAMS FORK RESERVOIR,5300584,SHOSHONE POWER PLANT,462.0
5003624,MARTIN LILY POND RESERVOIR,5300584,SHOSHONE POWER PLANT,462.0
5000768,MARTIN LILY POND FEEDER DITCH,5300584,SHOSHONE POWER PLANT,462.0
5003606,ANTELOPE RESERVOIR,5300584,SHOSHONE POWER PLANT,462.0
5203940,JONES RESERVOIR,5300584,SHOSHONE POWER PLANT,462.0
5003618,HINMAN RESERVOIR,5300584,SHOSHONE POWER PLANT,462.0
5100546,BUNTE HIGHLINE DITCH,5300584,SHOSHONE POWER PLANT,450.0
3603548,HOAGLAND NO 1 RESERVOIR,5300584,SHOSHONE POWER PLANT,450.0
5203946,OXFORD RESERVOIR,5300584,SHOSHONE POWER PLANT,450.0
5304004,WOHLER RESERVOIR,5300584,SHOSHONE POWER PLANT,450.0
5300704,MIDDLE DERBY DITCH,5300584,SHOSHONE POWER PLANT,450.0
5003629,MCMAHON RESERVOIR NO 2,5300584,SHOSHONE POWER PLANT,450.0
3700848,WARREN DITCH,5300584,SHOSHONE POWER PLANT,450.0
3703517,G G RESERVOIR,5300584,SHOSHONE POWER PLANT,426.0
3703516,G G LOWER RESERVOIR,5300584,SHOSHONE POWER PLANT,426.0
3700642,HOLLINGSWORTH DITCH,5300584,SHOSHONE POWER PLANT,426.0
3603624,SWAN RIVER WATER SYSTEM PONDS,3600881,GREEN MTN HYDRO-ELECTRIC,380.666
3603694,ARAPAHOE BASIN SNOWMAKING RESERVOIR,3600881,GREEN MTN HYDRO-ELECTRIC,380.666
3603583,HEIT RANCH RESERVOIR,3600881,GREEN MTN HYDRO-ELECTRIC,380.666
3903954,THOMAS RESERVOIR,3900661,SAINT NO 2 DITCH,365.0
3903922,CHERRY CREEK POND NO 1,3900661,SAINT NO 2 DITCH,365.0
3903923,CHERRY CREEK POND NO 2,3900661,SAINT NO 2 DITCH,365.0
3603575,CLINTON GULCH RESERVOIR,5300584,SHOSHONE POWER PLANT,335.001
3803985,WENDI SMITH RESERVOIR,3800860,MASON DITCH,268.0
3803751,VON SPRINGS RESERVOIR 1,3800860,MASON DITCH,268.0
3803722,CONSOLIDATED RESERVOIR,3800860,MASON DITCH,268.0
7203841,BOB MCKELVIE RESERVOIR,7200540,BLACKMAN DUNLAP CLARK D,263.756
3703944,BUCKHORN POND NO 1,5300584,SHOSHONE POWER PLANT,238.0
3703730,HOLLAND POND,5300584,SHOSHONE POWER PLANT,237.0
3703727,JAN JOUFLAS POND,5300584,SHOSHONE POWER PLANT,237.0
3703724,KNAPP POND NO 2,5300584,SHOSHONE POWER PLANT,237.0
3703723,KNAPP POND NO 1,5300584,SHOSHONE POWER PLANT,237.0
3703703,CHAROLAIS RESERVOIR,5300584,SHOSHONE POWER PLANT,237.0
3703718,JHY RESERVOIR,5300584,SHOSHONE POWER PLANT,237.0
3703706,OGILBY RESERVOIR,5300584,SHOSHONE POWER PLANT,237.0
5303567,GUILMINEAU POND NO 1,5300584,SHOSHONE POWER PLANT,237.0
3703704,14TH HOLE RESERVOIR,5300584,SHOSHONE POWER PLANT,237.0
5303568,GUILMINEAU POND NO 2,5300584,SHOSHONE POWER PLANT,237.0
3701412,TOWN OF VAIL WHITEWATER PARK STRUCTURE 1,5300584,SHOSHONE POWER PLANT,237.0
