analysisWdid,analysisStructureName,locationWdid,locationStructure,sum_wtd_count
5003606,ANTELOPE RESERVOIR,5300584,SHOSHONE POWER PLANT,476.58
3603548,HOAGLAND NO 1 RESERVOIR,5300584,SHOSHONE POWER PLANT,466.914
3600649,HAMILTON DAVIDSON DITCH,5300584,SHOSHONE POWER PLANT,466.914
5203946,OXFORD RESERVOIR,5300584,SHOSHONE POWER PLANT,445.871
3603543,GREEN MOUNTAIN RESERVOIR,5300584,SHOSHONE POWER PLANT,445.871
3700848,WARREN DITCH,5300584,SHOSHONE POWER PLANT,438.205
3604692,CON-HOOSIER - EAST HOOSIER DITCH CLAIM 1,5300584,SHOSHONE POWER PLANT,428.414
3703690,COTTON POND NO 2,5300584,SHOSHONE POWER PLANT,271.289
5103755,TAUSSIG RESERVOIR NO 1,5300584,SHOSHONE POWER PLANT,271.289
3703688,PETTY RESERVOIR,5300584,SHOSHONE POWER PLANT,271.289
5104006,BULL RUN CREEK RESERVOIR,5300584,SHOSHONE POWER PLANT,271.289
3703686,MONROE POND,5300584,SHOSHONE POWER PLANT,271.289
3703695,ROCHFORD POND,5300584,SHOSHONE POWER PLANT,271.289
3703683,6TH HOLE RESERVOIR,5300584,SHOSHONE POWER PLANT,271.289
5104010,MURPHY RESERVOIR,5300584,SHOSHONE POWER PLANT,271.289
3703682,18TH HOLE RESERVOIR,5300584,SHOSHONE POWER PLANT,271.289
3703681,WILLOW CREEK RES NO1 ENL,5300584,SHOSHONE POWER PLANT,271.289
5104013,DOE CREEK RESERVOIR,5300584,SHOSHONE POWER PLANT,271.289
5103748,LEWIS POND EMPOUNDMENT,5300584,SHOSHONE POWER PLANT,271.289
3703665,WATERFORD RANCH PD P19-1,5300584,SHOSHONE POWER PLANT,271.289
3703696,O'LAUGHLIN POND NO 1,5300584,SHOSHONE POWER PLANT,271.289
3703523,NOTTINGHAM RES,5300584,SHOSHONE POWER PLANT,271.289
5103747,DIXON NORTHROP RESERVOIR,5300584,SHOSHONE POWER PLANT,271.289
5103716,EASTWIND NO 1 RESERVOIR,5300584,SHOSHONE POWER PLANT,271.289
3703730,HOLLAND POND,5300584,SHOSHONE POWER PLANT,271.289
5103725,MORAINE LAKE NO 2,5300584,SHOSHONE POWER PLANT,271.289
3703731,MIRANDA POND,5300584,SHOSHONE POWER PLANT,271.289
5103724,MORAINE LAKE NO 1,5300584,SHOSHONE POWER PLANT,271.289
3703732,DRY LAKE,5300584,SHOSHONE POWER PLANT,271.289
3703735,MCHATTON POND,5300584,SHOSHONE POWER PLANT,271.289
3703736,GOLF COURSE POND NO 1,5300584,SHOSHONE POWER PLANT,271.289
3703697,O'LAUGHLIN POND NO 2,5300584,SHOSHONE POWER PLANT,271.289
3703742,PANDO POND,5300584,SHOSHONE POWER PLANT,271.289
5103713,CONRICK RESERVOIR,5300584,SHOSHONE POWER PLANT,271.289
3703743,JONES CASTLE CREEK POND,5300584,SHOSHONE POWER PLANT,271.289
3703744,WILSON POND NO 1,5300584,SHOSHONE POWER PLANT,271.289
3703935,COTTON RANCH POND NO 4,5300584,SHOSHONE POWER PLANT,271.289
3703745,WILSON POND NO 2,5300584,SHOSHONE POWER PLANT,271.289
5103726,MORAINE LAKE NO 3,5300584,SHOSHONE POWER PLANT,271.289
3703727,JAN JOUFLAS POND,5300584,SHOSHONE POWER PLANT,271.289
5103730,MOUNTAIN VALLEY RESERVOIR NO 1,5300584,SHOSHONE POWER PLANT,271.289
3703724,KNAPP POND NO 2,5300584,SHOSHONE POWER PLANT,271.289
5104018,KOVACS POND NO 1,5300584,SHOSHONE POWER PLANT,271.289
3703723,KNAPP POND NO 1,5300584,SHOSHONE POWER PLANT,271.289
5103737,TWINFLOWER LAKE,5300584,SHOSHONE POWER PLANT,271.289
3703718,JHY RESERVOIR,5300584,SHOSHONE POWER PLANT,271.289
5103739,VILLAGE LAKE AT WINTER PARK RANCH,5300584,SHOSHONE POWER PLANT,271.289
3703706,OGILBY RESERVOIR,5300584,SHOSHONE POWER PLANT,271.289
5103740,VILLAGE LAKE NO 2 AT WINTER PARK RANCH,5300584,SHOSHONE POWER PLANT,271.289
3703704,14TH HOLE RESERVOIR,5300584,SHOSHONE POWER PLANT,271.289
5103742,WINDY GAP RESERVOIR,5300584,SHOSHONE POWER PLANT,271.289
3703703,CHAROLAIS RESERVOIR,5300584,SHOSHONE POWER PLANT,271.289
5103745,POLE CREEK MEADOWS RESERVOIR NO 1,5300584,SHOSHONE POWER PLANT,271.289
3703699,EAGLE PARK RESERVOIR,5300584,SHOSHONE POWER PLANT,271.289
5103746,ALLEN'S RESERVOIR AND DITCH,5300584,SHOSHONE POWER PLANT,271.289
5103732,GAYLORD RESERVOIR,5300584,SHOSHONE POWER PLANT,271.289
5104026,ROBINSON SWAN DITCH NO 2 POND 1,5300584,SHOSHONE POWER PLANT,271.289
3703659,WATERFORD RANCH PD P8-2,5300584,SHOSHONE POWER PLANT,271.289
3703556,MIN LAKE LAKE THOMAS,5300584,SHOSHONE POWER PLANT,271.289
3703551,MIN LAKE GORE LAKE,5300584,SHOSHONE POWER PLANT,271.289
5104057,CORRAL CREEK POND,5300584,SHOSHONE POWER PLANT,271.289
3703552,MIN LAKE GROUSE LAKE,5300584,SHOSHONE POWER PLANT,271.289
5104054,ECKER POND,5300584,SHOSHONE POWER PLANT,271.289
3703554,MIN LAKE HUNKY DORY,5300584,SHOSHONE POWER PLANT,271.289
5104053,OURAY RESERVOIR NO 1,5300584,SHOSHONE POWER PLANT,271.289
5104052,OURAY RESERVOIR NO 2,5300584,SHOSHONE POWER PLANT,271.289
5104062,KESSLER RESERVOIR,5300584,SHOSHONE POWER PLANT,271.289
3703569,MIN LAKE MUCKEY,5300584,SHOSHONE POWER PLANT,271.289
5104051,SUN VALLEY RESERVOIR,5300584,SHOSHONE POWER PLANT,271.289
3703580,SCUDDER RESERVOIR,5300584,SHOSHONE POWER PLANT,271.289
5104049,NORGREN RESERVOIR,5300584,SHOSHONE POWER PLANT,271.289
3703590,MIN LAKE WHITNEY,5300584,SHOSHONE POWER PLANT,271.289
5104048,NIELSEN RESERVOIR,5300584,SHOSHONE POWER PLANT,271.289
3703550,MIN LAKE FANCY,5300584,SHOSHONE POWER PLANT,271.289
3703547,MIN LAKE DELUGE LAKE,5300584,SHOSHONE POWER PLANT,271.289
5104019,KOVACS POND NO 2,5300584,SHOSHONE POWER PLANT,271.289
3703541,MIN LAKE BOWL OF TEARS,5300584,SHOSHONE POWER PLANT,271.289
5203949,ROCK GAP DAM,5300584,SHOSHONE POWER PLANT,271.289
3703537,MIN LAKE BENCH LAKE NO 2,5300584,SHOSHONE POWER PLANT,271.289
3703937,VANHEE POND NO 1,5300584,SHOSHONE POWER PLANT,271.289
3703538,MIN LAKE BLODGETT LAKE,5300584,SHOSHONE POWER PLANT,271.289
3703539,MIN LAKE BRADY 2 (SOPRIS,5300584,SHOSHONE POWER PLANT,271.289
3703540,MIN LAKE BORAH,5300584,SHOSHONE POWER PLANT,271.289
5203937,CHRISTENSEN DAM,5300584,SHOSHONE POWER PLANT,271.289
3703936,BRANDON POND,5300584,SHOSHONE POWER PLANT,271.289
3703542,MIN LAKE BRADY NO 1,5300584,SHOSHONE POWER PLANT,271.289
5003650,SARACENO RESERVOIR,5300584,SHOSHONE POWER PLANT,271.289
3703543,BUXMAN FISH POND,5300584,SHOSHONE POWER PLANT,271.289
5200662,BEST DITCH,5300584,SHOSHONE POWER PLANT,271.289
3703544,CAMP HALE POND,5300584,SHOSHONE POWER PLANT,271.289
3703546,MIN LAKE CLEVELAND,5300584,SHOSHONE POWER PLANT,271.289
3703591,WILKINSON RESERVOIR,5300584,SHOSHONE POWER PLANT,271.289
5104047,NEVER SUMMER LAKE,5300584,SHOSHONE POWER PLANT,271.289
3703594,GOLF COURSE RES NO 1,5300584,SHOSHONE POWER PLANT,271.289
3703616,ARROWHEAD DAM,5300584,SHOSHONE POWER PLANT,271.289
5104028,ROBINSON SWAN DITCH NO 2 POND 2,5300584,SHOSHONE POWER PLANT,271.289
3703607,STAUFER RESERVOIR,5300584,SHOSHONE POWER PLANT,271.289
5104027,ROBINSON SWAN DITCH NO 1 POND 2,5300584,SHOSHONE POWER PLANT,271.289
3703747,WILSON POND NO 4,5300584,SHOSHONE POWER PLANT,271.289
3703614,BEST POND,5300584,SHOSHONE POWER PLANT,271.289
5104025,ROBINSON SWAN DITCH NO 1 POND 1,5300584,SHOSHONE POWER PLANT,271.289
3703627,JUNE CREEK RESERVOIR,5300584,SHOSHONE POWER PLANT,271.289
5104043,KLEINS FISH POND NO 4,5300584,SHOSHONE POWER PLANT,271.289
5104023,PASCAL POND NO 2,5300584,SHOSHONE POWER PLANT,271.289
3703630,SCHMIDT GYPSUM RANCH DAM,5300584,SHOSHONE POWER PLANT,271.289
5104022,PASCAL POND NO 1,5300584,SHOSHONE POWER PLANT,271.289
3703635,15TH HOLE RESERVOIR,5300584,SHOSHONE POWER PLANT,271.289
3703644,OLSEN RESERVOIR NO 1,5300584,SHOSHONE POWER PLANT,271.289
3703645,WATERFORD RANCH PD P7-1,5300584,SHOSHONE POWER PLANT,271.289
3703606,WEBSTER FISH POND NO 3,5300584,SHOSHONE POWER PLANT,271.289
5104029,ROBINSON SWAN DITCH NO 2 POND 3,5300584,SHOSHONE POWER PLANT,271.289
3703605,WEBSTER FISH POND NO 2,5300584,SHOSHONE POWER PLANT,271.289
5104032,WHITING RESERVOIR NO 1,5300584,SHOSHONE POWER PLANT,271.289
3703604,WEBSTER FISH POND NO 1,5300584,SHOSHONE POWER PLANT,271.289
5104033,YOUNG LIFE POND NO 1,5300584,SHOSHONE POWER PLANT,271.289
3703603,LAKE CREEK  MEADOWS RES,5300584,SHOSHONE POWER PLANT,271.289
5104037,C LAZY U FISH POND NO 2,5300584,SHOSHONE POWER PLANT,271.289
3703601,EAGLE POND,5300584,SHOSHONE POWER PLANT,271.289
5104038,GORE RESERVOIR NO 1,5300584,SHOSHONE POWER PLANT,271.289
5104039,HEBERTON RESERVOIR,5300584,SHOSHONE POWER PLANT,271.289
3703598,K A C RESERVOIR,5300584,SHOSHONE POWER PLANT,271.289
5104040,KLEINS FISH POND NO 1,5300584,SHOSHONE POWER PLANT,271.289
3703597,KEELER RESERVOIR,5300584,SHOSHONE POWER PLANT,271.289
5104041,KLEINS FISH POND NO 2,5300584,SHOSHONE POWER PLANT,271.289
5104042,KLEINS FISH POND NO 3,5300584,SHOSHONE POWER PLANT,271.289
3703595,GOLF COURSE RES NO 2,5300584,SHOSHONE POWER PLANT,271.289
3703746,WILSON POND NO 3,5300584,SHOSHONE POWER PLANT,271.289
3703757,PILGRIM RANCH POND NO 7,5300584,SHOSHONE POWER PLANT,271.289
5103688,MUSGRAVE RESERVOIR,5300584,SHOSHONE POWER PLANT,271.289
5102027,MIN FLOW WILLIAMS FORK RIVER,5300584,SHOSHONE POWER PLANT,271.289
3703851,LOST LAKE,5300584,SHOSHONE POWER PLANT,271.289
5102036,MIN FLOW COLORADO RIVER TROUBLESOME-BLUE,5300584,SHOSHONE POWER PLANT,271.289
3703855,MCGINLEY RESERVOIR,5300584,SHOSHONE POWER PLANT,271.289
5102035,MIN FLOW WILLIAMS FORK RIVER,5300584,SHOSHONE POWER PLANT,271.289
3703856,MCKENZIE RESERVOIR,5300584,SHOSHONE POWER PLANT,271.289
5102028,MIN FLOW WILLIAMS FORK RIVER,5300584,SHOSHONE POWER PLANT,271.289
5003654,CURRAN POND,5300584,SHOSHONE POWER PLANT,271.289
3703859,METENYPK RESERVOIR,5300584,SHOSHONE POWER PLANT,271.289
3703847,JAMES RESERVOIR,5300584,SHOSHONE POWER PLANT,271.289
5102016,MIN FLOW WILLIAMS FORK RIVER,5300584,SHOSHONE POWER PLANT,271.289
3703863,N MILLER RESERVOIR,5300584,SHOSHONE POWER PLANT,271.289
5102014,MIN FLOW WILLIAMS FORK RIVER,5300584,SHOSHONE POWER PLANT,271.289
3703877,TRACEYS RESERVOIR,5300584,SHOSHONE POWER PLANT,271.289
5102012,MIN FLOW WILLOW CREEK PASS CK - BLM,5300584,SHOSHONE POWER PLANT,271.289
3703878,TRAER GULCH RESERVOIR,5300584,SHOSHONE POWER PLANT,271.289
3703930,BRETT RANCH POND NO 2,5300584,SHOSHONE POWER PLANT,271.289
5102037,MIN FLOW COLORADO RIVER WILLIAMS FK-TROUBLESOME,5300584,SHOSHONE POWER PLANT,271.289
5102038,MIN FLOW COLORADO RIVER WINDY GAP-WILLIAMS FORK,5300584,SHOSHONE POWER PLANT,271.289
3703820,BUCK CR RESERVOIR,5300584,SHOSHONE POWER PLANT,271.289
5102043,MIN LEVEL COLUMBINE LAKE,5300584,SHOSHONE POWER PLANT,271.289
3703822,CHERRY LAKE,5300584,SHOSHONE POWER PLANT,271.289
5102046,MIN LEVEL PARIKA LAKE,5300584,SHOSHONE POWER PLANT,271.289
3703825,CROSS GUL #2 RESERVOIR,5300584,SHOSHONE POWER PLANT,271.289
5102045,MIN LEVEL GOURD LAKE,5300584,SHOSHONE POWER PLANT,271.289
3703829,DENISON D RESERVOIR,5300584,SHOSHONE POWER PLANT,271.289
5102044,MIN LEVEL CRATER LAKE,5300584,SHOSHONE POWER PLANT,271.289
3703830,DENISON RESERVOIR,5300584,SHOSHONE POWER PLANT,271.289
3703833,EAST BEARD RESERVOIR,5300584,SHOSHONE POWER PLANT,271.289
3703843,HOLLAND RESERVOIR,5300584,SHOSHONE POWER PLANT,271.289
5102042,MIN LEVEL CARIBOU LAKE,5300584,SHOSHONE POWER PLANT,271.289
5102041,MIN LEVEL BOWEN LAKE,5300584,SHOSHONE POWER PLANT,271.289
3703838,FROST RESERVOIR,5300584,SHOSHONE POWER PLANT,271.289
5102040,MIN LEVEL BLUE LAKE,5300584,SHOSHONE POWER PLANT,271.289
3703840,GYPSUM CRWD3 RESERVOIR,5300584,SHOSHONE POWER PLANT,271.289
5102039,MIN FLOW WILLIAMS FORK RIVER,5300584,SHOSHONE POWER PLANT,271.289
3703931,EWING POND,5300584,SHOSHONE POWER PLANT,271.289
3703879,UBRUCR RES 1,5300584,SHOSHONE POWER PLANT,271.289
3703880,UBRUCR RES 2,5300584,SHOSHONE POWER PLANT,271.289
3703927,THOMPSON POND,5300584,SHOSHONE POWER PLANT,271.289
3703908,CHIPMAN POND,5300584,SHOSHONE POWER PLANT,271.289
3703903,UPPER TRAVIS POND,5300584,SHOSHONE POWER PLANT,271.289
3703904,HARDESTY POND 1,5300584,SHOSHONE POWER PLANT,271.289
3703905,HARDESTY POND 2,5300584,SHOSHONE POWER PLANT,271.289
3703906,HARDESTY POND 3,5300584,SHOSHONE POWER PLANT,271.289
5003680,MUDDY POND,5300584,SHOSHONE POWER PLANT,271.289
3703907,HARDESTY POND 4,5300584,SHOSHONE POWER PLANT,271.289
5003677,CARTER POND,5300584,SHOSHONE POWER PLANT,271.289
5003675,GOOGLY EYED POND,5300584,SHOSHONE POWER PLANT,271.289
3703882,USAWMILL GUL RESERVOIR,5300584,SHOSHONE POWER PLANT,271.289
3703909,MILLER POND,5300584,SHOSHONE POWER PLANT,271.289
5003674,FETTERS STOCK RES NO 1,5300584,SHOSHONE POWER PLANT,271.289
3703910,KP POND NO. 1,5300584,SHOSHONE POWER PLANT,271.289
5003673,RAWALT STOCK RES NO 2,5300584,SHOSHONE POWER PLANT,271.289
3703911,KP POND NO. 2,5300584,SHOSHONE POWER PLANT,271.289
5003672,RAWALT STOCK RES NO 1,5300584,SHOSHONE POWER PLANT,271.289
3703913,LISA POND,5300584,SHOSHONE POWER PLANT,271.289
5003670,PINNEY RANCH RESERVOIR,5300584,SHOSHONE POWER PLANT,271.289
3703902,LOWER TRAVIS POND,5300584,SHOSHONE POWER PLANT,271.289
3703924,KUNKEL RESERVOIR,5300584,SHOSHONE POWER PLANT,271.289
3703901,SUBSTATION POND,5300584,SHOSHONE POWER PLANT,271.289
5003659,DAVISON RESERVOIR,5300584,SHOSHONE POWER PLANT,271.289
3703883,VANHORN RESERVOIR,5300584,SHOSHONE POWER PLANT,271.289
5101245,WINTER PARK BASE DIVERSION POINT 1,5300584,SHOSHONE POWER PLANT,271.289
3703884,W THIRD GUL RESERVOIR,5300584,SHOSHONE POWER PLANT,271.289
3703889,FEZ RESERVOIR,5300584,SHOSHONE POWER PLANT,271.289
3703891,GRAHAM POND,5300584,SHOSHONE POWER PLANT,271.289
3703892,CJC POND NO. 1,5300584,SHOSHONE POWER PLANT,271.289
3703893,CJC POND NO. 2,5300584,SHOSHONE POWER PLANT,271.289
3703926,MCKENZIE UPPER POND,5300584,SHOSHONE POWER PLANT,271.289
3703894,JESS'S POND,5300584,SHOSHONE POWER PLANT,271.289
5003661,HARTMAN NO 2 POND,5300584,SHOSHONE POWER PLANT,271.289
3703898,TRAIL POND,5300584,SHOSHONE POWER PLANT,271.289
3703925,MCKENZIE UPPER POND,5300584,SHOSHONE POWER PLANT,271.289
3703899,LUKE POND,5300584,SHOSHONE POWER PLANT,271.289
3703900,OLIVER POND,5300584,SHOSHONE POWER PLANT,271.289
5102047,MIN LEVEL PAWNEE LAKE,5300584,SHOSHONE POWER PLANT,271.289
5102048,MIN LEVEL STONE LAKE,5300584,SHOSHONE POWER PLANT,271.289
3703748,COLLETT POND NO 1,5300584,SHOSHONE POWER PLANT,271.289
5103530,SKUNK CREEK RESERVOIR NO 3,5300584,SHOSHONE POWER PLANT,271.289
3703774,BLM BLUE LAKE NO 1,5300584,SHOSHONE POWER PLANT,271.289
5103537,ASHBACH RESERVOIR,5300584,SHOSHONE POWER PLANT,271.289
3703778,CHRIS JOUFLAS LAKE,5300584,SHOSHONE POWER PLANT,271.289
5103536,MCCOY POND NO 2,5300584,SHOSHONE POWER PLANT,271.289
3703781,BACHELOR GULCH WETLANDS,5300584,SHOSHONE POWER PLANT,271.289
5103535,MCCOY POND NO 1,5300584,SHOSHONE POWER PLANT,271.289
3703782,ARROWHEAD WETLANDS,5300584,SHOSHONE POWER PLANT,271.289
3703783,LAEYENDECKER POND,5300584,SHOSHONE POWER PLANT,271.289
3703771,KOPRIVNIKAR POND NO 2,5300584,SHOSHONE POWER PLANT,271.289
3703785,GRAHAM POND NO 1,5300584,SHOSHONE POWER PLANT,271.289
5103528,SUNSET RIDGE POND,5300584,SHOSHONE POWER PLANT,271.289
3703786,GRAHAM POND NO 2,5300584,SHOSHONE POWER PLANT,271.289
5103527,CORRAL CREEK WETLAND NO2,5300584,SHOSHONE POWER PLANT,271.289
3703789,GOLDEN POND,5300584,SHOSHONE POWER PLANT,271.289
5103526,CORRAL CREEK WETLAND NO1,5300584,SHOSHONE POWER PLANT,271.289
3703792,ARROWHEAD PONDS,5300584,SHOSHONE POWER PLANT,271.289
5103538,QUARTER CIRCLE R DAM,5300584,SHOSHONE POWER PLANT,271.289
5103539,ORR RESERVOIR EAST NINE MILE,5300584,SHOSHONE POWER PLANT,271.289
3703818,BROOKS RESERVOIR,5300584,SHOSHONE POWER PLANT,271.289
3703756,PILGRIM RANCH POND NO 6,5300584,SHOSHONE POWER PLANT,271.289
5003652,COLBURN RESERVOIR,5300584,SHOSHONE POWER PLANT,271.289
3703750,BRERETON POND,5300584,SHOSHONE POWER PLANT,271.289
3703934,COTTON RANCH POND NO 3,5300584,SHOSHONE POWER PLANT,271.289
3703751,PILGRIM RANCH POND NO 1,5300584,SHOSHONE POWER PLANT,271.289
3703753,PILGRIM RANCH POND NO 3,5300584,SHOSHONE POWER PLANT,271.289
3703754,PILGRIM RANCH POND NO 4,5300584,SHOSHONE POWER PLANT,271.289
3703755,PILGRIM RANCH POND NO 5,5300584,SHOSHONE POWER PLANT,271.289
5203959,OLSEN RESERVOIR NO 1,5300584,SHOSHONE POWER PLANT,271.289
3703770,KOPRIVNIKAR POND NO 1,5300584,SHOSHONE POWER PLANT,271.289
3703759,PILGRIM RANCH POND NO 9,5300584,SHOSHONE POWER PLANT,271.289
5103569,GCWSD WATER STORAGE RESERVOIR NO 2,5300584,SHOSHONE POWER PLANT,271.289
3703760,PILGRIM RANCH POND NO 10,5300584,SHOSHONE POWER PLANT,271.289
5103568,GCWSD WATER STORAGE RESERVOIR NO 1,5300584,SHOSHONE POWER PLANT,271.289
3703765,PILGRIM RANCH POND NO 15,5300584,SHOSHONE POWER PLANT,271.289
3703769,LPL RESERVOIR,5300584,SHOSHONE POWER PLANT,271.289
5103550,LONESOME DOVE POND,5300584,SHOSHONE POWER PLANT,271.289
5103522,MURRAY/BREIDER POND,5300584,SHOSHONE POWER PLANT,271.289
3703793,GREENS OF ARROWHEAD PONDS,5300584,SHOSHONE POWER PLANT,271.289
5103521,CLOVERBLOOM RESERVOIR,5300584,SHOSHONE POWER PLANT,271.289
5102096,MIN FLOW FRASER RIVER VASQUEZ - ST LOUIS,5300584,SHOSHONE POWER PLANT,271.289
3703807,RED CANYON ESTATES POND NO. 12,5300584,SHOSHONE POWER PLANT,271.289
5102112,MIN FLOW ST LOUIS CK - WEST ST LOUIS-KING CREEK,5300584,SHOSHONE POWER PLANT,271.289
3703808,RED CANYON ESTATES POND NO. 13,5300584,SHOSHONE POWER PLANT,271.289
5102111,MIN FLOW ST LOUIS CK - EAST ST LOUIS-WEST ST LOUIS,5300584,SHOSHONE POWER PLANT,271.289
3703809,RED CANYON ESTATES POND NO. 14,5300584,SHOSHONE POWER PLANT,271.289
5102109,MIN FLOW FRASER RIVER ST LOUIS CK - RANCH CK,5300584,SHOSHONE POWER PLANT,271.289
3703811,BEAR GUL RES,5300584,SHOSHONE POWER PLANT,271.289
3703813,BIG PARKS RESERVOIR,5300584,SHOSHONE POWER PLANT,271.289
3703795,DELIA POND,5300584,SHOSHONE POWER PLANT,271.289
5102089,MIN FLOW COLORADO RIVER GRANBY OUTLET-FRASER,5300584,SHOSHONE POWER PLANT,271.289
5003653,COLBURN RESERVOIR NO 2,5300584,SHOSHONE POWER PLANT,271.289
5102070,MIN FLOW ARAPAHO CREEK,5300584,SHOSHONE POWER PLANT,271.289
3703816,BORAH LAKE,5300584,SHOSHONE POWER PLANT,271.289
5102069,MIN FLOW COLORADO RIVER RANGER CK-GRANBY RESERVOIR,5300584,SHOSHONE POWER PLANT,271.289
3703817,BOWN RESERVOIR,5300584,SHOSHONE POWER PLANT,271.289
5102068,MIN FLOW NORTH FORK COLORADO RIVER,5300584,SHOSHONE POWER PLANT,271.289
5102113,MIN FLOW FRASER RIVER RANCH CK - CROOKED CK,5300584,SHOSHONE POWER PLANT,271.289
3703805,RED CANYON ESTATES POND NO. 10,5300584,SHOSHONE POWER PLANT,271.289
5102114,MIN FLOW FRASER RIVER CROOKED CK - COLORADO RIVER,5300584,SHOSHONE POWER PLANT,271.289
3703804,RED CANYON ESTATES POND NO. 9,5300584,SHOSHONE POWER PLANT,271.289
5103518,POLE CREEK GOLF COURSE POND NO 3,5300584,SHOSHONE POWER PLANT,271.289
3703796,RED CANYON ESTATES POND NO. 1,5300584,SHOSHONE POWER PLANT,271.289
5103517,POLE CREEK GOLF COURSE POND NO 2,5300584,SHOSHONE POWER PLANT,271.289
3703797,RED CANYON ESTATES POND NO. 2,5300584,SHOSHONE POWER PLANT,271.289
