analysisWdid,analysisStructureName,locationWdid,locationStructure,sum_wtd_count
3703524,SYLVAN LAKE,5300584,SHOSHONE POWER PLANT,1416.078
5103596,RICHMOND POND,5102038,MIN FLOW COLORADO RIVER WINDY GAP-WILLIAMS FORK,612.5
5102115,MIN FLOW WILLOW CREEK CABIN CK - BLM,5102038,MIN FLOW COLORADO RIVER WINDY GAP-WILLIAMS FORK,612.5
7003523,CHEVRON FRESH WATER POND,7000580,RESERVOIR DITCH,587.876
3604923,CLIMAX INTEGRATED WATER SYSTEM,5300584,SHOSHONE POWER PLANT,584.872
5102115,MIN FLOW WILLOW CREEK CABIN CK - BLM,5300584,SHOSHONE POWER PLANT,553.283
5103523,DAWSON GULCH SPRING POND,5300584,SHOSHONE POWER PLANT,470.997
5003668,WOLFORD MOUNTAIN RESERVOIR,5300584,SHOSHONE POWER PLANT,468.288
5303955,BEAVER DAM RESERVOIR,5300584,SHOSHONE POWER PLANT,465.579
5003647,CONFLUENCE RESERVOIR,5300584,SHOSHONE POWER PLANT,462.87
5303966,GRIMES BROOKS RESERVOIR,5300584,SHOSHONE POWER PLANT,448.995
5103596,RICHMOND POND,5300584,SHOSHONE POWER PLANT,442.577
7003508,CNR POND NO 6,7000580,RESERVOIR DITCH,440.907
3603575,CLINTON GULCH RESERVOIR,5300584,SHOSHONE POWER PLANT,422.997
5003616,HEINI RESERVOIR,5300584,SHOSHONE POWER PLANT,418.788
3600709,LOBACK DITCH,5300584,SHOSHONE POWER PLANT,404.913
5100763,KINNEY BARRIGER DITCH,5300584,SHOSHONE POWER PLANT,391.038
5000734,DEBERARD DITCH OVERFLOW SYSTEM,5300584,SHOSHONE POWER PLANT,391.038
7203841,BOB MCKELVIE RESERVOIR,7200540,BLACKMAN DUNLAP CLARK D,374.664
3903922,CHERRY CREEK POND NO 1,3900661,SAINT NO 2 DITCH,363.0
3903923,CHERRY CREEK POND NO 2,3900661,SAINT NO 2 DITCH,363.0
3903954,THOMAS RESERVOIR,3900661,SAINT NO 2 DITCH,363.0
3603575,CLINTON GULCH RESERVOIR,3603543,GREEN MOUNTAIN RESERVOIR,339.0
5303571,PERRY POND NO 3,5300584,SHOSHONE POWER PLANT,313.998
5303518,WASHBURN CABIN POND,5300584,SHOSHONE POWER PLANT,313.998
5304051,BUCK POND,5300584,SHOSHONE POWER PLANT,313.998
5303570,PERRY POND NO 2,5300584,SHOSHONE POWER PLANT,313.998
5303588,GORE VIEW POND,5300584,SHOSHONE POWER PLANT,313.998
5104060,ASPEN CANYON RANCH POND 1,5300584,SHOSHONE POWER PLANT,313.998
5304041,HEWES RESERVOIR NO 4,5300584,SHOSHONE POWER PLANT,313.998
5303569,PERRY POND NO 1,5300584,SHOSHONE POWER PLANT,313.998
3703659,WATERFORD RANCH PD P8-2,5300584,SHOSHONE POWER PLANT,311.289
3703600,BENCHMARK LAKE,5300584,SHOSHONE POWER PLANT,311.289
3703689,CORNWELL POND NO 1,5300584,SHOSHONE POWER PLANT,311.289
3702056,MIN FLOW GORE CR LOWER,5300584,SHOSHONE POWER PLANT,308.58
5003649,HEINI-KRAMER RESERVOIR,5300584,SHOSHONE POWER PLANT,308.58
5003655,MILK CREEK RESERVOIR,5300584,SHOSHONE POWER PLANT,308.58
3703684,BRETT RANCH POND,5300584,SHOSHONE POWER PLANT,308.58
3703608,BLACK LAKE,5300584,SHOSHONE POWER PLANT,308.58
5003651,BASIN RESERVOIR,5300584,SHOSHONE POWER PLANT,308.58
5003645,BINCO RESERVOIR,5300584,SHOSHONE POWER PLANT,308.58
5003646,MARTIN RESERVOIR,5300584,SHOSHONE POWER PLANT,308.58
5004600,SARVIS DITCH,5300584,SHOSHONE POWER PLANT,308.58
5003648,LEWIS RESERVOIR,5300584,SHOSHONE POWER PLANT,308.58
3703545,CAMP HALE POND NO 1,5300584,SHOSHONE POWER PLANT,308.58
5000617,MCMAHON DITCH,5300584,SHOSHONE POWER PLANT,308.58
5303976,JONES NO 3 RESERVOIR,5300584,SHOSHONE POWER PLANT,308.58
5003624,MARTIN LILY POND RESERVOIR,5300584,SHOSHONE POWER PLANT,294.705
5000768,MARTIN LILY POND FEEDER DITCH,5300584,SHOSHONE POWER PLANT,294.705
