analysisWdid,analysisStructureName,locationWdid,locationStructure,sum_wtd_count
3703524,SYLVAN LAKE,5300584,SHOSHONE POWER PLANT,2030.831
3604923,CLIMAX INTEGRATED WATER SYSTEM,5300584,SHOSHONE POWER PLANT,1435.664
5003668,WOLFORD MOUNTAIN RESERVOIR,5300584,SHOSHONE POWER PLANT,965.499
5303955,BEAVER DAM RESERVOIR,5300584,SHOSHONE POWER PLANT,965.499
5303966,GRIMES BROOKS RESERVOIR,5300584,SHOSHONE POWER PLANT,965.499
5003647,CONFLUENCE RESERVOIR,5300584,SHOSHONE POWER PLANT,965.499
5104700,WINDY GAP PUMP PL CANAL,5300584,SHOSHONE POWER PLANT,965.499
3600709,LOBACK DITCH,5300584,SHOSHONE POWER PLANT,928.499
5000734,DEBERARD DITCH OVERFLOW SYSTEM,5300584,SHOSHONE POWER PLANT,928.499
3703516,G G LOWER RESERVOIR,5300584,SHOSHONE POWER PLANT,643.666
5004600,SARVIS DITCH,5300584,SHOSHONE POWER PLANT,643.666
5303571,PERRY POND NO 3,5300584,SHOSHONE POWER PLANT,643.666
5304041,HEWES RESERVOIR NO 4,5300584,SHOSHONE POWER PLANT,643.666
5303588,GORE VIEW POND,5300584,SHOSHONE POWER PLANT,643.666
5103750,FRASER VALLEY DOWNSTREAM RESERVOIR,5300584,SHOSHONE POWER PLANT,643.666
5103752,KINGS RESERVOIR,5300584,SHOSHONE POWER PLANT,643.666
5303976,JONES NO 3 RESERVOIR,5300584,SHOSHONE POWER PLANT,643.666
3603548,HOAGLAND NO 1 RESERVOIR,5300584,SHOSHONE POWER PLANT,643.666
5104007,GLENN POND NO 1,5300584,SHOSHONE POWER PLANT,643.666
3703545,CAMP HALE POND NO 1,5300584,SHOSHONE POWER PLANT,643.666
5104021,MEADOW SPRINGS RESERVOIR,5300584,SHOSHONE POWER PLANT,643.666
5303569,PERRY POND NO 1,5300584,SHOSHONE POWER PLANT,643.666
3703517,G G RESERVOIR,5300584,SHOSHONE POWER PLANT,643.666
5104008,GLENN POND NO 2,5300584,SHOSHONE POWER PLANT,643.666
5303570,PERRY POND NO 2,5300584,SHOSHONE POWER PLANT,643.666
5100763,KINNEY BARRIGER DITCH,5300584,SHOSHONE POWER PLANT,643.666
3703596,COTTON POND,5300584,SHOSHONE POWER PLANT,643.666
5304051,BUCK POND,5300584,SHOSHONE POWER PLANT,643.666
3703684,BRETT RANCH POND,5300584,SHOSHONE POWER PLANT,643.666
3703689,CORNWELL POND NO 1,5300584,SHOSHONE POWER PLANT,643.666
5003618,HINMAN RESERVOIR,5300584,SHOSHONE POWER PLANT,643.666
5003616,HEINI RESERVOIR,5300584,SHOSHONE POWER PLANT,643.666
5003606,ANTELOPE RESERVOIR,5300584,SHOSHONE POWER PLANT,643.666
5000768,MARTIN LILY POND FEEDER DITCH,5300584,SHOSHONE POWER PLANT,643.666
5003645,BINCO RESERVOIR,5300584,SHOSHONE POWER PLANT,643.666
5003646,MARTIN RESERVOIR,5300584,SHOSHONE POWER PLANT,643.666
3703608,BLACK LAKE,5300584,SHOSHONE POWER PLANT,643.666
5000617,MCMAHON DITCH,5300584,SHOSHONE POWER PLANT,643.666
5003648,LEWIS RESERVOIR,5300584,SHOSHONE POWER PLANT,643.666
5003649,HEINI-KRAMER RESERVOIR,5300584,SHOSHONE POWER PLANT,643.666
5303518,WASHBURN CABIN POND,5300584,SHOSHONE POWER PLANT,643.666
5003651,BASIN RESERVOIR,5300584,SHOSHONE POWER PLANT,643.666
5203940,JONES RESERVOIR,5300584,SHOSHONE POWER PLANT,643.666
3703600,BENCHMARK LAKE,5300584,SHOSHONE POWER PLANT,643.666
5003655,MILK CREEK RESERVOIR,5300584,SHOSHONE POWER PLANT,643.666
3702056,MIN FLOW GORE CR LOWER,5300584,SHOSHONE POWER PLANT,643.666
5003624,MARTIN LILY POND RESERVOIR,5300584,SHOSHONE POWER PLANT,643.666
5103529,TIMBERLINE POND,5300584,SHOSHONE POWER PLANT,643.666
5103552,GRAND ELK POND A,5300584,SHOSHONE POWER PLANT,643.666
5103720,VAGABOND RANCH POND,5300584,SHOSHONE POWER PLANT,643.666
5104060,ASPEN CANYON RANCH POND 1,5300584,SHOSHONE POWER PLANT,636.0
5103709,WILLIAMS FORK RESERVOIR,5300584,SHOSHONE POWER PLANT,634.0
5203946,OXFORD RESERVOIR,5300584,SHOSHONE POWER PLANT,606.666
3700848,WARREN DITCH,5300584,SHOSHONE POWER PLANT,606.666
3603624,SWAN RIVER WATER SYSTEM PONDS,5300584,SHOSHONE POWER PLANT,586.998
3603575,CLINTON GULCH RESERVOIR,5300584,SHOSHONE POWER PLANT,586.998
3600671,INDEPENDENT BLUE DITCH,5300584,SHOSHONE POWER PLANT,586.998
3600649,HAMILTON DAVIDSON DITCH,5300584,SHOSHONE POWER PLANT,586.998
3603543,GREEN MOUNTAIN RESERVOIR,5300584,SHOSHONE POWER PLANT,578.332
3604692,CON-HOOSIER - EAST HOOSIER DITCH CLAIM 1,5300584,SHOSHONE POWER PLANT,578.332
3603694,ARAPAHOE BASIN SNOWMAKING RESERVOIR,5300584,SHOSHONE POWER PLANT,478.499
5003661,HARTMAN NO 2 POND,5300584,SHOSHONE POWER PLANT,321.833
3703601,EAGLE POND,5300584,SHOSHONE POWER PLANT,321.833
3703605,WEBSTER FISH POND NO 2,5300584,SHOSHONE POWER PLANT,321.833
5003650,SARACENO RESERVOIR,5300584,SHOSHONE POWER PLANT,321.833
5102114,MIN FLOW FRASER RIVER CROOKED CK - COLORADO RIVER,5300584,SHOSHONE POWER PLANT,321.833
3703604,WEBSTER FISH POND NO 1,5300584,SHOSHONE POWER PLANT,321.833
3700708,METCALF DITCH,5300584,SHOSHONE POWER PLANT,321.833
3701290,WARREN E WURTS DITCH EXT,5300584,SHOSHONE POWER PLANT,321.833
5003670,PINNEY RANCH RESERVOIR,5300584,SHOSHONE POWER PLANT,321.833
3703603,LAKE CREEK  MEADOWS RES,5300584,SHOSHONE POWER PLANT,321.833
5102096,MIN FLOW FRASER RIVER VASQUEZ - ST LOUIS,5300584,SHOSHONE POWER PLANT,321.833
5003652,COLBURN RESERVOIR,5300584,SHOSHONE POWER PLANT,321.833
3703594,GOLF COURSE RES NO 1,5300584,SHOSHONE POWER PLANT,321.833
5003653,COLBURN RESERVOIR NO 2,5300584,SHOSHONE POWER PLANT,321.833
5102111,MIN FLOW ST LOUIS CK - EAST ST LOUIS-WEST ST LOUIS,5300584,SHOSHONE POWER PLANT,321.833
5102113,MIN FLOW FRASER RIVER RANCH CK - CROOKED CK,5300584,SHOSHONE POWER PLANT,321.833
5003654,CURRAN POND,5300584,SHOSHONE POWER PLANT,321.833
3703598,K A C RESERVOIR,5300584,SHOSHONE POWER PLANT,321.833
3701255,HOMESTAKE PROJ CONDUIT,5300584,SHOSHONE POWER PLANT,321.833
3700835,TOWNSEND DITCH,5300584,SHOSHONE POWER PLANT,321.833
3700684,LEONARD HORN DITCH NO 2,5300584,SHOSHONE POWER PLANT,321.833
5102112,MIN FLOW ST LOUIS CK - WEST ST LOUIS-KING CREEK,5300584,SHOSHONE POWER PLANT,321.833
5003659,DAVISON RESERVOIR,5300584,SHOSHONE POWER PLANT,321.833
3703595,GOLF COURSE RES NO 2,5300584,SHOSHONE POWER PLANT,321.833
5102109,MIN FLOW FRASER RIVER ST LOUIS CK - RANCH CK,5300584,SHOSHONE POWER PLANT,321.833
3701086,STONE CR RES AND DITCH,5300584,SHOSHONE POWER PLANT,321.833
3703597,KEELER RESERVOIR,5300584,SHOSHONE POWER PLANT,321.833
3703607,STAUFER RESERVOIR,5300584,SHOSHONE POWER PLANT,321.833
3703606,WEBSTER FISH POND NO 3,5300584,SHOSHONE POWER PLANT,321.833
3703665,WATERFORD RANCH PD P19-1,5300584,SHOSHONE POWER PLANT,321.833
5003640,WHEATLEY DIVR POND NO 1,5300584,SHOSHONE POWER PLANT,321.833
3703645,WATERFORD RANCH PD P7-1,5300584,SHOSHONE POWER PLANT,321.833
5003637,RUDOLPH RESERVOIR,5300584,SHOSHONE POWER PLANT,321.833
3703659,WATERFORD RANCH PD P8-2,5300584,SHOSHONE POWER PLANT,321.833
5003632,PARSONS RESERVOIR,5300584,SHOSHONE POWER PLANT,321.833
5103518,POLE CREEK GOLF COURSE POND NO 3,5300584,SHOSHONE POWER PLANT,321.833
5103521,CLOVERBLOOM RESERVOIR,5300584,SHOSHONE POWER PLANT,321.833
5102115,MIN FLOW WILLOW CREEK CABIN CK - BLM,5300584,SHOSHONE POWER PLANT,321.833
5003629,MCMAHON RESERVOIR NO 2,5300584,SHOSHONE POWER PLANT,321.833
3703681,WILLOW CREEK RES NO1 ENL,5300584,SHOSHONE POWER PLANT,321.833
5003627,MCELROY RESERVOIR,5300584,SHOSHONE POWER PLANT,321.833
3703682,18TH HOLE RESERVOIR,5300584,SHOSHONE POWER PLANT,321.833
5003625,MATHESON RESERVOIR,5300584,SHOSHONE POWER PLANT,321.833
5103522,MURRAY/BREIDER POND,5300584,SHOSHONE POWER PLANT,321.833
3703644,OLSEN RESERVOIR NO 1,5300584,SHOSHONE POWER PLANT,321.833
5003641,WHEATLEY DIVR POND NO 2,5300584,SHOSHONE POWER PLANT,321.833
3703635,15TH HOLE RESERVOIR,5300584,SHOSHONE POWER PLANT,321.833
5003642,WHITELY PEAK RESERVOIR,5300584,SHOSHONE POWER PLANT,321.833
3703630,SCHMIDT GYPSUM RANCH DAM,5300584,SHOSHONE POWER PLANT,321.833
5003643,WOODS RESERVOIR,5300584,SHOSHONE POWER PLANT,321.833
3703627,JUNE CREEK RESERVOIR,5300584,SHOSHONE POWER PLANT,321.833
5003644,ALBERT RESERVOIR,5300584,SHOSHONE POWER PLANT,321.833
5103517,POLE CREEK GOLF COURSE POND NO 2,5300584,SHOSHONE POWER PLANT,321.833
3703616,ARROWHEAD DAM,5300584,SHOSHONE POWER PLANT,321.833
5103516,POLE CREEK GOLF COURSE POND NO 1,5300584,SHOSHONE POWER PLANT,321.833
3703614,BEST POND,5300584,SHOSHONE POWER PLANT,321.833
5103515,RANCH CREEK RANCH POND,5300584,SHOSHONE POWER PLANT,321.833
3700613,GRACE PARK DITCH,5300584,SHOSHONE POWER PLANT,321.833
5103500,BAUMBERGER POND,5300584,SHOSHONE POWER PLANT,321.833
3700683,LEONARD HORN DITCH NO 1,5300584,SHOSHONE POWER PLANT,321.833
5003671,BUCHER POND,5300584,SHOSHONE POWER PLANT,321.833
3703591,WILKINSON RESERVOIR,5300584,SHOSHONE POWER PLANT,321.833
3702018,MIN FLOW CROSS CR LOWER,5300584,SHOSHONE POWER PLANT,321.833
3703590,MIN LAKE WHITNEY,5300584,SHOSHONE POWER PLANT,321.833
3703513,CHALK MOUNTAIN RESERVOIR,5300584,SHOSHONE POWER PLANT,321.833
3702002,MIN FLOW EAST LAKE CREEK,5300584,SHOSHONE POWER PLANT,321.833
5102036,MIN FLOW COLORADO RIVER TROUBLESOME-BLUE,5300584,SHOSHONE POWER PLANT,321.833
3702059,MIN FLOW EAGLE RIVER LAKE CR TO BRUSH CR,5300584,SHOSHONE POWER PLANT,321.833
3703403,WILLIAMSON POND,5300584,SHOSHONE POWER PLANT,321.833
3703510,BLACK LAKE NO 2,5300584,SHOSHONE POWER PLANT,321.833
5102048,MIN LEVEL STONE LAKE,5300584,SHOSHONE POWER PLANT,321.833
3701414,TOWN OF VAIL WHITEWATER PARK STRUCTURE3,5300584,SHOSHONE POWER PLANT,321.833
3702012,MIN FLOW EAGLE RIVER BRUSH CR TO COLO R,5300584,SHOSHONE POWER PLANT,321.833
5102012,MIN FLOW WILLOW CREEK PASS CK - BLM,5300584,SHOSHONE POWER PLANT,321.833
3703522,NOECKER RESERVOIR,5300584,SHOSHONE POWER PLANT,321.833
3703523,NOTTINGHAM RES,5300584,SHOSHONE POWER PLANT,321.833
5102068,MIN FLOW NORTH FORK COLORADO RIVER,5300584,SHOSHONE POWER PLANT,321.833
3703533,MIN LAKE ANTOINES CAB 1,5300584,SHOSHONE POWER PLANT,321.833
3703534,MIN LAKE ANTOINES CAB 2,5300584,SHOSHONE POWER PLANT,321.833
5102047,MIN LEVEL PAWNEE LAKE,5300584,SHOSHONE POWER PLANT,321.833
3702057,MIN FLOW GORE CR MIDDLE,5300584,SHOSHONE POWER PLANT,321.833
3703535,MIN LAKE BEAVER,5300584,SHOSHONE POWER PLANT,321.833
5102042,MIN LEVEL CARIBOU LAKE,5300584,SHOSHONE POWER PLANT,321.833
3702028,MIN FLOW EAGLE RIVER HOMESTAKE TO CROSS CR,5300584,SHOSHONE POWER PLANT,321.833
5102044,MIN LEVEL CRATER LAKE,5300584,SHOSHONE POWER PLANT,321.833
3702034,MIN FLOW EAGLE RIVER RESOLUTION TO HOMESTAKE,5300584,SHOSHONE POWER PLANT,321.833
5102043,MIN LEVEL COLUMBINE LAKE,5300584,SHOSHONE POWER PLANT,321.833
5102046,MIN LEVEL PARIKA LAKE,5300584,SHOSHONE POWER PLANT,321.833
