analysisWdid,analysisStructureName,locationWdid,locationStructure,sum_wtd_count
3703524,SYLVAN LAKE,5300584,SHOSHONE POWER PLANT,1482.506
3604923,CLIMAX INTEGRATED WATER SYSTEM,5300584,SHOSHONE POWER PLANT,933.504
5003647,CONFLUENCE RESERVOIR,5300584,SHOSHONE POWER PLANT,636.753
5104700,WINDY GAP PUMP PL CANAL,5300584,SHOSHONE POWER PLANT,636.753
5003668,WOLFORD MOUNTAIN RESERVOIR,5300584,SHOSHONE POWER PLANT,636.753
5303955,BEAVER DAM RESERVOIR,5300584,SHOSHONE POWER PLANT,636.753
5303966,GRIMES BROOKS RESERVOIR,5300584,SHOSHONE POWER PLANT,626.753
3600709,LOBACK DITCH,5300584,SHOSHONE POWER PLANT,590.836
5000734,DEBERARD DITCH OVERFLOW SYSTEM,5300584,SHOSHONE POWER PLANT,580.836
3703596,COTTON POND,5300584,SHOSHONE POWER PLANT,425.502
5303588,GORE VIEW POND,5300584,SHOSHONE POWER PLANT,424.502
5003649,HEINI-KRAMER RESERVOIR,5300584,SHOSHONE POWER PLANT,424.502
5003651,BASIN RESERVOIR,5300584,SHOSHONE POWER PLANT,424.502
5104021,MEADOW SPRINGS RESERVOIR,5300584,SHOSHONE POWER PLANT,424.502
3703689,CORNWELL POND NO 1,5300584,SHOSHONE POWER PLANT,424.502
5104007,GLENN POND NO 1,5300584,SHOSHONE POWER PLANT,424.502
5104008,GLENN POND NO 2,5300584,SHOSHONE POWER PLANT,424.502
5303571,PERRY POND NO 3,5300584,SHOSHONE POWER PLANT,424.502
5303976,JONES NO 3 RESERVOIR,5300584,SHOSHONE POWER PLANT,424.502
5103752,KINGS RESERVOIR,5300584,SHOSHONE POWER PLANT,424.502
5103750,FRASER VALLEY DOWNSTREAM RESERVOIR,5300584,SHOSHONE POWER PLANT,424.502
5003648,LEWIS RESERVOIR,5300584,SHOSHONE POWER PLANT,424.502
3703600,BENCHMARK LAKE,5300584,SHOSHONE POWER PLANT,424.502
5303570,PERRY POND NO 2,5300584,SHOSHONE POWER PLANT,424.502
5303569,PERRY POND NO 1,5300584,SHOSHONE POWER PLANT,424.502
5103720,VAGABOND RANCH POND,5300584,SHOSHONE POWER PLANT,424.502
3703684,BRETT RANCH POND,5300584,SHOSHONE POWER PLANT,424.502
5003646,MARTIN RESERVOIR,5300584,SHOSHONE POWER PLANT,424.502
5003645,BINCO RESERVOIR,5300584,SHOSHONE POWER PLANT,424.502
3702056,MIN FLOW GORE CR LOWER,5300584,SHOSHONE POWER PLANT,424.502
5303518,WASHBURN CABIN POND,5300584,SHOSHONE POWER PLANT,424.502
5003616,HEINI RESERVOIR,5300584,SHOSHONE POWER PLANT,424.502
3603575,CLINTON GULCH RESERVOIR,5300584,SHOSHONE POWER PLANT,424.502
3603624,SWAN RIVER WATER SYSTEM PONDS,5300584,SHOSHONE POWER PLANT,424.502
5104060,ASPEN CANYON RANCH POND 1,5300584,SHOSHONE POWER PLANT,424.502
5000617,MCMAHON DITCH,5300584,SHOSHONE POWER PLANT,424.502
3703608,BLACK LAKE,5300584,SHOSHONE POWER PLANT,424.502
3703545,CAMP HALE POND NO 1,5300584,SHOSHONE POWER PLANT,424.502
5004600,SARVIS DITCH,5300584,SHOSHONE POWER PLANT,424.502
5003655,MILK CREEK RESERVOIR,5300584,SHOSHONE POWER PLANT,424.502
5304051,BUCK POND,5300584,SHOSHONE POWER PLANT,424.502
5304041,HEWES RESERVOIR NO 4,5300584,SHOSHONE POWER PLANT,424.502
5103552,GRAND ELK POND A,5300584,SHOSHONE POWER PLANT,424.502
3603694,ARAPAHOE BASIN SNOWMAKING RESERVOIR,5300584,SHOSHONE POWER PLANT,424.502
5103529,TIMBERLINE POND,5300584,SHOSHONE POWER PLANT,424.502
5003618,HINMAN RESERVOIR,5300584,SHOSHONE POWER PLANT,414.502
3703516,G G LOWER RESERVOIR,5300584,SHOSHONE POWER PLANT,414.502
5103709,WILLIAMS FORK RESERVOIR,5300584,SHOSHONE POWER PLANT,414.502
5203940,JONES RESERVOIR,5300584,SHOSHONE POWER PLANT,414.502
3703517,G G RESERVOIR,5300584,SHOSHONE POWER PLANT,414.502
5000768,MARTIN LILY POND FEEDER DITCH,5300584,SHOSHONE POWER PLANT,414.502
3600671,INDEPENDENT BLUE DITCH,5300584,SHOSHONE POWER PLANT,414.502
5003624,MARTIN LILY POND RESERVOIR,5300584,SHOSHONE POWER PLANT,414.502
3603548,HOAGLAND NO 1 RESERVOIR,5300584,SHOSHONE POWER PLANT,404.502
5003606,ANTELOPE RESERVOIR,5300584,SHOSHONE POWER PLANT,404.502
5100763,KINNEY BARRIGER DITCH,5300584,SHOSHONE POWER PLANT,404.502
3600649,HAMILTON DAVIDSON DITCH,5300584,SHOSHONE POWER PLANT,404.502
5203946,OXFORD RESERVOIR,5300584,SHOSHONE POWER PLANT,388.585
3700848,WARREN DITCH,5300584,SHOSHONE POWER PLANT,388.585
3603543,GREEN MOUNTAIN RESERVOIR,5300584,SHOSHONE POWER PLANT,388.585
3604692,CON-HOOSIER - EAST HOOSIER DITCH CLAIM 1,5300584,SHOSHONE POWER PLANT,388.585
3703659,WATERFORD RANCH PD P8-2,5300584,SHOSHONE POWER PLANT,213.251
5102113,MIN FLOW FRASER RIVER RANCH CK - CROOKED CK,5300584,SHOSHONE POWER PLANT,212.251
5002000,MIN FLOW MUDDY CREEK,5300584,SHOSHONE POWER PLANT,212.251
5102114,MIN FLOW FRASER RIVER CROOKED CK - COLORADO RIVER,5300584,SHOSHONE POWER PLANT,212.251
3703523,NOTTINGHAM RES,5300584,SHOSHONE POWER PLANT,212.251
5000762,MCMAHON DITCH (DEER CR),5300584,SHOSHONE POWER PLANT,212.251
5102115,MIN FLOW WILLOW CREEK CABIN CK - BLM,5300584,SHOSHONE POWER PLANT,212.251
3604687,CON-HOOSIER SYS CRYSTAL DITCH,5300584,SHOSHONE POWER PLANT,212.251
3703522,NOECKER RESERVOIR,5300584,SHOSHONE POWER PLANT,212.251
3607293,TOWN OF BRECKENRIDGE WHITEWATER PARK,5300584,SHOSHONE POWER PLANT,212.251
5003620,INFANGER RESERVOIR NO 2,5300584,SHOSHONE POWER PLANT,212.251
5003621,INFANGER RESERVOIR NO 3,5300584,SHOSHONE POWER PLANT,212.251
