analysisWdid,analysisStructure,priorityWdid,priorityStructure,sumWtdCount,analysisStreamMile,analysisNetAbs,analysisWaterDistrict,priorityStreamMile,priorityNetAbs,priorityWaterDistrict
5103546,LURYE RESERVOIR,3603543,GREEN MOUNTAIN RESERVOIR,35.375,0.11,0.7,51,15.77,209199.0,36
5103546,LURYE RESERVOIR,3604683,CON-HOOSIER SYS BLUE RIVER DITCH,0.98,0.11,0.7,51,64.54,200.0,36
5103546,LURYE RESERVOIR,5103709,WILLIAMS FORK RESERVOIR,10.292,0.11,0.7,51,2.22,187274.0,51
3703796,RED CANYON ESTATES POND NO. 1,5300584,SHOSHONE POWER PLANT,187.313,0.16,1.0,37,147.54,1408.0,53
3703796,RED CANYON ESTATES POND NO. 1,3604684,BLUE RIVER DIVERSION PROJECT,8.749,0.16,1.0,37,45.59,520.0,36
3703796,RED CANYON ESTATES POND NO. 1,3603543,GREEN MOUNTAIN RESERVOIR,35.375,0.16,1.0,37,15.77,209199.0,36
3703796,RED CANYON ESTATES POND NO. 1,5103709,WILLIAMS FORK RESERVOIR,10.292,0.16,1.0,37,2.22,187274.0,51
3703796,RED CANYON ESTATES POND NO. 1,3604683,CON-HOOSIER SYS BLUE RIVER DITCH,0.98,0.16,1.0,37,64.54,200.0,36
3603579,GRIGGS RESERVOIR NO 4,3604684,BLUE RIVER DIVERSION PROJECT,8.749,0.18,4.1,36,45.59,520.0,36
3603579,GRIGGS RESERVOIR NO 4,3603543,GREEN MOUNTAIN RESERVOIR,35.375,0.18,4.1,36,15.77,209199.0,36
5104013,DOE CREEK RESERVOIR,5103709,WILLIAMS FORK RESERVOIR,10.292,0.18,3.37,51,2.22,187274.0,51
5104013,DOE CREEK RESERVOIR,3604684,BLUE RIVER DIVERSION PROJECT,8.749,0.18,3.37,51,45.59,520.0,36
3603579,GRIGGS RESERVOIR NO 4,5300584,SHOSHONE POWER PLANT,187.313,0.18,4.1,36,147.54,1408.0,53
3603579,GRIGGS RESERVOIR NO 4,3604683,CON-HOOSIER SYS BLUE RIVER DITCH,0.98,0.18,4.1,36,64.54,200.0,36
3603579,GRIGGS RESERVOIR NO 4,5103709,WILLIAMS FORK RESERVOIR,10.292,0.18,4.1,36,2.22,187274.0,51
5104013,DOE CREEK RESERVOIR,5300584,SHOSHONE POWER PLANT,187.313,0.18,3.37,51,147.54,1408.0,53
5104013,DOE CREEK RESERVOIR,3604683,CON-HOOSIER SYS BLUE RIVER DITCH,0.98,0.18,3.37,51,64.54,200.0,36
5104013,DOE CREEK RESERVOIR,3603543,GREEN MOUNTAIN RESERVOIR,35.375,0.18,3.37,51,15.77,209199.0,36
3703544,CAMP HALE POND,3604683,CON-HOOSIER SYS BLUE RIVER DITCH,0.98,0.19,60.0,37,64.54,200.0,36
3703544,CAMP HALE POND,3603543,GREEN MOUNTAIN RESERVOIR,35.375,0.19,60.0,37,15.77,209199.0,36
3703544,CAMP HALE POND,3604684,BLUE RIVER DIVERSION PROJECT,8.749,0.19,60.0,37,45.59,520.0,36
3703544,CAMP HALE POND,5300584,SHOSHONE POWER PLANT,187.313,0.19,60.0,37,147.54,1408.0,53
3703544,CAMP HALE POND,5103709,WILLIAMS FORK RESERVOIR,10.292,0.19,60.0,37,2.22,187274.0,51
5304015,HERRES POND,3604684,BLUE RIVER DIVERSION PROJECT,8.749,0.2,0.16399999999999998,53,45.59,520.0,36
5304015,HERRES POND,5300584,SHOSHONE POWER PLANT,187.313,0.2,0.16399999999999998,53,147.54,1408.0,53
5304015,HERRES POND,3604683,CON-HOOSIER SYS BLUE RIVER DITCH,0.98,0.2,0.16399999999999998,53,64.54,200.0,36
5304015,HERRES POND,5103709,WILLIAMS FORK RESERVOIR,10.292,0.2,0.16399999999999998,53,2.22,187274.0,51
5304015,HERRES POND,3603543,GREEN MOUNTAIN RESERVOIR,35.375,0.2,0.16399999999999998,53,15.77,209199.0,36
3703911,KP POND NO. 2,3604684,BLUE RIVER DIVERSION PROJECT,8.749,0.22,0.78,37,45.59,520.0,36
3703911,KP POND NO. 2,3603543,GREEN MOUNTAIN RESERVOIR,35.375,0.22,0.78,37,15.77,209199.0,36
3703797,RED CANYON ESTATES POND NO. 2,5300584,SHOSHONE POWER PLANT,187.313,0.22,2.5,37,147.54,1408.0,53
3703797,RED CANYON ESTATES POND NO. 2,3604684,BLUE RIVER DIVERSION PROJECT,8.749,0.22,2.5,37,45.59,520.0,36
3703911,KP POND NO. 2,5300584,SHOSHONE POWER PLANT,187.313,0.22,0.78,37,147.54,1408.0,53
3703797,RED CANYON ESTATES POND NO. 2,3604683,CON-HOOSIER SYS BLUE RIVER DITCH,0.98,0.22,2.5,37,64.54,200.0,36
3703797,RED CANYON ESTATES POND NO. 2,5103709,WILLIAMS FORK RESERVOIR,10.292,0.22,2.5,37,2.22,187274.0,51
3703911,KP POND NO. 2,3604683,CON-HOOSIER SYS BLUE RIVER DITCH,0.98,0.22,0.78,37,64.54,200.0,36
3703911,KP POND NO. 2,5103709,WILLIAMS FORK RESERVOIR,10.292,0.22,0.78,37,2.22,187274.0,51
3703797,RED CANYON ESTATES POND NO. 2,3603543,GREEN MOUNTAIN RESERVOIR,35.375,0.22,2.5,37,15.77,209199.0,36
3603700,TRIPLE CREEK POND NO 6,3603543,GREEN MOUNTAIN RESERVOIR,35.375,0.23,0.017,36,15.77,209199.0,36
3603700,TRIPLE CREEK POND NO 6,3604684,BLUE RIVER DIVERSION PROJECT,8.749,0.23,0.017,36,45.59,520.0,36
3603700,TRIPLE CREEK POND NO 6,5103709,WILLIAMS FORK RESERVOIR,10.292,0.23,0.017,36,2.22,187274.0,51
3603700,TRIPLE CREEK POND NO 6,5300584,SHOSHONE POWER PLANT,187.313,0.23,0.017,36,147.54,1408.0,53
3603700,TRIPLE CREEK POND NO 6,3604683,CON-HOOSIER SYS BLUE RIVER DITCH,0.98,0.23,0.017,36,64.54,200.0,36
3603699,TRIPLE CREEK POND NO 5,5103709,WILLIAMS FORK RESERVOIR,10.292,0.24,0.1,36,2.22,187274.0,51
3603686,WINEGARD POND 4,3603543,GREEN MOUNTAIN RESERVOIR,35.375,0.24,5.3,36,15.77,209199.0,36
5103529,TIMBERLINE POND,5300584,SHOSHONE POWER PLANT,374.626,0.24,4.24,51,147.54,1408.0,53
3603699,TRIPLE CREEK POND NO 5,3604683,CON-HOOSIER SYS BLUE RIVER DITCH,0.98,0.24,0.1,36,64.54,200.0,36
5103529,TIMBERLINE POND,5103709,WILLIAMS FORK RESERVOIR,20.584,0.24,4.24,51,2.22,187274.0,51
3603686,WINEGARD POND 4,3604683,CON-HOOSIER SYS BLUE RIVER DITCH,0.98,0.24,5.3,36,64.54,200.0,36
5103529,TIMBERLINE POND,3604683,CON-HOOSIER SYS BLUE RIVER DITCH,1.96,0.24,4.24,51,64.54,200.0,36
3603686,WINEGARD POND 4,5103709,WILLIAMS FORK RESERVOIR,10.292,0.24,5.3,36,2.22,187274.0,51
3603699,TRIPLE CREEK POND NO 5,3604684,BLUE RIVER DIVERSION PROJECT,8.749,0.24,0.1,36,45.59,520.0,36
3603699,TRIPLE CREEK POND NO 5,5300584,SHOSHONE POWER PLANT,187.313,0.24,0.1,36,147.54,1408.0,53
5103529,TIMBERLINE POND,3603543,GREEN MOUNTAIN RESERVOIR,70.75,0.24,4.24,51,15.77,209199.0,36
3603686,WINEGARD POND 4,3604684,BLUE RIVER DIVERSION PROJECT,8.749,0.24,5.3,36,45.59,520.0,36
5103529,TIMBERLINE POND,3604684,BLUE RIVER DIVERSION PROJECT,17.498,0.24,4.24,51,45.59,520.0,36
3603699,TRIPLE CREEK POND NO 5,3603543,GREEN MOUNTAIN RESERVOIR,35.375,0.24,0.1,36,15.77,209199.0,36
3603686,WINEGARD POND 4,5300584,SHOSHONE POWER PLANT,187.313,0.24,5.3,36,147.54,1408.0,53
3703910,KP POND NO. 1,5103709,WILLIAMS FORK RESERVOIR,10.292,0.26,0.27,37,2.22,187274.0,51
3703910,KP POND NO. 1,3603543,GREEN MOUNTAIN RESERVOIR,35.375,0.26,0.27,37,15.77,209199.0,36
3703910,KP POND NO. 1,5300584,SHOSHONE POWER PLANT,187.313,0.26,0.27,37,147.54,1408.0,53
3703910,KP POND NO. 1,3604684,BLUE RIVER DIVERSION PROJECT,8.749,0.26,0.27,37,45.59,520.0,36
3703910,KP POND NO. 1,3604683,CON-HOOSIER SYS BLUE RIVER DITCH,0.98,0.26,0.27,37,64.54,200.0,36
3703798,RED CANYON ESTATES POND NO. 3,5103709,WILLIAMS FORK RESERVOIR,10.292,0.27,2.0,37,2.22,187274.0,51
3703798,RED CANYON ESTATES POND NO. 3,3603543,GREEN MOUNTAIN RESERVOIR,35.375,0.27,2.0,37,15.77,209199.0,36
3703798,RED CANYON ESTATES POND NO. 3,3604684,BLUE RIVER DIVERSION PROJECT,8.749,0.27,2.0,37,45.59,520.0,36
3703798,RED CANYON ESTATES POND NO. 3,3604683,CON-HOOSIER SYS BLUE RIVER DITCH,0.98,0.27,2.0,37,64.54,200.0,36
3703798,RED CANYON ESTATES POND NO. 3,5300584,SHOSHONE POWER PLANT,187.313,0.27,2.0,37,147.54,1408.0,53
3603688,TRENT PARK POND,3604684,BLUE RIVER DIVERSION PROJECT,8.749,0.29,5.0,36,45.59,520.0,36
3603688,TRENT PARK POND,5300584,SHOSHONE POWER PLANT,187.313,0.29,5.0,36,147.54,1408.0,53
3603688,TRENT PARK POND,3603543,GREEN MOUNTAIN RESERVOIR,35.375,0.29,5.0,36,15.77,209199.0,36
3603688,TRENT PARK POND,5103709,WILLIAMS FORK RESERVOIR,10.292,0.29,5.0,36,2.22,187274.0,51
3603688,TRENT PARK POND,3604683,CON-HOOSIER SYS BLUE RIVER DITCH,0.98,0.29,5.0,36,64.54,200.0,36
3603685,WINEGARD POND 3,5300584,SHOSHONE POWER PLANT,187.313,0.31,7.5,36,147.54,1408.0,53
5103527,CORRAL CREEK WETLAND NO2,3603543,GREEN MOUNTAIN RESERVOIR,35.375,0.31,10.0,51,15.77,209199.0,36
3603544,GRIGGS RESERVOIR,5300584,SHOSHONE POWER PLANT,187.313,0.31,40.8,36,147.54,1408.0,53
3603544,GRIGGS RESERVOIR,3603543,GREEN MOUNTAIN RESERVOIR,35.375,0.31,40.8,36,15.77,209199.0,36
3603685,WINEGARD POND 3,3604684,BLUE RIVER DIVERSION PROJECT,8.749,0.31,7.5,36,45.59,520.0,36
3603685,WINEGARD POND 3,3604683,CON-HOOSIER SYS BLUE RIVER DITCH,0.98,0.31,7.5,36,64.54,200.0,36
3603678,SOUTH POND,3603543,GREEN MOUNTAIN RESERVOIR,35.375,0.31,4.0,36,15.77,209199.0,36
3603544,GRIGGS RESERVOIR,5103709,WILLIAMS FORK RESERVOIR,10.292,0.31,40.8,36,2.22,187274.0,51
5103527,CORRAL CREEK WETLAND NO2,3604684,BLUE RIVER DIVERSION PROJECT,8.749,0.31,10.0,51,45.59,520.0,36
5104060,ASPEN CANYON RANCH POND 1,5300584,SHOSHONE POWER PLANT,374.626,0.31,8.0,51,147.54,1408.0,53
3603685,WINEGARD POND 3,3603543,GREEN MOUNTAIN RESERVOIR,35.375,0.31,7.5,36,15.77,209199.0,36
3603678,SOUTH POND,3604684,BLUE RIVER DIVERSION PROJECT,8.749,0.31,4.0,36,45.59,520.0,36
5104060,ASPEN CANYON RANCH POND 1,5103709,WILLIAMS FORK RESERVOIR,20.584,0.31,8.0,51,2.22,187274.0,51
5104060,ASPEN CANYON RANCH POND 1,3603543,GREEN MOUNTAIN RESERVOIR,70.75,0.31,8.0,51,15.77,209199.0,36
5103527,CORRAL CREEK WETLAND NO2,5103709,WILLIAMS FORK RESERVOIR,10.292,0.31,10.0,51,2.22,187274.0,51
5103527,CORRAL CREEK WETLAND NO2,3604683,CON-HOOSIER SYS BLUE RIVER DITCH,0.98,0.31,10.0,51,64.54,200.0,36
5104060,ASPEN CANYON RANCH POND 1,3604683,CON-HOOSIER SYS BLUE RIVER DITCH,1.96,0.31,8.0,51,64.54,200.0,36
3603678,SOUTH POND,5300584,SHOSHONE POWER PLANT,187.313,0.31,4.0,36,147.54,1408.0,53
3603685,WINEGARD POND 3,5103709,WILLIAMS FORK RESERVOIR,10.292,0.31,7.5,36,2.22,187274.0,51
5103527,CORRAL CREEK WETLAND NO2,5300584,SHOSHONE POWER PLANT,187.313,0.31,10.0,51,147.54,1408.0,53
3603678,SOUTH POND,3604683,CON-HOOSIER SYS BLUE RIVER DITCH,0.98,0.31,4.0,36,64.54,200.0,36
5104060,ASPEN CANYON RANCH POND 1,3604684,BLUE RIVER DIVERSION PROJECT,17.498,0.31,8.0,51,45.59,520.0,36
3603544,GRIGGS RESERVOIR,3604684,BLUE RIVER DIVERSION PROJECT,8.749,0.31,40.8,36,45.59,520.0,36
3603544,GRIGGS RESERVOIR,3604683,CON-HOOSIER SYS BLUE RIVER DITCH,0.98,0.31,40.8,36,64.54,200.0,36
3603678,SOUTH POND,5103709,WILLIAMS FORK RESERVOIR,10.292,0.31,4.0,36,2.22,187274.0,51
3603684,WINEGARD POND 2,5300584,SHOSHONE POWER PLANT,187.313,0.32,1.1,36,147.54,1408.0,53
3603592,SHANE RESERVOIR,5103709,WILLIAMS FORK RESERVOIR,10.292,0.32,6.0,36,2.22,187274.0,51
3603592,SHANE RESERVOIR,3604683,CON-HOOSIER SYS BLUE RIVER DITCH,0.98,0.32,6.0,36,64.54,200.0,36
3603592,SHANE RESERVOIR,3604684,BLUE RIVER DIVERSION PROJECT,8.749,0.32,6.0,36,45.59,520.0,36
3603684,WINEGARD POND 2,5103709,WILLIAMS FORK RESERVOIR,10.292,0.32,1.1,36,2.22,187274.0,51
3603684,WINEGARD POND 2,3604683,CON-HOOSIER SYS BLUE RIVER DITCH,0.98,0.32,1.1,36,64.54,200.0,36
3603592,SHANE RESERVOIR,5300584,SHOSHONE POWER PLANT,187.313,0.32,6.0,36,147.54,1408.0,53
3603592,SHANE RESERVOIR,3603543,GREEN MOUNTAIN RESERVOIR,35.375,0.32,6.0,36,15.77,209199.0,36
