analysisWdid,analysisStructure,priorityWdid,priorityStructure,sumWtdCount,analysisStreamMile,analysisNetAbs,analysisWaterDistrict,priorityStreamMile,priorityNetAbs,priorityWaterDistrict
5104018,KOVACS POND NO 1,3604683,CON-HOOSIER SYS BLUE RIVER DITCH,0.98,0.0,0.65,51,64.54,200.0,36
3703536,MIN LAKE BENCH LAKE NO 1,3604684,BLUE RIVER DIVERSION PROJECT,8.749,0.0,9.0,37,45.59,520.0,36
5103526,CORRAL CREEK WETLAND NO1,5300584,SHOSHONE POWER PLANT,187.313,0.0,26.8,51,147.54,1408.0,53
3703786,GRAHAM POND NO 2,3603543,GREEN MOUNTAIN RESERVOIR,35.375,0.0,0.13,37,15.77,209199.0,36
3703536,MIN LAKE BENCH LAKE NO 1,5103709,WILLIAMS FORK RESERVOIR,10.292,0.0,9.0,37,2.22,187274.0,51
5003646,MARTIN RESERVOIR,3604683,CON-HOOSIER SYS BLUE RIVER DITCH,1.96,0.0,216.15,50,64.54,200.0,36
5003652,COLBURN RESERVOIR,5103709,WILLIAMS FORK RESERVOIR,10.292,0.0,16.0,50,2.22,187274.0,51
5003653,COLBURN RESERVOIR NO 2,5103709,WILLIAMS FORK RESERVOIR,10.292,0.0,23.0,50,2.22,187274.0,51
5103526,CORRAL CREEK WETLAND NO1,3604683,CON-HOOSIER SYS BLUE RIVER DITCH,0.98,0.0,26.8,51,64.54,200.0,36
5303600,YARMONY LODGE POND C,5300584,SHOSHONE POWER PLANT,1.0,0.0,3.01,53,147.54,1408.0,53
5303598,YARMONY LODGE POND A,5300584,SHOSHONE POWER PLANT,1.0,0.0,6.55,53,147.54,1408.0,53
5003646,MARTIN RESERVOIR,3604684,BLUE RIVER DIVERSION PROJECT,17.498,0.0,216.15,50,45.59,520.0,36
5003646,MARTIN RESERVOIR,5103709,WILLIAMS FORK RESERVOIR,20.584,0.0,216.15,50,2.22,187274.0,51
3703786,GRAHAM POND NO 2,3604683,CON-HOOSIER SYS BLUE RIVER DITCH,0.98,0.0,0.13,37,64.54,200.0,36
5104019,KOVACS POND NO 2,3603543,GREEN MOUNTAIN RESERVOIR,35.375,0.0,1.05,51,15.77,209199.0,36
5104018,KOVACS POND NO 1,3603543,GREEN MOUNTAIN RESERVOIR,35.375,0.0,0.65,51,15.77,209199.0,36
5003653,COLBURN RESERVOIR NO 2,3603543,GREEN MOUNTAIN RESERVOIR,35.375,0.0,23.0,50,15.77,209199.0,36
5303599,YARMONY LODGE POND B,5300584,SHOSHONE POWER PLANT,1.0,0.0,1.78,53,147.54,1408.0,53
5003646,MARTIN RESERVOIR,5300584,SHOSHONE POWER PLANT,374.626,0.0,216.15,50,147.54,1408.0,53
5003653,COLBURN RESERVOIR NO 2,3604684,BLUE RIVER DIVERSION PROJECT,8.749,0.0,23.0,50,45.59,520.0,36
5003652,COLBURN RESERVOIR,3604684,BLUE RIVER DIVERSION PROJECT,8.749,0.0,16.0,50,45.59,520.0,36
5103526,CORRAL CREEK WETLAND NO1,3604684,BLUE RIVER DIVERSION PROJECT,8.749,0.0,26.8,51,45.59,520.0,36
3703536,MIN LAKE BENCH LAKE NO 1,5300584,SHOSHONE POWER PLANT,187.313,0.0,9.0,37,147.54,1408.0,53
5003653,COLBURN RESERVOIR NO 2,5300584,SHOSHONE POWER PLANT,187.313,0.0,23.0,50,147.54,1408.0,53
5104019,KOVACS POND NO 2,5103709,WILLIAMS FORK RESERVOIR,10.292,0.0,1.05,51,2.22,187274.0,51
5003652,COLBURN RESERVOIR,5300584,SHOSHONE POWER PLANT,187.313,0.0,16.0,50,147.54,1408.0,53
5104019,KOVACS POND NO 2,3604684,BLUE RIVER DIVERSION PROJECT,8.749,0.0,1.05,51,45.59,520.0,36
5104018,KOVACS POND NO 1,3604684,BLUE RIVER DIVERSION PROJECT,8.749,0.0,0.65,51,45.59,520.0,36
5103526,CORRAL CREEK WETLAND NO1,5103709,WILLIAMS FORK RESERVOIR,10.292,0.0,26.8,51,2.22,187274.0,51
5104018,KOVACS POND NO 1,5103709,WILLIAMS FORK RESERVOIR,10.292,0.0,0.65,51,2.22,187274.0,51
5003653,COLBURN RESERVOIR NO 2,3604683,CON-HOOSIER SYS BLUE RIVER DITCH,0.98,0.0,23.0,50,64.54,200.0,36
5003652,COLBURN RESERVOIR,3604683,CON-HOOSIER SYS BLUE RIVER DITCH,0.98,0.0,16.0,50,64.54,200.0,36
5104019,KOVACS POND NO 2,3604683,CON-HOOSIER SYS BLUE RIVER DITCH,0.98,0.0,1.05,51,64.54,200.0,36
5104018,KOVACS POND NO 1,5300584,SHOSHONE POWER PLANT,187.313,0.0,0.65,51,147.54,1408.0,53
3703786,GRAHAM POND NO 2,3604684,BLUE RIVER DIVERSION PROJECT,8.749,0.0,0.13,37,45.59,520.0,36
5104019,KOVACS POND NO 2,5300584,SHOSHONE POWER PLANT,187.313,0.0,1.05,51,147.54,1408.0,53
3703786,GRAHAM POND NO 2,5103709,WILLIAMS FORK RESERVOIR,10.292,0.0,0.13,37,2.22,187274.0,51
3703786,GRAHAM POND NO 2,5300584,SHOSHONE POWER PLANT,187.313,0.0,0.13,37,147.54,1408.0,53
5003652,COLBURN RESERVOIR,3603543,GREEN MOUNTAIN RESERVOIR,35.375,0.0,16.0,50,15.77,209199.0,36
5003646,MARTIN RESERVOIR,3603543,GREEN MOUNTAIN RESERVOIR,70.75,0.0,216.15,50,15.77,209199.0,36
3703536,MIN LAKE BENCH LAKE NO 1,3604683,CON-HOOSIER SYS BLUE RIVER DITCH,0.98,0.0,9.0,37,64.54,200.0,36
3703536,MIN LAKE BENCH LAKE NO 1,3603543,GREEN MOUNTAIN RESERVOIR,35.375,0.0,9.0,37,15.77,209199.0,36
5103526,CORRAL CREEK WETLAND NO1,3603543,GREEN MOUNTAIN RESERVOIR,35.375,0.0,26.8,51,15.77,209199.0,36
3702056,MIN FLOW GORE CR LOWER,5103709,WILLIAMS FORK RESERVOIR,20.584,0.01,36.0,37,2.22,187274.0,51
3702056,MIN FLOW GORE CR LOWER,3603543,GREEN MOUNTAIN RESERVOIR,70.75,0.01,36.0,37,15.77,209199.0,36
3702056,MIN FLOW GORE CR LOWER,5300584,SHOSHONE POWER PLANT,374.626,0.01,36.0,37,147.54,1408.0,53
3702056,MIN FLOW GORE CR LOWER,3604684,BLUE RIVER DIVERSION PROJECT,17.498,0.01,36.0,37,45.59,520.0,36
3702056,MIN FLOW GORE CR LOWER,3604683,CON-HOOSIER SYS BLUE RIVER DITCH,1.96,0.01,36.0,37,64.54,200.0,36
5302007,MIN FLOW DEEP CREEK,3604684,BLUE RIVER DIVERSION PROJECT,8.749,0.02,14.0,53,45.59,520.0,36
5302006,MIN FLOW SWEETWATER CR,5300584,SHOSHONE POWER PLANT,187.313,0.02,18.0,53,147.54,1408.0,53
3602049,MIN FLOW BLUE RIVER 11 - GMR TO COLORADO RIVER,5103709,WILLIAMS FORK RESERVOIR,10.292,0.02,60.0,36,2.22,187274.0,51
5302006,MIN FLOW SWEETWATER CR,3603543,GREEN MOUNTAIN RESERVOIR,35.375,0.02,18.0,53,15.77,209199.0,36
5302007,MIN FLOW DEEP CREEK,3603543,GREEN MOUNTAIN RESERVOIR,35.375,0.02,14.0,53,15.77,209199.0,36
3602049,MIN FLOW BLUE RIVER 11 - GMR TO COLORADO RIVER,5300584,SHOSHONE POWER PLANT,187.313,0.02,60.0,36,147.54,1408.0,53
5302007,MIN FLOW DEEP CREEK,5103709,WILLIAMS FORK RESERVOIR,10.292,0.02,14.0,53,2.22,187274.0,51
5302006,MIN FLOW SWEETWATER CR,5103709,WILLIAMS FORK RESERVOIR,10.292,0.02,18.0,53,2.22,187274.0,51
5302006,MIN FLOW SWEETWATER CR,3604684,BLUE RIVER DIVERSION PROJECT,8.749,0.02,18.0,53,45.59,520.0,36
3702018,MIN FLOW CROSS CR LOWER,3604683,CON-HOOSIER SYS BLUE RIVER DITCH,0.98,0.02,20.0,37,64.54,200.0,36
5302007,MIN FLOW DEEP CREEK,5300584,SHOSHONE POWER PLANT,187.313,0.02,14.0,53,147.54,1408.0,53
3702018,MIN FLOW CROSS CR LOWER,5103709,WILLIAMS FORK RESERVOIR,10.292,0.02,20.0,37,2.22,187274.0,51
3602049,MIN FLOW BLUE RIVER 11 - GMR TO COLORADO RIVER,3603543,GREEN MOUNTAIN RESERVOIR,35.375,0.02,60.0,36,15.77,209199.0,36
3702018,MIN FLOW CROSS CR LOWER,5300584,SHOSHONE POWER PLANT,187.313,0.02,20.0,37,147.54,1408.0,53
5302006,MIN FLOW SWEETWATER CR,3604683,CON-HOOSIER SYS BLUE RIVER DITCH,0.98,0.02,18.0,53,64.54,200.0,36
5302007,MIN FLOW DEEP CREEK,3604683,CON-HOOSIER SYS BLUE RIVER DITCH,0.98,0.02,14.0,53,64.54,200.0,36
3702018,MIN FLOW CROSS CR LOWER,3604684,BLUE RIVER DIVERSION PROJECT,8.749,0.02,20.0,37,45.59,520.0,36
3602049,MIN FLOW BLUE RIVER 11 - GMR TO COLORADO RIVER,3604683,CON-HOOSIER SYS BLUE RIVER DITCH,0.98,0.02,60.0,36,64.54,200.0,36
3702018,MIN FLOW CROSS CR LOWER,3603543,GREEN MOUNTAIN RESERVOIR,35.375,0.02,20.0,37,15.77,209199.0,36
3602049,MIN FLOW BLUE RIVER 11 - GMR TO COLORADO RIVER,3604684,BLUE RIVER DIVERSION PROJECT,8.749,0.02,60.0,36,45.59,520.0,36
5303514,OLSON POND,5103709,WILLIAMS FORK RESERVOIR,10.292,0.05,2.0,53,2.22,187274.0,51
5303514,OLSON POND,3604684,BLUE RIVER DIVERSION PROJECT,8.749,0.05,2.0,53,45.59,520.0,36
5303514,OLSON POND,5300584,SHOSHONE POWER PLANT,187.313,0.05,2.0,53,147.54,1408.0,53
5303514,OLSON POND,3604683,CON-HOOSIER SYS BLUE RIVER DITCH,0.98,0.05,2.0,53,64.54,200.0,36
5303514,OLSON POND,3603543,GREEN MOUNTAIN RESERVOIR,35.375,0.05,2.0,53,15.77,209199.0,36
5104057,CORRAL CREEK POND,3603543,GREEN MOUNTAIN RESERVOIR,35.375,0.06,5.0,51,15.77,209199.0,36
3703782,ARROWHEAD WETLANDS,3604684,BLUE RIVER DIVERSION PROJECT,8.749,0.06,1.38,37,45.59,520.0,36
5104057,CORRAL CREEK POND,3604683,CON-HOOSIER SYS BLUE RIVER DITCH,0.98,0.06,5.0,51,64.54,200.0,36
5104057,CORRAL CREEK POND,3604684,BLUE RIVER DIVERSION PROJECT,8.749,0.06,5.0,51,45.59,520.0,36
5104057,CORRAL CREEK POND,5300584,SHOSHONE POWER PLANT,187.313,0.06,5.0,51,147.54,1408.0,53
3703782,ARROWHEAD WETLANDS,5103709,WILLIAMS FORK RESERVOIR,10.292,0.06,1.38,37,2.22,187274.0,51
3703782,ARROWHEAD WETLANDS,5300584,SHOSHONE POWER PLANT,187.313,0.06,1.38,37,147.54,1408.0,53
3703782,ARROWHEAD WETLANDS,3603543,GREEN MOUNTAIN RESERVOIR,35.375,0.06,1.38,37,15.77,209199.0,36
3703782,ARROWHEAD WETLANDS,3604683,CON-HOOSIER SYS BLUE RIVER DITCH,0.98,0.06,1.38,37,64.54,200.0,36
5104057,CORRAL CREEK POND,5103709,WILLIAMS FORK RESERVOIR,10.292,0.06,5.0,51,2.22,187274.0,51
3603691,BENSON RANCH POND,3603543,GREEN MOUNTAIN RESERVOIR,35.375,0.08,3.0,36,15.77,209199.0,36
3703792,ARROWHEAD PONDS,5103709,WILLIAMS FORK RESERVOIR,10.292,0.08,2.4,37,2.22,187274.0,51
3703792,ARROWHEAD PONDS,5300584,SHOSHONE POWER PLANT,187.313,0.08,2.4,37,147.54,1408.0,53
3603691,BENSON RANCH POND,5103709,WILLIAMS FORK RESERVOIR,10.292,0.08,3.0,36,2.22,187274.0,51
3603691,BENSON RANCH POND,5300584,SHOSHONE POWER PLANT,187.313,0.08,3.0,36,147.54,1408.0,53
3703792,ARROWHEAD PONDS,3603543,GREEN MOUNTAIN RESERVOIR,35.375,0.08,2.4,37,15.77,209199.0,36
3603691,BENSON RANCH POND,3604683,CON-HOOSIER SYS BLUE RIVER DITCH,0.98,0.08,3.0,36,64.54,200.0,36
3703792,ARROWHEAD PONDS,3604683,CON-HOOSIER SYS BLUE RIVER DITCH,0.98,0.08,2.4,37,64.54,200.0,36
3603691,BENSON RANCH POND,3604684,BLUE RIVER DIVERSION PROJECT,8.749,0.08,3.0,36,45.59,520.0,36
3703792,ARROWHEAD PONDS,3604684,BLUE RIVER DIVERSION PROJECT,8.749,0.08,2.4,37,45.59,520.0,36
3702012,MIN FLOW EAGLE RIVER BRUSH CR TO COLO R,3603543,GREEN MOUNTAIN RESERVOIR,35.375,0.1,130.0,37,15.77,209199.0,36
3702012,MIN FLOW EAGLE RIVER BRUSH CR TO COLO R,3604684,BLUE RIVER DIVERSION PROJECT,8.749,0.1,130.0,37,45.59,520.0,36
3702012,MIN FLOW EAGLE RIVER BRUSH CR TO COLO R,5103709,WILLIAMS FORK RESERVOIR,10.292,0.1,130.0,37,2.22,187274.0,51
3702012,MIN FLOW EAGLE RIVER BRUSH CR TO COLO R,3604683,CON-HOOSIER SYS BLUE RIVER DITCH,0.98,0.1,130.0,37,64.54,200.0,36
3702012,MIN FLOW EAGLE RIVER BRUSH CR TO COLO R,5300584,SHOSHONE POWER PLANT,187.313,0.1,130.0,37,147.54,1408.0,53
5103546,LURYE RESERVOIR,5300584,SHOSHONE POWER PLANT,187.313,0.11,0.7,51,147.54,1408.0,53
5103546,LURYE RESERVOIR,3604684,BLUE RIVER DIVERSION PROJECT,8.749,0.11,0.7,51,45.59,520.0,36
