analysisWdid,analysisStructure,priorityWdid,priorityStructure,sumWtdCount,analysisStreamMile,analysisNetAbs,analysisWaterDistrict,priorityStreamMile,priorityNetAbs,priorityWaterDistrict
5003642,WHITELY PEAK RESERVOIR,5300584,SHOSHONE POWER PLANT,74.333,1.16,773.0,50,147.54,1408.0,53
3801073,WACO DITCH,3801132,WALTHEN DITCH,18.0,1.19,38.2,38,0.4,16.2773,38
3704037,HOLE 2 POND E,5300584,SHOSHONE POWER PLANT,74.333,1.19,0.05,37,147.54,1408.0,53
3704035,HOLE 2 POND C,5300584,SHOSHONE POWER PLANT,74.333,1.19,0.965,37,147.54,1408.0,53
3703847,JAMES RESERVOIR,5300584,SHOSHONE POWER PLANT,74.333,1.2,0.2,37,147.54,1408.0,53
3704036,HOLE 2 POND D,5300584,SHOSHONE POWER PLANT,74.333,1.2,0.965,37,147.54,1408.0,53
3703883,VANHORN RESERVOIR,3700561,DAGGETT AND PARKER DITCH,6.0,1.21,0.1,37,5.0,23.26,37
3703883,VANHORN RESERVOIR,3700761,PHILLIPS DITCH,1.0,1.21,0.1,37,5.83,5.03,37
3703883,VANHORN RESERVOIR,5300584,SHOSHONE POWER PLANT,74.333,1.21,0.1,37,147.54,1408.0,53
3703883,VANHORN RESERVOIR,3700823,STRATTON AND CO DITCH,2.99,1.21,0.1,37,8.34,54.4,37
3703883,VANHORN RESERVOIR,3700712,MILLER DITCH,3.0,1.21,0.1,37,8.47,6.87,37
5103538,QUARTER CIRCLE R DAM,5300584,SHOSHONE POWER PLANT,74.333,1.22,1.5,51,147.54,1408.0,53
3703804,RED CANYON ESTATES POND NO. 9,5300584,SHOSHONE POWER PLANT,74.333,1.22,5.3,37,147.54,1408.0,53
3703931,EWING POND,5300584,SHOSHONE POWER PLANT,74.333,1.23,8.13,37,147.54,1408.0,53
5003683,GORE LAKES RANCH RES. NO. 2,5004920,WOLFORD MPWCD POOL,9.0,1.24,0.5,50,13.16,0.0,50
5003683,GORE LAKES RANCH RES. NO. 2,5300584,SHOSHONE POWER PLANT,74.333,1.24,0.5,50,147.54,1408.0,53
3603669,EAGLES NEST GOLF COURSE NO12 POND,3603543,GREEN MOUNTAIN RESERVOIR,292.241,1.25,3.2,36,15.77,209199.0,36
3603670,EAGLES NEST GOLF COURSE NO16 EAST POND,3603543,GREEN MOUNTAIN RESERVOIR,292.241,1.25,1.3,36,15.77,209199.0,36
5204029,MARBLE POND,5300584,SHOSHONE POWER PLANT,74.333,1.28,0.5,52,147.54,1408.0,53
3603635,WYLER RESERVOIR,3603543,GREEN MOUNTAIN RESERVOIR,292.241,1.28,15.0,36,15.77,209199.0,36
3704022,TIMBER SPRINGS LOT 5 WATER FEATURE,5300584,SHOSHONE POWER PLANT,74.333,1.28,0.22,37,147.54,1408.0,53
5104048,NIELSEN RESERVOIR,5300584,SHOSHONE POWER PLANT,74.333,1.29,9.0,51,147.54,1408.0,53
5103552,GRAND ELK POND A,5300584,SHOSHONE POWER PLANT,148.666,1.3,33.55,51,147.54,1408.0,53
3804138,MCCLOSKEY POND NO 2,3802002,MIN FLOW HUNTER CR L AP,32.334,1.31,1.0,38,0.13,0.0,38
3603539,BEARDSLEY NO 1 POND,3603543,GREEN MOUNTAIN RESERVOIR,316.449,1.31,2.5,36,15.77,209199.0,36
3601085,COPPER MTN WEST LAKE PIPELINE 1,3603543,GREEN MOUNTAIN RESERVOIR,292.241,1.33,14.4,36,15.77,209199.0,36
5104049,NORGREN RESERVOIR,5300584,SHOSHONE POWER PLANT,74.333,1.33,8.2,51,147.54,1408.0,53
3703840,GYPSUM CRWD3 RESERVOIR,3700561,DAGGETT AND PARKER DITCH,6.0,1.34,0.1,37,5.0,23.26,37
3703840,GYPSUM CRWD3 RESERVOIR,5300584,SHOSHONE POWER PLANT,74.333,1.34,0.1,37,147.54,1408.0,53
3703840,GYPSUM CRWD3 RESERVOIR,3700761,PHILLIPS DITCH,1.0,1.34,0.1,37,5.83,5.03,37
3703840,GYPSUM CRWD3 RESERVOIR,3700712,MILLER DITCH,3.0,1.34,0.1,37,8.47,6.87,37
3703840,GYPSUM CRWD3 RESERVOIR,3700823,STRATTON AND CO DITCH,2.99,1.34,0.1,37,8.34,54.4,37
3703727,JAN JOUFLAS POND,5300584,SHOSHONE POWER PLANT,74.333,1.35,2.8,37,147.54,1408.0,53
4500699,MOSQUITO DITCH,4500576,DIVIDE CREEK HIGHLINE D,94.0,1.35,23.5,45,12.81,155.0,45
5303567,GUILMINEAU POND NO 1,5300584,SHOSHONE POWER PLANT,74.333,1.36,0.2,53,147.54,1408.0,53
5303568,GUILMINEAU POND NO 2,5300584,SHOSHONE POWER PLANT,74.333,1.36,0.25,53,147.54,1408.0,53
3700835,TOWNSEND DITCH,5300584,SHOSHONE POWER PLANT,74.333,1.4,19.514,37,147.54,1408.0,53
7203913,MICHAELSEN NO 1 RES,7200911,TEMS DITCH,60.0,1.41,48.0,72,2.45,8.252,72
3703914,BETTY POND,5300584,SHOSHONE POWER PLANT,74.333,1.41,0.85,37,147.54,1408.0,53
3603624,SWAN RIVER WATER SYSTEM PONDS,3603543,GREEN MOUNTAIN RESERVOIR,584.482,1.41,56.0,36,15.77,209199.0,36
3704038,HOLE 13 POND A,5300584,SHOSHONE POWER PLANT,74.333,1.41,0.02,37,147.54,1408.0,53
7203913,MICHAELSEN NO 1 RES,7200938,WILDCAT DITCH (BIG CR),23.0,1.41,48.0,72,3.73,28.114,72
3704021,TIMBER SPRINGS LOT 2 WATER FEATURE,5300584,SHOSHONE POWER PLANT,74.333,1.41,0.26,37,147.54,1408.0,53
3703596,COTTON POND,5300584,SHOSHONE POWER PLANT,222.999,1.42,10.114,37,147.54,1408.0,53
5104012,COTTONWOOD RESERVOIR,5300584,SHOSHONE POWER PLANT,74.333,1.42,86.12,51,147.54,1408.0,53
5300662,KEEP DITCH,5300584,SHOSHONE POWER PLANT,74.333,1.42,16.0,53,147.54,1408.0,53
3703913,LISA POND,5300584,SHOSHONE POWER PLANT,74.333,1.43,0.64,37,147.54,1408.0,53
3804116,MCCABE POND NO 3,3800989,SHIPPEE DITCH,8.0,1.44,0.62,38,1.44,13.46,38
3804292,ANDLINGER LOWER POND,3800989,SHIPPEE DITCH,8.0,1.44,1.5,38,1.44,13.46,38
3804126,MCCABE POND NO 13,3800989,SHIPPEE DITCH,8.0,1.44,0.03,38,1.44,13.46,38
3803730,HUTCHINS BROTHERS RES 1,3800989,SHIPPEE DITCH,8.0,1.44,40.238,38,1.44,13.46,38
3804070,OYS POND,3800989,SHIPPEE DITCH,8.0,1.44,0.37,38,1.44,13.46,38
3804131,MCCABE POND NO 18,3800989,SHIPPEE DITCH,8.0,1.44,0.14,38,1.44,13.46,38
3804086,PACO POND,3800989,SHIPPEE DITCH,8.0,1.44,0.35,38,1.44,13.46,38
3804118,MCCABE POND NO 5,3800989,SHIPPEE DITCH,8.0,1.44,4.13,38,1.44,13.46,38
3803731,HUTCHINS BROTHERS RES 2,3800989,SHIPPEE DITCH,8.0,1.44,6.8889999999999985,38,1.44,13.46,38
3804120,MCCABE POND NO 7,3800989,SHIPPEE DITCH,8.0,1.44,0.14,38,1.44,13.46,38
3804117,MCCABE POND NO 4,3800989,SHIPPEE DITCH,8.0,1.44,0.3,38,1.44,13.46,38
3803895,VALANA K RESERVOIR NO 1,3800989,SHIPPEE DITCH,8.0,1.44,19.38,38,1.44,13.46,38
3804125,MCCABE POND NO 12,3800989,SHIPPEE DITCH,8.0,1.44,0.03,38,1.44,13.46,38
3804291,ANDLINGER UPPER POND,3800989,SHIPPEE DITCH,8.0,1.44,1.5,38,1.44,13.46,38
3803848,METCALF POND,3800989,SHIPPEE DITCH,8.0,1.44,0.5,38,1.44,13.46,38
3804119,MCCABE POND NO 6,3800989,SHIPPEE DITCH,8.0,1.44,1.26,38,1.44,13.46,38
3703936,BRANDON POND,5300584,SHOSHONE POWER PLANT,74.333,1.46,8.0,37,147.54,1408.0,53
5103587,CRYSTALLINE POND NO 13,5300584,SHOSHONE POWER PLANT,74.333,1.46,0.13,51,147.54,1408.0,53
5103575,CRYSTALLINE POND NO 1,5300584,SHOSHONE POWER PLANT,74.333,1.49,0.2,51,147.54,1408.0,53
5104062,KESSLER RESERVOIR,5300584,SHOSHONE POWER PLANT,74.333,1.51,1.1,51,147.54,1408.0,53
5303955,BEAVER DAM RESERVOIR,5300584,SHOSHONE POWER PLANT,222.999,1.51,13.0,53,147.54,1408.0,53
3703935,COTTON RANCH POND NO 4,5300584,SHOSHONE POWER PLANT,74.333,1.54,1.79,37,147.54,1408.0,53
3703807,RED CANYON ESTATES POND NO. 12,5300584,SHOSHONE POWER PLANT,74.333,1.56,1.8,37,147.54,1408.0,53
3804092,MCCLOSKEY POND,3802002,MIN FLOW HUNTER CR L AP,32.334,1.56,0.37,38,0.13,0.0,38
3600649,HAMILTON DAVIDSON DITCH,3603543,GREEN MOUNTAIN RESERVOIR,584.482,1.56,50.39,36,15.77,209199.0,36
3600803,SMITH NO 2 DITCH,5300584,SHOSHONE POWER PLANT,74.333,1.59,30.0,36,147.54,1408.0,53
3703805,RED CANYON ESTATES POND NO. 10,5300584,SHOSHONE POWER PLANT,74.333,1.64,0.5,37,147.54,1408.0,53
3604690,CON-HOOSIER SYS MCCULLOUGH DITCH,3603543,GREEN MOUNTAIN RESERVOIR,292.241,1.65,60.0,36,15.77,209199.0,36
3703950,RED CANYON ESTATES POND # 11C,5300584,SHOSHONE POWER PLANT,74.333,1.65,0.016,37,147.54,1408.0,53
