analysisWdid,analysisStructure,priorityWdid,priorityStructure,sumWtdCount,analysisStreamMile,analysisNetAbs,analysisWaterDistrict,priorityStreamMile,priorityNetAbs,priorityWaterDistrict
5302006,MIN FLOW SWEETWATER CR,3603570,CON-HOOSIER UPPER BLUE LAKE,1.8330000000000002,0.02,18.0,53,64.36,2140.0,36
5302007,MIN FLOW DEEP CREEK,5300584,SHOSHONE POWER PLANT,126.667,0.02,14.0,53,147.54,1408.0,53
3702018,MIN FLOW CROSS CR LOWER,3604512,DILLON RESERVOIR,10.0,0.02,20.0,37,44.67,407914.0,36
3602049,MIN FLOW BLUE RIVER 11 - GMR TO COLORADO RIVER,3603543,GREEN MOUNTAIN RESERVOIR,25.0,0.02,60.0,36,15.77,209199.0,36
5302006,MIN FLOW SWEETWATER CR,3604512,DILLON RESERVOIR,10.0,0.02,18.0,53,44.67,407914.0,36
5302007,MIN FLOW DEEP CREEK,3604512,DILLON RESERVOIR,10.0,0.02,14.0,53,44.67,407914.0,36
5303514,OLSON POND,5300584,SHOSHONE POWER PLANT,126.667,0.05,2.0,53,147.54,1408.0,53
5303514,OLSON POND,3603570,CON-HOOSIER UPPER BLUE LAKE,1.8330000000000002,0.05,2.0,53,64.36,2140.0,36
5303514,OLSON POND,3604512,DILLON RESERVOIR,10.0,0.05,2.0,53,44.67,407914.0,36
5303514,OLSON POND,3603543,GREEN MOUNTAIN RESERVOIR,25.0,0.05,2.0,53,15.77,209199.0,36
5104057,CORRAL CREEK POND,3603570,CON-HOOSIER UPPER BLUE LAKE,1.8330000000000002,0.06,5.0,51,64.36,2140.0,36
5104057,CORRAL CREEK POND,3604512,DILLON RESERVOIR,10.0,0.06,5.0,51,44.67,407914.0,36
3703782,ARROWHEAD WETLANDS,3603543,GREEN MOUNTAIN RESERVOIR,25.0,0.06,1.38,37,15.77,209199.0,36
3703782,ARROWHEAD WETLANDS,3604512,DILLON RESERVOIR,10.0,0.06,1.38,37,44.67,407914.0,36
3703782,ARROWHEAD WETLANDS,3603570,CON-HOOSIER UPPER BLUE LAKE,1.8330000000000002,0.06,1.38,37,64.36,2140.0,36
5104057,CORRAL CREEK POND,5300584,SHOSHONE POWER PLANT,126.667,0.06,5.0,51,147.54,1408.0,53
3703782,ARROWHEAD WETLANDS,5300584,SHOSHONE POWER PLANT,126.667,0.06,1.38,37,147.54,1408.0,53
5104057,CORRAL CREEK POND,3603543,GREEN MOUNTAIN RESERVOIR,25.0,0.06,5.0,51,15.77,209199.0,36
3703792,ARROWHEAD PONDS,5300584,SHOSHONE POWER PLANT,126.667,0.08,2.4,37,147.54,1408.0,53
3703792,ARROWHEAD PONDS,3603543,GREEN MOUNTAIN RESERVOIR,25.0,0.08,2.4,37,15.77,209199.0,36
3603691,BENSON RANCH POND,3603543,GREEN MOUNTAIN RESERVOIR,122.834,0.08,3.0,36,15.77,209199.0,36
3703792,ARROWHEAD PONDS,3604512,DILLON RESERVOIR,10.0,0.08,2.4,37,44.67,407914.0,36
3603691,BENSON RANCH POND,3604512,DILLON RESERVOIR,10.0,0.08,3.0,36,44.67,407914.0,36
3603691,BENSON RANCH POND,3603570,CON-HOOSIER UPPER BLUE LAKE,1.8330000000000002,0.08,3.0,36,64.36,2140.0,36
3603691,BENSON RANCH POND,5300584,SHOSHONE POWER PLANT,66.0,0.08,3.0,36,147.54,1408.0,53
3703792,ARROWHEAD PONDS,3603570,CON-HOOSIER UPPER BLUE LAKE,1.8330000000000002,0.08,2.4,37,64.36,2140.0,36
3702012,MIN FLOW EAGLE RIVER BRUSH CR TO COLO R,3603570,CON-HOOSIER UPPER BLUE LAKE,1.8330000000000002,0.1,130.0,37,64.36,2140.0,36
3702012,MIN FLOW EAGLE RIVER BRUSH CR TO COLO R,3604512,DILLON RESERVOIR,10.0,0.1,130.0,37,44.67,407914.0,36
3702012,MIN FLOW EAGLE RIVER BRUSH CR TO COLO R,5300584,SHOSHONE POWER PLANT,126.667,0.1,130.0,37,147.54,1408.0,53
3702012,MIN FLOW EAGLE RIVER BRUSH CR TO COLO R,3603543,GREEN MOUNTAIN RESERVOIR,25.0,0.1,130.0,37,15.77,209199.0,36
5103546,LURYE RESERVOIR,5300584,SHOSHONE POWER PLANT,126.667,0.11,0.7,51,147.54,1408.0,53
5103546,LURYE RESERVOIR,3603543,GREEN MOUNTAIN RESERVOIR,25.0,0.11,0.7,51,15.77,209199.0,36
5103546,LURYE RESERVOIR,3604512,DILLON RESERVOIR,10.0,0.11,0.7,51,44.67,407914.0,36
5103546,LURYE RESERVOIR,3603570,CON-HOOSIER UPPER BLUE LAKE,1.8330000000000002,0.11,0.7,51,64.36,2140.0,36
3703796,RED CANYON ESTATES POND NO. 1,3604512,DILLON RESERVOIR,10.0,0.16,1.0,37,44.67,407914.0,36
3703796,RED CANYON ESTATES POND NO. 1,5300584,SHOSHONE POWER PLANT,126.667,0.16,1.0,37,147.54,1408.0,53
3703796,RED CANYON ESTATES POND NO. 1,3603570,CON-HOOSIER UPPER BLUE LAKE,1.8330000000000002,0.16,1.0,37,64.36,2140.0,36
3703796,RED CANYON ESTATES POND NO. 1,3603543,GREEN MOUNTAIN RESERVOIR,25.0,0.16,1.0,37,15.77,209199.0,36
3603579,GRIGGS RESERVOIR NO 4,3604512,DILLON RESERVOIR,10.0,0.18,4.1,36,44.67,407914.0,36
5104013,DOE CREEK RESERVOIR,5300584,SHOSHONE POWER PLANT,126.667,0.18,3.37,51,147.54,1408.0,53
3603579,GRIGGS RESERVOIR NO 4,3603543,GREEN MOUNTAIN RESERVOIR,25.0,0.18,4.1,36,15.77,209199.0,36
3603579,GRIGGS RESERVOIR NO 4,3603570,CON-HOOSIER UPPER BLUE LAKE,1.8330000000000002,0.18,4.1,36,64.36,2140.0,36
5104013,DOE CREEK RESERVOIR,3603570,CON-HOOSIER UPPER BLUE LAKE,1.8330000000000002,0.18,3.37,51,64.36,2140.0,36
3603579,GRIGGS RESERVOIR NO 4,5300584,SHOSHONE POWER PLANT,126.667,0.18,4.1,36,147.54,1408.0,53
5104013,DOE CREEK RESERVOIR,3604512,DILLON RESERVOIR,10.0,0.18,3.37,51,44.67,407914.0,36
5104013,DOE CREEK RESERVOIR,3603543,GREEN MOUNTAIN RESERVOIR,25.0,0.18,3.37,51,15.77,209199.0,36
3703544,CAMP HALE POND,3603570,CON-HOOSIER UPPER BLUE LAKE,1.8330000000000002,0.19,60.0,37,64.36,2140.0,36
3703544,CAMP HALE POND,5300584,SHOSHONE POWER PLANT,126.667,0.19,60.0,37,147.54,1408.0,53
3703544,CAMP HALE POND,3603543,GREEN MOUNTAIN RESERVOIR,25.0,0.19,60.0,37,15.77,209199.0,36
3703544,CAMP HALE POND,3604512,DILLON RESERVOIR,10.0,0.19,60.0,37,44.67,407914.0,36
5304015,HERRES POND,3604512,DILLON RESERVOIR,10.0,0.2,0.16399999999999998,53,44.67,407914.0,36
5304015,HERRES POND,3603543,GREEN MOUNTAIN RESERVOIR,25.0,0.2,0.16399999999999998,53,15.77,209199.0,36
5304015,HERRES POND,5300584,SHOSHONE POWER PLANT,126.667,0.2,0.16399999999999998,53,147.54,1408.0,53
5304015,HERRES POND,3603570,CON-HOOSIER UPPER BLUE LAKE,1.8330000000000002,0.2,0.16399999999999998,53,64.36,2140.0,36
3703911,KP POND NO. 2,3604512,DILLON RESERVOIR,10.0,0.22,0.78,37,44.67,407914.0,36
3703911,KP POND NO. 2,5300584,SHOSHONE POWER PLANT,126.667,0.22,0.78,37,147.54,1408.0,53
3703797,RED CANYON ESTATES POND NO. 2,3603570,CON-HOOSIER UPPER BLUE LAKE,1.8330000000000002,0.22,2.5,37,64.36,2140.0,36
3703797,RED CANYON ESTATES POND NO. 2,3603543,GREEN MOUNTAIN RESERVOIR,25.0,0.22,2.5,37,15.77,209199.0,36
3703911,KP POND NO. 2,3603570,CON-HOOSIER UPPER BLUE LAKE,1.8330000000000002,0.22,0.78,37,64.36,2140.0,36
3703797,RED CANYON ESTATES POND NO. 2,5300584,SHOSHONE POWER PLANT,126.667,0.22,2.5,37,147.54,1408.0,53
3703797,RED CANYON ESTATES POND NO. 2,3604512,DILLON RESERVOIR,10.0,0.22,2.5,37,44.67,407914.0,36
3703911,KP POND NO. 2,3603543,GREEN MOUNTAIN RESERVOIR,25.0,0.22,0.78,37,15.77,209199.0,36
3603700,TRIPLE CREEK POND NO 6,3603543,GREEN MOUNTAIN RESERVOIR,122.834,0.23,0.017,36,15.77,209199.0,36
3603700,TRIPLE CREEK POND NO 6,5300584,SHOSHONE POWER PLANT,66.0,0.23,0.017,36,147.54,1408.0,53
3603700,TRIPLE CREEK POND NO 6,3603570,CON-HOOSIER UPPER BLUE LAKE,1.8330000000000002,0.23,0.017,36,64.36,2140.0,36
3603700,TRIPLE CREEK POND NO 6,3604512,DILLON RESERVOIR,10.0,0.23,0.017,36,44.67,407914.0,36
3603686,WINEGARD POND 4,5300584,SHOSHONE POWER PLANT,66.0,0.24,5.3,36,147.54,1408.0,53
3603686,WINEGARD POND 4,3603570,CON-HOOSIER UPPER BLUE LAKE,1.8330000000000002,0.24,5.3,36,64.36,2140.0,36
5103529,TIMBERLINE POND,3604512,DILLON RESERVOIR,20.0,0.24,4.24,51,44.67,407914.0,36
5103529,TIMBERLINE POND,3603543,GREEN MOUNTAIN RESERVOIR,50.0,0.24,4.24,51,15.77,209199.0,36
3603699,TRIPLE CREEK POND NO 5,3603543,GREEN MOUNTAIN RESERVOIR,122.834,0.24,0.1,36,15.77,209199.0,36
3603699,TRIPLE CREEK POND NO 5,3603570,CON-HOOSIER UPPER BLUE LAKE,1.8330000000000002,0.24,0.1,36,64.36,2140.0,36
3603686,WINEGARD POND 4,3604512,DILLON RESERVOIR,10.0,0.24,5.3,36,44.67,407914.0,36
5103529,TIMBERLINE POND,3603570,CON-HOOSIER UPPER BLUE LAKE,3.6660000000000004,0.24,4.24,51,64.36,2140.0,36
3603686,WINEGARD POND 4,3603543,GREEN MOUNTAIN RESERVOIR,122.834,0.24,5.3,36,15.77,209199.0,36
3603699,TRIPLE CREEK POND NO 5,5300584,SHOSHONE POWER PLANT,66.0,0.24,0.1,36,147.54,1408.0,53
3603699,TRIPLE CREEK POND NO 5,3604512,DILLON RESERVOIR,10.0,0.24,0.1,36,44.67,407914.0,36
5103529,TIMBERLINE POND,5300584,SHOSHONE POWER PLANT,253.334,0.24,4.24,51,147.54,1408.0,53
3703910,KP POND NO. 1,5300584,SHOSHONE POWER PLANT,126.667,0.26,0.27,37,147.54,1408.0,53
3703910,KP POND NO. 1,3603570,CON-HOOSIER UPPER BLUE LAKE,1.8330000000000002,0.26,0.27,37,64.36,2140.0,36
3703910,KP POND NO. 1,3604512,DILLON RESERVOIR,10.0,0.26,0.27,37,44.67,407914.0,36
3703910,KP POND NO. 1,3603543,GREEN MOUNTAIN RESERVOIR,25.0,0.26,0.27,37,15.77,209199.0,36
3703798,RED CANYON ESTATES POND NO. 3,5300584,SHOSHONE POWER PLANT,126.667,0.27,2.0,37,147.54,1408.0,53
3703798,RED CANYON ESTATES POND NO. 3,3603543,GREEN MOUNTAIN RESERVOIR,25.0,0.27,2.0,37,15.77,209199.0,36
3703798,RED CANYON ESTATES POND NO. 3,3603570,CON-HOOSIER UPPER BLUE LAKE,1.8330000000000002,0.27,2.0,37,64.36,2140.0,36
3703798,RED CANYON ESTATES POND NO. 3,3604512,DILLON RESERVOIR,10.0,0.27,2.0,37,44.67,407914.0,36
3603688,TRENT PARK POND,3603543,GREEN MOUNTAIN RESERVOIR,122.834,0.29,5.0,36,15.77,209199.0,36
3603688,TRENT PARK POND,5300584,SHOSHONE POWER PLANT,66.0,0.29,5.0,36,147.54,1408.0,53
3603688,TRENT PARK POND,3604512,DILLON RESERVOIR,10.0,0.29,5.0,36,44.67,407914.0,36
3603688,TRENT PARK POND,3603570,CON-HOOSIER UPPER BLUE LAKE,1.8330000000000002,0.29,5.0,36,64.36,2140.0,36
3603544,GRIGGS RESERVOIR,3603543,GREEN MOUNTAIN RESERVOIR,25.0,0.31,40.8,36,15.77,209199.0,36
3603544,GRIGGS RESERVOIR,3603570,CON-HOOSIER UPPER BLUE LAKE,1.8330000000000002,0.31,40.8,36,64.36,2140.0,36
5103527,CORRAL CREEK WETLAND NO2,3603543,GREEN MOUNTAIN RESERVOIR,25.0,0.31,10.0,51,15.77,209199.0,36
3603678,SOUTH POND,3604512,DILLON RESERVOIR,10.0,0.31,4.0,36,44.67,407914.0,36
3603685,WINEGARD POND 3,5300584,SHOSHONE POWER PLANT,66.0,0.31,7.5,36,147.54,1408.0,53
3603685,WINEGARD POND 3,3603570,CON-HOOSIER UPPER BLUE LAKE,1.8330000000000002,0.31,7.5,36,64.36,2140.0,36
3603544,GRIGGS RESERVOIR,3604512,DILLON RESERVOIR,10.0,0.31,40.8,36,44.67,407914.0,36
3603678,SOUTH POND,5300584,SHOSHONE POWER PLANT,66.0,0.31,4.0,36,147.54,1408.0,53
3603685,WINEGARD POND 3,3604512,DILLON RESERVOIR,10.0,0.31,7.5,36,44.67,407914.0,36
5104060,ASPEN CANYON RANCH POND 1,5300584,SHOSHONE POWER PLANT,253.334,0.31,8.0,51,147.54,1408.0,53
5103527,CORRAL CREEK WETLAND NO2,3604512,DILLON RESERVOIR,10.0,0.31,10.0,51,44.67,407914.0,36
5103527,CORRAL CREEK WETLAND NO2,3603570,CON-HOOSIER UPPER BLUE LAKE,1.8330000000000002,0.31,10.0,51,64.36,2140.0,36
3603678,SOUTH POND,3603543,GREEN MOUNTAIN RESERVOIR,122.834,0.31,4.0,36,15.77,209199.0,36
3603544,GRIGGS RESERVOIR,5300584,SHOSHONE POWER PLANT,126.667,0.31,40.8,36,147.54,1408.0,53
5104060,ASPEN CANYON RANCH POND 1,3603543,GREEN MOUNTAIN RESERVOIR,50.0,0.31,8.0,51,15.77,209199.0,36
5104060,ASPEN CANYON RANCH POND 1,3603570,CON-HOOSIER UPPER BLUE LAKE,3.6660000000000004,0.31,8.0,51,64.36,2140.0,36
5103527,CORRAL CREEK WETLAND NO2,5300584,SHOSHONE POWER PLANT,126.667,0.31,10.0,51,147.54,1408.0,53
3603685,WINEGARD POND 3,3603543,GREEN MOUNTAIN RESERVOIR,122.834,0.31,7.5,36,15.77,209199.0,36
3603678,SOUTH POND,3603570,CON-HOOSIER UPPER BLUE LAKE,1.8330000000000002,0.31,4.0,36,64.36,2140.0,36
5104060,ASPEN CANYON RANCH POND 1,3604512,DILLON RESERVOIR,20.0,0.31,8.0,51,44.67,407914.0,36
3603592,SHANE RESERVOIR,3604512,DILLON RESERVOIR,10.0,0.32,6.0,36,44.67,407914.0,36
3603592,SHANE RESERVOIR,3603543,GREEN MOUNTAIN RESERVOIR,122.834,0.32,6.0,36,15.77,209199.0,36
3603684,WINEGARD POND 2,3604512,DILLON RESERVOIR,10.0,0.32,1.1,36,44.67,407914.0,36
3603684,WINEGARD POND 2,3603543,GREEN MOUNTAIN RESERVOIR,122.834,0.32,1.1,36,15.77,209199.0,36
3603592,SHANE RESERVOIR,5300584,SHOSHONE POWER PLANT,66.0,0.32,6.0,36,147.54,1408.0,53
3603684,WINEGARD POND 2,5300584,SHOSHONE POWER PLANT,66.0,0.32,1.1,36,147.54,1408.0,53
3603592,SHANE RESERVOIR,3603570,CON-HOOSIER UPPER BLUE LAKE,1.8330000000000002,0.32,6.0,36,64.36,2140.0,36
3603684,WINEGARD POND 2,3603570,CON-HOOSIER UPPER BLUE LAKE,1.8330000000000002,0.32,1.1,36,64.36,2140.0,36
5103745,POLE CREEK MEADOWS RESERVOIR NO 1,5300584,SHOSHONE POWER PLANT,126.667,0.33,52.2,51,147.54,1408.0,53
5103745,POLE CREEK MEADOWS RESERVOIR NO 1,3604512,DILLON RESERVOIR,10.0,0.33,52.2,51,44.67,407914.0,36
5103745,POLE CREEK MEADOWS RESERVOIR NO 1,3603570,CON-HOOSIER UPPER BLUE LAKE,1.8330000000000002,0.33,52.2,51,64.36,2140.0,36
5103745,POLE CREEK MEADOWS RESERVOIR NO 1,3603543,GREEN MOUNTAIN RESERVOIR,25.0,0.33,52.2,51,15.77,209199.0,36
3703684,BRETT RANCH POND,5300584,SHOSHONE POWER PLANT,253.334,0.34,7.2,37,147.54,1408.0,53
3703781,BACHELOR GULCH WETLANDS,3603543,GREEN MOUNTAIN RESERVOIR,25.0,0.34,0.95,37,15.77,209199.0,36
3703781,BACHELOR GULCH WETLANDS,3603570,CON-HOOSIER UPPER BLUE LAKE,1.8330000000000002,0.34,0.95,37,64.36,2140.0,36
3703781,BACHELOR GULCH WETLANDS,3604512,DILLON RESERVOIR,10.0,0.34,0.95,37,44.67,407914.0,36
3703684,BRETT RANCH POND,3603570,CON-HOOSIER UPPER BLUE LAKE,3.6660000000000004,0.34,7.2,37,64.36,2140.0,36
3703684,BRETT RANCH POND,3604512,DILLON RESERVOIR,20.0,0.34,7.2,37,44.67,407914.0,36
3703684,BRETT RANCH POND,3603543,GREEN MOUNTAIN RESERVOIR,50.0,0.34,7.2,37,15.77,209199.0,36
3703781,BACHELOR GULCH WETLANDS,5300584,SHOSHONE POWER PLANT,126.667,0.34,0.95,37,147.54,1408.0,53
3703930,BRETT RANCH POND NO 2,3603543,GREEN MOUNTAIN RESERVOIR,25.0,0.35,3.22,37,15.77,209199.0,36
3703976,CALHOUN POND NO.1,3603543,GREEN MOUNTAIN RESERVOIR,25.0,0.35,0.72,37,15.77,209199.0,36
3703930,BRETT RANCH POND NO 2,3603570,CON-HOOSIER UPPER BLUE LAKE,1.8330000000000002,0.35,3.22,37,64.36,2140.0,36
3703976,CALHOUN POND NO.1,3603570,CON-HOOSIER UPPER BLUE LAKE,1.8330000000000002,0.35,0.72,37,64.36,2140.0,36
3703930,BRETT RANCH POND NO 2,5300584,SHOSHONE POWER PLANT,126.667,0.35,3.22,37,147.54,1408.0,53
3703976,CALHOUN POND NO.1,3604512,DILLON RESERVOIR,10.0,0.35,0.72,37,44.67,407914.0,36
3703930,BRETT RANCH POND NO 2,3604512,DILLON RESERVOIR,10.0,0.35,3.22,37,44.67,407914.0,36
3703976,CALHOUN POND NO.1,5300584,SHOSHONE POWER PLANT,126.667,0.35,0.72,37,147.54,1408.0,53
3703799,RED CANYON ESTATES POND NO. 4,5300584,SHOSHONE POWER PLANT,126.667,0.41,3.4,37,147.54,1408.0,53
3703793,GREENS OF ARROWHEAD PONDS,5300584,SHOSHONE POWER PLANT,126.667,0.41,0.7,37,147.54,1408.0,53
3703627,JUNE CREEK RESERVOIR,3604512,DILLON RESERVOIR,10.0,0.41,38.0,37,44.67,407914.0,36
3604692,CON-HOOSIER - EAST HOOSIER DITCH CLAIM 1,3603543,GREEN MOUNTAIN RESERVOIR,122.834,0.41,60.0,36,15.77,209199.0,36
3703793,GREENS OF ARROWHEAD PONDS,3604512,DILLON RESERVOIR,10.0,0.41,0.7,37,44.67,407914.0,36
3703627,JUNE CREEK RESERVOIR,3603543,GREEN MOUNTAIN RESERVOIR,25.0,0.41,38.0,37,15.77,209199.0,36
3703627,JUNE CREEK RESERVOIR,5300584,SHOSHONE POWER PLANT,126.667,0.41,38.0,37,147.54,1408.0,53
3604692,CON-HOOSIER - EAST HOOSIER DITCH CLAIM 1,5300584,SHOSHONE POWER PLANT,127.0,0.41,60.0,36,147.54,1408.0,53
3703799,RED CANYON ESTATES POND NO. 4,3603570,CON-HOOSIER UPPER BLUE LAKE,1.8330000000000002,0.41,3.4,37,64.36,2140.0,36
3703799,RED CANYON ESTATES POND NO. 4,3604512,DILLON RESERVOIR,10.0,0.41,3.4,37,44.67,407914.0,36
3703793,GREENS OF ARROWHEAD PONDS,3603543,GREEN MOUNTAIN RESERVOIR,25.0,0.41,0.7,37,15.77,209199.0,36
