analysisWdid,locationWdid,priorityWdid,sum_wtd_count,priority_sum_wtd_count
3600645,5300584,3603543,232.98000000000002,35.375
3600645,5300584,5103709,232.98000000000002,10.292
3600645,5300584,5300584,232.98000000000002,187.313
3600649,5300584,3603543,465.96000000000004,70.75
3600649,5300584,5103709,465.96000000000004,20.584
3600649,5300584,5300584,465.96000000000004,374.626
3600660,5300584,5300584,187.313,187.313
3600671,5300584,3603543,475.68899999999996,70.75
3600671,5300584,3604684,475.68899999999996,8.749
3600671,5300584,5103709,475.68899999999996,20.584
3600671,5300584,5300584,475.68899999999996,374.626
3600671,5300584,3604683,475.68899999999996,0.98
3600687,5300584,3603543,232.98000000000002,35.375
3600687,5300584,5103709,232.98000000000002,10.292
3600687,5300584,5300584,232.98000000000002,187.313
3600709,5300584,3603543,663.002,70.75
3600709,5300584,3604684,663.002,8.749
3600709,5300584,5103709,663.002,20.584
3600709,5300584,5300584,663.002,561.939
3600709,5300584,3604683,663.002,0.98
3600734,5300584,3603543,232.98000000000002,35.375
3600734,5300584,5103709,232.98000000000002,10.292
3600734,5300584,5300584,232.98000000000002,187.313
3600775,5300584,3603543,242.709,35.375
3600775,5300584,3604684,242.709,8.749
3600775,5300584,5103709,242.709,10.292
3600775,5300584,5300584,242.709,187.313
3600775,5300584,3604683,242.709,0.98
3600776,5300584,3603543,242.709,35.375
3600776,5300584,3604684,242.709,8.749
3600776,5300584,5103709,242.709,10.292
3600776,5300584,5300584,242.709,187.313
3600776,5300584,3604683,242.709,0.98
3600780,5300584,3603543,241.72899999999998,35.375
3600780,5300584,3604684,241.72899999999998,8.749
3600780,5300584,5103709,241.72899999999998,10.292
3600780,5300584,5300584,241.72899999999998,187.313
3600796,5300584,3603543,232.98000000000002,35.375
3600796,5300584,5103709,232.98000000000002,10.292
3600796,5300584,5300584,232.98000000000002,187.313
3600803,5300584,3603543,232.98000000000002,35.375
3600803,5300584,5103709,232.98000000000002,10.292
3600803,5300584,5300584,232.98000000000002,187.313
3600830,5300584,3603543,222.688,35.375
3600830,5300584,5300584,222.688,187.313
3600912,5300584,5300584,187.313,187.313
3600985,5300584,3603543,242.709,35.375
3600985,5300584,3604684,242.709,8.749
3600985,5300584,5103709,242.709,10.292
3600985,5300584,5300584,242.709,187.313
3600985,5300584,3604683,242.709,0.98
3601044,5300584,3603543,242.709,35.375
3601044,5300584,3604684,242.709,8.749
3601044,5300584,5103709,242.709,10.292
3601044,5300584,5300584,242.709,187.313
3601044,5300584,3604683,242.709,0.98
3601051,5300584,5300584,187.313,187.313
3601052,5300584,5300584,187.313,187.313
3601058,5300584,3603543,232.98000000000002,35.375
3601058,5300584,5103709,232.98000000000002,10.292
3601058,5300584,5300584,232.98000000000002,187.313
3601085,5300584,3603543,242.709,35.375
3601085,5300584,3604684,242.709,8.749
3601085,5300584,5103709,242.709,10.292
3601085,5300584,5300584,242.709,187.313
3601085,5300584,3604683,242.709,0.98
3601100,5300584,3603543,242.709,35.375
3601100,5300584,3604684,242.709,8.749
3601100,5300584,5103709,242.709,10.292
3601100,5300584,5300584,242.709,187.313
3601100,5300584,3604683,242.709,0.98
3602030,5300584,3603543,242.709,35.375
3602030,5300584,3604684,242.709,8.749
3602030,5300584,5103709,242.709,10.292
3602030,5300584,5300584,242.709,187.313
3602030,5300584,3604683,242.709,0.98
3602033,5300584,3603543,242.709,35.375
3602033,5300584,3604684,242.709,8.749
3602033,5300584,5103709,242.709,10.292
3602033,5300584,5300584,242.709,187.313
3602033,5300584,3604683,242.709,0.98
3602037,5300584,3603543,242.709,35.375
3602037,5300584,3604684,242.709,8.749
3602037,5300584,5103709,242.709,10.292
3602037,5300584,5300584,242.709,187.313
3602037,5300584,3604683,242.709,0.98
3602043,5300584,3603543,242.709,35.375
3602043,5300584,3604684,242.709,8.749
3602043,5300584,5103709,242.709,10.292
3602043,5300584,5300584,242.709,187.313
3602043,5300584,3604683,242.709,0.98
3602044,5300584,3603543,242.709,35.375
3602044,5300584,3604684,242.709,8.749
3602044,5300584,5103709,242.709,10.292
3602044,5300584,5300584,242.709,187.313
3602044,5300584,3604683,242.709,0.98
3602045,5300584,3603543,242.709,35.375
3602045,5300584,3604684,242.709,8.749
3602045,5300584,5103709,242.709,10.292
3602045,5300584,5300584,242.709,187.313
3602045,5300584,3604683,242.709,0.98
3602046,5300584,3603543,242.709,35.375
3602046,5300584,3604684,242.709,8.749
3602046,5300584,5103709,242.709,10.292
3602046,5300584,5300584,242.709,187.313
3602046,5300584,3604683,242.709,0.98
3602047,5300584,3603543,242.709,35.375
3602047,5300584,3604684,242.709,8.749
3602047,5300584,5103709,242.709,10.292
3602047,5300584,5300584,242.709,187.313
3602047,5300584,3604683,242.709,0.98
3602048,5300584,3603543,242.709,35.375
3602048,5300584,3604684,242.709,8.749
3602048,5300584,5103709,242.709,10.292
3602048,5300584,5300584,242.709,187.313
3602048,5300584,3604683,242.709,0.98
3602049,5300584,3603543,242.709,35.375
3602049,5300584,3604684,242.709,8.749
3602049,5300584,5103709,242.709,10.292
3602049,5300584,5300584,242.709,187.313
3602049,5300584,3604683,242.709,0.98
3603533,5300584,3603543,232.98000000000002,35.375
3603533,5300584,5103709,232.98000000000002,10.292
3603533,5300584,5300584,232.98000000000002,187.313
3603534,5300584,3603543,232.98000000000002,35.375
3603534,5300584,5103709,232.98000000000002,10.292
3603534,5300584,5300584,232.98000000000002,187.313
3603537,5300584,3603543,232.98000000000002,35.375
3603537,5300584,5103709,232.98000000000002,10.292
3603537,5300584,5300584,232.98000000000002,187.313
3603538,5300584,5300584,187.313,187.313
3603539,5300584,5300584,1.0,1.0
3603542,5300584,3603543,242.709,35.375
3603542,5300584,3604684,242.709,8.749
3603542,5300584,5103709,242.709,10.292
3603542,5300584,5300584,242.709,187.313
3603542,5300584,3604683,242.709,0.98
3603543,5300584,3603543,430.022,35.375
3603543,5300584,3604684,430.022,8.749
3603543,5300584,5103709,430.022,10.292
3603543,5300584,5300584,430.022,374.626
3603543,5300584,3604683,430.022,0.98
3603544,5300584,3603543,242.709,35.375
3603544,5300584,3604684,242.709,8.749
3603544,5300584,5103709,242.709,10.292
3603544,5300584,5300584,242.709,187.313
3603544,5300584,3604683,242.709,0.98
3603545,5300584,3603543,242.709,35.375
3603545,5300584,3604684,242.709,8.749
3603545,5300584,5103709,242.709,10.292
3603545,5300584,5300584,242.709,187.313
3603545,5300584,3604683,242.709,0.98
3603548,5300584,3603543,465.96000000000004,70.75
3603548,5300584,5103709,465.96000000000004,20.584
3603548,5300584,5300584,465.96000000000004,374.626
3603549,5300584,3603543,241.72899999999998,35.375
3603549,5300584,3604684,241.72899999999998,8.749
3603549,5300584,5103709,241.72899999999998,10.292
3603549,5300584,5300584,241.72899999999998,187.313
3603555,5300584,3603543,242.709,35.375
3603555,5300584,3604684,242.709,8.749
3603555,5300584,5103709,242.709,10.292
3603555,5300584,5300584,242.709,187.313
3603555,5300584,3604683,242.709,0.98
3603565,5300584,3603543,232.98000000000002,35.375
3603565,5300584,5103709,232.98000000000002,10.292
3603565,5300584,5300584,232.98000000000002,187.313
3603569,5300584,3603543,232.98000000000002,35.375
3603569,5300584,5103709,232.98000000000002,10.292
3603569,5300584,5300584,232.98000000000002,187.313
3603570,5300584,3603543,241.72899999999998,35.375
3603570,5300584,3604684,241.72899999999998,8.749
3603570,5300584,5103709,241.72899999999998,10.292
3603570,5300584,5300584,241.72899999999998,187.313
3603571,5300584,3603543,232.98000000000002,35.375
3603571,5300584,5103709,232.98000000000002,10.292
3603571,5300584,5300584,232.98000000000002,187.313
3603573,5300584,3603543,242.709,35.375
3603573,5300584,3604684,242.709,8.749
3603573,5300584,5103709,242.709,10.292
3603573,5300584,5300584,242.709,187.313
3603573,5300584,3604683,242.709,0.98
3603574,5300584,3603543,242.709,35.375
3603574,5300584,3604684,242.709,8.749
3603574,5300584,5103709,242.709,10.292
3603574,5300584,5300584,242.709,187.313
3603574,5300584,3604683,242.709,0.98
3603575,5300584,3603543,485.418,70.75
3603575,5300584,3604684,485.418,17.498
3603575,5300584,5103709,485.418,20.584
3603575,5300584,5300584,485.418,374.626
3603575,5300584,3604683,485.418,1.96
3603578,5300584,3603543,242.709,35.375
3603578,5300584,3604684,242.709,8.749
3603578,5300584,5103709,242.709,10.292
3603578,5300584,5300584,242.709,187.313
3603578,5300584,3604683,242.709,0.98
3603579,5300584,3603543,242.709,35.375
3603579,5300584,3604684,242.709,8.749
3603579,5300584,5103709,242.709,10.292
3603579,5300584,5300584,242.709,187.313
3603579,5300584,3604683,242.709,0.98
3603580,5300584,3603543,242.709,35.375
3603580,5300584,3604684,242.709,8.749
3603580,5300584,5103709,242.709,10.292
3603580,5300584,5300584,242.709,187.313
3603580,5300584,3604683,242.709,0.98
3603581,5300584,3603543,242.709,35.375
3603581,5300584,3604684,242.709,8.749
3603581,5300584,5103709,242.709,10.292
3603581,5300584,5300584,242.709,187.313
3603581,5300584,3604683,242.709,0.98
3603582,5300584,3603543,242.709,35.375
3603582,5300584,3604684,242.709,8.749
3603582,5300584,5103709,242.709,10.292
3603582,5300584,5300584,242.709,187.313
3603582,5300584,3604683,242.709,0.98
3603583,5300584,3603543,242.709,35.375
3603583,5300584,3604684,242.709,8.749
3603583,5300584,5103709,242.709,10.292
3603583,5300584,5300584,242.709,187.313
3603583,5300584,3604683,242.709,0.98
3603584,5300584,3603543,242.709,35.375
3603584,5300584,3604684,242.709,8.749
3603584,5300584,5103709,242.709,10.292
3603584,5300584,5300584,242.709,187.313
3603584,5300584,3604683,242.709,0.98
3603585,5300584,3603543,242.709,35.375
3603585,5300584,3604684,242.709,8.749
3603585,5300584,5103709,242.709,10.292
3603585,5300584,5300584,242.709,187.313
3603585,5300584,3604683,242.709,0.98
3603586,5300584,3603543,242.709,35.375
3603586,5300584,3604684,242.709,8.749
3603586,5300584,5103709,242.709,10.292
3603586,5300584,5300584,242.709,187.313
3603586,5300584,3604683,242.709,0.98
3603587,5300584,3603543,242.709,35.375
3603587,5300584,3604684,242.709,8.749
3603587,5300584,5103709,242.709,10.292
3603587,5300584,5300584,242.709,187.313
3603587,5300584,3604683,242.709,0.98
3603588,5300584,3603543,242.709,35.375
3603588,5300584,3604684,242.709,8.749
3603588,5300584,5103709,242.709,10.292
3603588,5300584,5300584,242.709,187.313
3603588,5300584,3604683,242.709,0.98
3603589,5300584,3603543,242.709,35.375
3603589,5300584,3604684,242.709,8.749
3603589,5300584,5103709,242.709,10.292
3603589,5300584,5300584,242.709,187.313
3603589,5300584,3604683,242.709,0.98
3603591,5300584,3603543,242.709,35.375
3603591,5300584,3604684,242.709,8.749
3603591,5300584,5103709,242.709,10.292
3603591,5300584,5300584,242.709,187.313
3603591,5300584,3604683,242.709,0.98
3603592,5300584,3603543,242.709,35.375
3603592,5300584,3604684,242.709,8.749
3603592,5300584,5103709,242.709,10.292
3603592,5300584,5300584,242.709,187.313
3603592,5300584,3604683,242.709,0.98
3603593,5300584,3603543,242.709,35.375
3603593,5300584,3604684,242.709,8.749
3603593,5300584,5103709,242.709,10.292
3603593,5300584,5300584,242.709,187.313
3603593,5300584,3604683,242.709,0.98
3603594,5300584,3603543,242.709,35.375
3603594,5300584,3604684,242.709,8.749
3603594,5300584,5103709,242.709,10.292
3603594,5300584,5300584,242.709,187.313
3603594,5300584,3604683,242.709,0.98
3603595,5300584,3603543,242.709,35.375
3603595,5300584,3604684,242.709,8.749
3603595,5300584,5103709,242.709,10.292
3603595,5300584,5300584,242.709,187.313
3603595,5300584,3604683,242.709,0.98
3603596,5300584,3603543,242.709,35.375
3603596,5300584,3604684,242.709,8.749
3603596,5300584,5103709,242.709,10.292
3603596,5300584,5300584,242.709,187.313
3603596,5300584,3604683,242.709,0.98
3603599,5300584,3603543,242.709,35.375
3603599,5300584,3604684,242.709,8.749
3603599,5300584,5103709,242.709,10.292
3603599,5300584,5300584,242.709,187.313
3603599,5300584,3604683,242.709,0.98
3603604,5300584,3603543,242.709,35.375
3603604,5300584,3604684,242.709,8.749
3603604,5300584,5103709,242.709,10.292
3603604,5300584,5300584,242.709,187.313
3603604,5300584,3604683,242.709,0.98
3603605,5300584,3603543,242.709,35.375
3603605,5300584,3604684,242.709,8.749
3603605,5300584,5103709,242.709,10.292
3603605,5300584,5300584,242.709,187.313
3603605,5300584,3604683,242.709,0.98
3603606,5300584,3603543,242.709,35.375
3603606,5300584,3604684,242.709,8.749
3603606,5300584,5103709,242.709,10.292
3603606,5300584,5300584,242.709,187.313
3603606,5300584,3604683,242.709,0.98
3603610,5300584,3603543,242.709,35.375
3603610,5300584,3604684,242.709,8.749
3603610,5300584,5103709,242.709,10.292
3603610,5300584,5300584,242.709,187.313
3603610,5300584,3604683,242.709,0.98
3603611,5300584,3603543,242.709,35.375
3603611,5300584,3604684,242.709,8.749
3603611,5300584,5103709,242.709,10.292
3603611,5300584,5300584,242.709,187.313
3603611,5300584,3604683,242.709,0.98
3603612,5300584,3603543,242.709,35.375
3603612,5300584,3604684,242.709,8.749
3603612,5300584,5103709,242.709,10.292
3603612,5300584,5300584,242.709,187.313
3603612,5300584,3604683,242.709,0.98
3603613,5300584,3603543,242.709,35.375
3603613,5300584,3604684,242.709,8.749
3603613,5300584,5103709,242.709,10.292
3603613,5300584,5300584,242.709,187.313
3603613,5300584,3604683,242.709,0.98
3603614,5300584,3603543,242.709,35.375
3603614,5300584,3604684,242.709,8.749
3603614,5300584,5103709,242.709,10.292
3603614,5300584,5300584,242.709,187.313
3603614,5300584,3604683,242.709,0.98
3603615,5300584,3603543,242.709,35.375
3603615,5300584,3604684,242.709,8.749
3603615,5300584,5103709,242.709,10.292
3603615,5300584,5300584,242.709,187.313
3603615,5300584,3604683,242.709,0.98
3603616,5300584,3603543,242.709,35.375
3603616,5300584,3604684,242.709,8.749
3603616,5300584,5103709,242.709,10.292
3603616,5300584,5300584,242.709,187.313
3603616,5300584,3604683,242.709,0.98
3603617,5300584,3603543,242.709,35.375
3603617,5300584,3604684,242.709,8.749
3603617,5300584,5103709,242.709,10.292
3603617,5300584,5300584,242.709,187.313
3603617,5300584,3604683,242.709,0.98
3603624,5300584,3603543,485.418,70.75
3603624,5300584,3604684,485.418,17.498
3603624,5300584,5103709,485.418,20.584
3603624,5300584,5300584,485.418,374.626
3603624,5300584,3604683,485.418,1.96
3603625,5300584,3603543,242.709,35.375
3603625,5300584,3604684,242.709,8.749
3603625,5300584,5103709,242.709,10.292
3603625,5300584,5300584,242.709,187.313
3603625,5300584,3604683,242.709,0.98
3603628,5300584,3603543,242.709,35.375
3603628,5300584,3604684,242.709,8.749
3603628,5300584,5103709,242.709,10.292
3603628,5300584,5300584,242.709,187.313
3603628,5300584,3604683,242.709,0.98
3603635,5300584,3603543,242.709,35.375
3603635,5300584,3604684,242.709,8.749
3603635,5300584,5103709,242.709,10.292
3603635,5300584,5300584,242.709,187.313
3603635,5300584,3604683,242.709,0.98
3603636,5300584,3603543,242.709,35.375
3603636,5300584,3604684,242.709,8.749
3603636,5300584,5103709,242.709,10.292
3603636,5300584,5300584,242.709,187.313
3603636,5300584,3604683,242.709,0.98
3603638,5300584,3603543,242.709,35.375
3603638,5300584,3604684,242.709,8.749
3603638,5300584,5103709,242.709,10.292
3603638,5300584,5300584,242.709,187.313
3603638,5300584,3604683,242.709,0.98
3603644,5300584,3603543,242.709,35.375
3603644,5300584,3604684,242.709,8.749
3603644,5300584,5103709,242.709,10.292
3603644,5300584,5300584,242.709,187.313
3603644,5300584,3604683,242.709,0.98
3603645,5300584,3603543,242.709,35.375
3603645,5300584,3604684,242.709,8.749
3603645,5300584,5103709,242.709,10.292
3603645,5300584,5300584,242.709,187.313
3603645,5300584,3604683,242.709,0.98
3603651,5300584,3603543,242.709,35.375
3603651,5300584,3604684,242.709,8.749
3603651,5300584,5103709,242.709,10.292
3603651,5300584,5300584,242.709,187.313
3603651,5300584,3604683,242.709,0.98
3603652,5300584,3603543,242.709,35.375
3603652,5300584,3604684,242.709,8.749
3603652,5300584,5103709,242.709,10.292
3603652,5300584,5300584,242.709,187.313
3603652,5300584,3604683,242.709,0.98
3603655,5300584,3603543,242.709,35.375
3603655,5300584,3604684,242.709,8.749
3603655,5300584,5103709,242.709,10.292
3603655,5300584,5300584,242.709,187.313
3603655,5300584,3604683,242.709,0.98
3603656,5300584,3603543,242.709,35.375
3603656,5300584,3604684,242.709,8.749
3603656,5300584,5103709,242.709,10.292
3603656,5300584,5300584,242.709,187.313
3603656,5300584,3604683,242.709,0.98
3603657,5300584,3603543,242.709,35.375
3603657,5300584,3604684,242.709,8.749
3603657,5300584,5103709,242.709,10.292
3603657,5300584,5300584,242.709,187.313
3603657,5300584,3604683,242.709,0.98
3603661,5300584,3603543,242.709,35.375
3603661,5300584,3604684,242.709,8.749
3603661,5300584,5103709,242.709,10.292
3603661,5300584,5300584,242.709,187.313
3603661,5300584,3604683,242.709,0.98
3603662,5300584,3603543,242.709,35.375
3603662,5300584,3604684,242.709,8.749
3603662,5300584,5103709,242.709,10.292
3603662,5300584,5300584,242.709,187.313
3603662,5300584,3604683,242.709,0.98
3603664,5300584,3603543,242.709,35.375
3603664,5300584,3604684,242.709,8.749
3603664,5300584,5103709,242.709,10.292
3603664,5300584,5300584,242.709,187.313
3603664,5300584,3604683,242.709,0.98
3603665,5300584,3603543,242.709,35.375
3603665,5300584,3604684,242.709,8.749
3603665,5300584,5103709,242.709,10.292
3603665,5300584,5300584,242.709,187.313
3603665,5300584,3604683,242.709,0.98
3603666,5300584,3603543,242.709,35.375
3603666,5300584,3604684,242.709,8.749
3603666,5300584,5103709,242.709,10.292
3603666,5300584,5300584,242.709,187.313
3603666,5300584,3604683,242.709,0.98
3603667,5300584,3603543,242.709,35.375
3603667,5300584,3604684,242.709,8.749
3603667,5300584,5103709,242.709,10.292
3603667,5300584,5300584,242.709,187.313
3603667,5300584,3604683,242.709,0.98
3603668,5300584,3603543,242.709,35.375
3603668,5300584,3604684,242.709,8.749
3603668,5300584,5103709,242.709,10.292
3603668,5300584,5300584,242.709,187.313
3603668,5300584,3604683,242.709,0.98
3603669,5300584,3603543,242.709,35.375
3603669,5300584,3604684,242.709,8.749
3603669,5300584,5103709,242.709,10.292
3603669,5300584,5300584,242.709,187.313
3603669,5300584,3604683,242.709,0.98
3603670,5300584,3603543,242.709,35.375
3603670,5300584,3604684,242.709,8.749
3603670,5300584,5103709,242.709,10.292
3603670,5300584,5300584,242.709,187.313
3603670,5300584,3604683,242.709,0.98
