analysisWdid,locationWdid,priorityWdid,sum_wtd_count,priority_sum_wtd_count
3600645,7200646,7200646,35.709,27.459
3600645,7200645,3603543,20.417,43.915
3600645,5300584,3603543,140.415,43.915
3600645,5300584,5300584,140.415,110.208
3600645,7200645,7200645,20.417,6.709
3600645,7200646,5103709,35.709,3.125
3600645,7200646,5104655,35.709,5.125
3600649,7200646,7200646,65.168,54.918
3600649,3603543,3603543,226.0,285.248
3600649,7200645,3603543,38.834,285.248
3600649,5300584,3603543,254.248,285.248
3600649,5300584,5300584,254.248,220.416
3600649,7200645,7200645,38.834,13.418
3600649,7200646,5104655,65.168,10.25
3600660,7200646,7200646,27.459,27.459
3600660,5300584,5300584,110.208,110.208
3600662,7200646,7200646,27.459,27.459
3600662,5300584,5300584,110.208,110.208
3600671,7200646,7200646,65.168,54.918
3600671,3603543,3603543,226.0,285.248
3600671,5300584,3604684,268.123,13.875
3600671,7200645,3603543,38.834,285.248
3600671,5300584,3603543,268.123,285.248
3600671,5300584,5300584,268.123,220.416
3600671,7200645,7200645,38.834,13.418
3600671,7200646,5104655,65.168,10.25
3600687,7200646,7200646,32.584,27.459
3600687,3603543,3603543,113.0,142.624
3600687,7200645,3603543,19.417,142.624
3600687,5300584,3603543,127.124,142.624
3600687,5300584,5300584,127.124,110.208
3600687,7200645,7200645,19.417,6.709
3600687,7200646,5104655,32.584,5.125
3600709,7200646,7200646,98.877,82.377
3600709,5300584,3604684,404.913,13.875
3600709,7200645,3603543,40.834,87.83
3600709,5300584,3603543,404.913,87.83
3600709,5300584,5300584,404.913,330.624
3600709,7200645,7200645,40.834,13.418
3600709,7200646,5103709,98.877,6.25
3600709,7200646,5104655,98.877,10.25
3600734,7200646,7200646,32.584,27.459
3600734,3603543,3603543,113.0,142.624
3600734,7200645,3603543,19.417,142.624
3600734,5300584,3603543,127.124,142.624
3600734,5300584,5300584,127.124,110.208
3600734,7200645,7200645,19.417,6.709
3600734,7200646,5104655,32.584,5.125
3600775,7200646,7200646,35.709,27.459
3600775,5300584,5003668,156.999,2.709
3600775,5300584,3604684,156.999,13.875
3600775,7200645,3603543,20.417,43.915
3600775,5300584,3603543,156.999,43.915
3600775,5300584,5300584,156.999,110.208
3600775,7200645,7200645,20.417,6.709
3600775,7200646,5103709,35.709,3.125
3600775,7200646,5104655,35.709,5.125
3600776,7200646,7200646,35.709,27.459
3600776,5300584,5003668,156.999,2.709
3600776,5300584,3604684,156.999,13.875
3600776,7200645,3603543,20.417,43.915
3600776,5300584,3603543,156.999,43.915
3600776,5300584,5300584,156.999,110.208
3600776,7200645,7200645,20.417,6.709
3600776,7200646,5103709,35.709,3.125
3600776,7200646,5104655,35.709,5.125
3600780,7200646,7200646,32.584,27.459
3600780,3603543,3603543,113.0,142.624
3600780,5300584,3604684,140.999,13.875
3600780,7200645,3603543,19.417,142.624
3600780,5300584,3603543,140.999,142.624
3600780,5300584,5300584,140.999,110.208
3600780,7200645,7200645,19.417,6.709
3600780,7200646,5104655,32.584,5.125
3600796,7200646,7200646,32.584,27.459
3600796,3603543,3603543,113.0,142.624
3600796,7200645,3603543,19.417,142.624
3600796,5300584,3603543,127.124,142.624
3600796,5300584,5300584,127.124,110.208
3600796,7200645,7200645,19.417,6.709
3600796,7200646,5104655,32.584,5.125
3600803,7200646,7200646,35.709,27.459
3600803,7200645,3603543,20.417,43.915
3600803,5300584,3603543,140.415,43.915
3600803,5300584,5300584,140.415,110.208
3600803,7200645,7200645,20.417,6.709
