analysisWdid,locationWdid,priorityWdid,sum_wtd_count,priority_sum_wtd_count
3600645,5300584,3603543,149.999,16.042
3600645,5300584,5300584,149.999,133.957
3600649,3603543,3603543,550.418,550.418
3600671,3603543,3603543,550.418,550.418
3600687,3603543,3603543,275.209,275.209
3600709,5300584,3603543,440.289,32.084
3600709,5300584,5300584,440.289,401.871
3600709,5300584,3604684,440.289,6.334
3600734,3603543,3603543,275.209,275.209
3600775,5300584,3603543,157.417,16.042
3600775,5300584,5300584,157.417,135.041
3600775,5300584,3604684,157.417,6.334
3600776,5300584,3603543,157.417,16.042
3600776,5300584,5300584,157.417,135.041
3600776,5300584,3604684,157.417,6.334
3600780,3603543,3603543,275.209,275.209
3600796,3603543,3603543,275.209,275.209
3600803,5300584,3603543,149.999,16.042
3600803,5300584,5300584,149.999,133.957
3600830,3603543,3603543,275.209,275.209
3600985,5300584,3603543,156.333,16.042
3600985,5300584,5300584,156.333,133.957
3600985,5300584,3604684,156.333,6.334
3601044,3603543,3603543,275.209,275.209
3601058,3603543,3603543,275.209,275.209
3601085,3603543,3603543,275.209,275.209
3601100,3603543,3603543,275.209,275.209
3602030,3603543,3603543,275.209,275.209
3602033,3603543,3603543,275.209,275.209
3602037,3603543,3603543,275.209,275.209
3602043,3603543,3603543,275.209,275.209
3602044,3603543,3603543,275.209,275.209
3602045,3603543,3603543,275.209,275.209
3602046,3603543,3603543,275.209,275.209
3602047,3603543,3603543,275.209,275.209
3602048,3603543,3603543,275.209,275.209
3602049,5300584,3603543,157.417,16.042
3602049,5300584,5300584,157.417,135.041
3602049,5300584,3604684,157.417,6.334
3603533,3603543,3603543,275.209,275.209
3603534,3603543,3603543,275.209,275.209
3603537,5300584,3603543,149.999,16.042
3603537,5300584,5300584,149.999,133.957
3603539,3603543,3603543,312.0,312.0
3603542,3603543,3603543,275.209,275.209
3603543,3603543,3603543,275.209,275.209
3603544,5300584,3603543,156.333,16.042
3603544,5300584,5300584,156.333,133.957
3603544,5300584,3604684,156.333,6.334
3603545,5300584,3603543,156.333,16.042
3603545,5300584,5300584,156.333,133.957
3603545,5300584,3604684,156.333,6.334
3603548,5300584,3603543,299.998,32.084
3603548,5300584,5300584,299.998,267.914
3603549,5300584,3603543,156.333,16.042
3603549,5300584,5300584,156.333,133.957
3603549,5300584,3604684,156.333,6.334
3603555,3603543,3603543,275.209,275.209
3603565,3603543,3603543,275.209,275.209
3603569,3603543,3603543,275.209,275.209
3603570,3603543,3603543,275.209,275.209
3603571,5300584,3603543,149.999,16.042
3603571,5300584,5300584,149.999,133.957
3603573,3603543,3603543,275.209,275.209
3603574,3603543,3603543,275.209,275.209
3603575,3603543,3603543,899.209,899.209
3603578,5300584,3603543,156.333,16.042
3603578,5300584,5300584,156.333,133.957
3603578,5300584,3604684,156.333,6.334
3603579,5300584,3603543,156.333,16.042
3603579,5300584,5300584,156.333,133.957
3603579,5300584,3604684,156.333,6.334
3603580,5300584,3603543,156.333,16.042
3603580,5300584,5300584,156.333,133.957
3603580,5300584,3604684,156.333,6.334
3603581,5300584,3603543,156.333,16.042
3603581,5300584,5300584,156.333,133.957
3603581,5300584,3604684,156.333,6.334
3603582,5300584,3603543,156.333,16.042
3603582,5300584,5300584,156.333,133.957
3603582,5300584,3604684,156.333,6.334
3603583,3603543,3603543,587.209,587.209
3603584,3603543,3603543,275.209,275.209
3603585,3603543,3603543,275.209,275.209
3603586,3603543,3603543,275.209,275.209
3603587,3603543,3603543,275.209,275.209
3603588,3603543,3603543,275.209,275.209
3603589,3603543,3603543,275.209,275.209
3603591,3603543,3603543,275.209,275.209
3603592,3603543,3603543,275.209,275.209
3603593,3603543,3603543,275.209,275.209
3603594,3603543,3603543,275.209,275.209
3603595,3603543,3603543,275.209,275.209
3603596,3603543,3603543,275.209,275.209
3603599,3603543,3603543,275.209,275.209
3603604,5300584,3603543,156.333,16.042
3603604,5300584,5300584,156.333,133.957
3603604,5300584,3604684,156.333,6.334
3603605,3603543,3603543,275.209,275.209
3603606,3603543,3603543,275.209,275.209
3603610,3603543,3603543,275.209,275.209
3603611,3603543,3603543,275.209,275.209
3603612,3603543,3603543,275.209,275.209
3603613,3603543,3603543,275.209,275.209
3603614,3603543,3603543,275.209,275.209
3603615,3603543,3603543,275.209,275.209
3603616,3603543,3603543,275.209,275.209
3603617,3603543,3603543,275.209,275.209
3603624,3603543,3603543,550.418,550.418
3603625,3603543,3603543,275.209,275.209
3603628,5300584,3603543,157.417,16.042
3603628,5300584,5300584,157.417,135.041
3603628,5300584,3604684,157.417,6.334
3603635,3603543,3603543,275.209,275.209
3603636,3603543,3603543,275.209,275.209
3603638,3603543,3603543,275.209,275.209
3603644,3603543,3603543,312.0,312.0
3603645,3603543,3603543,312.0,312.0
3603651,3603543,3603543,312.0,312.0
3603652,3603543,3603543,312.0,312.0
3603655,3603543,3603543,312.0,312.0
3603656,3603543,3603543,312.0,312.0
3603657,3603543,3603543,312.0,312.0
3603661,5300584,3603543,157.417,16.042
3603661,5300584,5300584,157.417,135.041
3603661,5300584,3604684,157.417,6.334
3603662,3603543,3603543,275.209,275.209
3603664,3603543,3603543,275.209,275.209
3603665,3603543,3603543,275.209,275.209
3603666,3603543,3603543,275.209,275.209
3603667,3603543,3603543,275.209,275.209
3603668,3603543,3603543,275.209,275.209
3603669,3603543,3603543,275.209,275.209
3603670,3603543,3603543,275.209,275.209
3603672,3603543,3603543,312.0,312.0
3603673,3603543,3603543,312.0,312.0
3603674,5300584,3603543,157.417,16.042
3603674,5300584,5300584,157.417,135.041
3603674,5300584,3604684,157.417,6.334
3603675,5300584,3603543,157.417,16.042
3603675,5300584,5300584,157.417,135.041
3603675,5300584,3604684,157.417,6.334
3603678,3603543,3603543,312.0,312.0
3603679,3603543,3603543,312.0,312.0
3603680,3603543,3603543,312.0,312.0
3603683,3603543,3603543,312.0,312.0
3603684,3603543,3603543,312.0,312.0
3603685,3603543,3603543,312.0,312.0
3603686,3603543,3603543,312.0,312.0
3603688,3603543,3603543,312.0,312.0
3603690,3603543,3603543,312.0,312.0
3603691,3603543,3603543,312.0,312.0
3603692,3603543,3603543,275.209,275.209
3603693,3603543,3603543,312.0,312.0
3603694,3603543,3603543,587.209,587.209
