analysisWdid,locationWdid,priorityWdid,sum_wtd_count,priority_sum_wtd_count
3600645,7200645,3603543,49.959,33.042
3600645,7200645,3804617,49.959,1.0
3600645,7200645,7200645,49.959,15.917
3600645,7200646,7200646,71.916,71.916
3600645,5300584,5300584,12.667,12.667
3600649,3603543,3603543,162.0,228.084
3600649,7200645,3603543,99.918,228.084
3600649,7200645,3804617,99.918,2.0
3600649,7200645,7200645,99.918,31.834
3600649,7200646,7200646,143.832,143.832
3600649,5300584,5300584,25.334,25.334
3600660,7200646,7200646,71.916,71.916
3600660,5300584,5300584,12.667,12.667
3600662,5300584,5300584,12.667,12.667
3600671,3603543,3603543,162.0,228.084
3600671,7200645,3603543,102.043,228.084
3600671,7200645,3804617,102.043,2.0
3600671,7200645,7200645,102.043,31.834
3600671,7200646,7200646,143.832,143.832
3600671,7200645,3604684,102.043,2.125
3600671,5300584,5300584,25.334,25.334
3600687,3603543,3603543,81.0,114.042
3600687,7200645,3603543,49.959,114.042
3600687,7200645,3804617,49.959,1.0
3600687,7200645,7200645,49.959,15.917
3600687,7200646,7200646,71.916,71.916
3600687,5300584,5300584,12.667,12.667
3600709,7200645,3603543,102.043,66.084
3600709,7200645,3804617,102.043,2.0
3600709,7200645,7200645,102.043,31.834
3600709,7200646,7200646,215.748,215.748
3600709,7200645,3604684,102.043,2.125
3600709,5300584,5300584,38.001,38.001
3600734,3603543,3603543,81.0,114.042
3600734,7200645,3603543,49.959,114.042
3600734,7200645,3804617,49.959,1.0
3600734,7200645,7200645,49.959,15.917
3600734,7200646,7200646,71.916,71.916
3600734,5300584,5300584,12.667,12.667
3600775,7200645,3603543,52.084,33.042
3600775,7200645,3804617,52.084,1.0
3600775,7200645,7200645,52.084,15.917
3600775,7200646,7200646,71.916,71.916
3600775,7200645,3604684,52.084,2.125
3600775,5300584,5300584,12.667,12.667
3600776,7200645,3603543,52.084,33.042
3600776,7200645,3804617,52.084,1.0
3600776,7200645,7200645,52.084,15.917
3600776,7200646,7200646,71.916,71.916
3600776,7200645,3604684,52.084,2.125
3600776,5300584,5300584,12.667,12.667
3600780,3603543,3603543,81.0,114.042
3600780,7200645,3603543,52.084,114.042
3600780,7200645,3804617,52.084,1.0
3600780,7200645,7200645,52.084,15.917
3600780,7200646,7200646,71.916,71.916
3600780,7200645,3604684,52.084,2.125
3600780,5300584,5300584,12.667,12.667
3600796,3603543,3603543,81.0,114.042
3600796,7200645,3603543,49.959,114.042
3600796,7200645,3804617,49.959,1.0
3600796,7200645,7200645,49.959,15.917
3600796,7200646,7200646,71.916,71.916
3600796,5300584,5300584,12.667,12.667
3600803,7200645,3603543,49.959,33.042
3600803,7200645,3804617,49.959,1.0
3600803,7200645,7200645,49.959,15.917
3600803,7200646,7200646,71.916,71.916
3600803,5300584,5300584,12.667,12.667
3600830,3603543,3603543,81.0,114.042
3600830,7200645,3603543,49.959,114.042
3600830,7200645,3804617,49.959,1.0
3600830,7200645,7200645,49.959,15.917
3600830,7200646,7200646,71.916,71.916
3600830,5300584,5300584,12.667,12.667
3600912,7200646,7200646,71.916,71.916
3600912,5300584,5300584,12.667,12.667
3600985,7200645,3603543,52.084,33.042
3600985,7200645,3804617,52.084,1.0
3600985,7200645,7200645,52.084,15.917
3600985,7200646,7200646,71.916,71.916
3600985,7200645,3604684,52.084,2.125
3600985,5300584,5300584,12.667,12.667
3601018,5300584,5300584,12.667,12.667
3601044,3603543,3603543,81.0,114.042
3601044,3604512,3604512,57.0,57.0
