analysisWdid,locationWdid,priorityWdid,sum_wtd_count,priority_sum_wtd_count
3600645,5300584,3603543,202.251,51.625
3600645,5300584,5300584,202.251,176.334
3600645,7200645,3603543,33.373999999999995,51.625
3600645,7200645,5103709,33.373999999999995,0.6659999999999999
3600645,7200645,7200645,33.373999999999995,7.0
3600645,7200646,7200646,4.25,4.25
3600649,5300584,3603543,404.502,103.25
3600649,5300584,5300584,404.502,352.668
3600649,7200645,3603543,66.74799999999999,103.25
3600649,7200645,5103709,66.74799999999999,1.3319999999999999
3600649,7200645,7200645,66.74799999999999,14.0
3600649,7200646,7200646,8.5,8.5
3600660,5300584,5300584,176.334,176.334
3600660,7200646,7200646,4.25,4.25
3600671,5300584,3603543,414.502,103.25
3600671,5300584,3604684,414.502,11.0
3600671,5300584,5300584,414.502,352.668
3600671,7200645,3603543,67.74799999999999,103.25
3600671,7200645,3604684,67.74799999999999,11.0
3600671,7200645,5103709,67.74799999999999,1.3319999999999999
3600671,7200645,7200645,67.74799999999999,14.0
3600671,7200646,7200646,8.5,8.5
3600687,5300584,3603543,202.251,51.625
3600687,5300584,5300584,202.251,176.334
3600687,7200645,3603543,33.373999999999995,51.625
3600687,7200645,5103709,33.373999999999995,0.6659999999999999
3600687,7200645,7200645,33.373999999999995,7.0
3600687,7200646,7200646,4.25,4.25
3600709,7200645,3803713,68.66499999999999,0.917
3600709,5300584,3603543,590.836,103.25
3600709,5300584,3604684,590.836,11.0
3600709,5300584,5300584,590.836,529.002
3600709,7200645,3603543,68.66499999999999,103.25
3600709,7200645,3604684,68.66499999999999,11.0
3600709,7200645,5103709,68.66499999999999,1.3319999999999999
3600709,7200645,7200645,68.66499999999999,14.0
3600709,7200646,7200646,12.75,12.75
3600734,5300584,3603543,202.251,51.625
3600734,5300584,5300584,202.251,176.334
3600734,7200645,3603543,33.373999999999995,51.625
3600734,7200645,5103709,33.373999999999995,0.6659999999999999
3600734,7200645,7200645,33.373999999999995,7.0
3600734,7200646,7200646,4.25,4.25
3600775,7200645,3803713,35.291,0.917
3600775,5300584,3603543,212.251,51.625
3600775,5300584,3604684,212.251,11.0
3600775,5300584,5300584,212.251,176.334
3600775,7200645,3603543,35.291,51.625
3600775,7200645,3604684,35.291,11.0
3600775,7200645,5103709,35.291,0.6659999999999999
3600775,7200645,7200645,35.291,7.0
3600775,7200646,5003668,7.073,2.823
3600775,7200646,7200646,7.073,4.25
3600776,7200645,3803713,35.291,0.917
3600776,5300584,3603543,212.251,51.625
3600776,5300584,3604684,212.251,11.0
3600776,5300584,5300584,212.251,176.334
3600776,7200645,3603543,35.291,51.625
3600776,7200645,3604684,35.291,11.0
3600776,7200645,5103709,35.291,0.6659999999999999
3600776,7200645,7200645,35.291,7.0
3600776,7200646,5003668,7.073,2.823
3600776,7200646,7200646,7.073,4.25
3600780,5300584,3603543,212.251,51.625
3600780,5300584,3604684,212.251,11.0
3600780,5300584,5300584,212.251,176.334
3600780,7200645,3603543,34.373999999999995,51.625
3600780,7200645,3604684,34.373999999999995,11.0
3600780,7200645,5103709,34.373999999999995,0.6659999999999999
3600780,7200645,7200645,34.373999999999995,7.0
3600780,7200646,7200646,4.25,4.25
3600796,5300584,3603543,202.251,51.625
3600796,5300584,5300584,202.251,176.334
3600796,7200645,3603543,33.373999999999995,51.625
3600796,7200645,5103709,33.373999999999995,0.6659999999999999
3600796,7200645,7200645,33.373999999999995,7.0
3600796,7200646,7200646,4.25,4.25
