analysisWdid,locationWdid,priorityWdid,sum_wtd_count,priority_sum_wtd_count
3600645,5300584,3603543,321.83299999999997,34.833
3600645,5300584,5103709,321.83299999999997,5.833
3600645,5300584,5300584,321.83299999999997,284.833
3600645,7200645,3603543,3.666,34.833
3600649,3603543,5300584,66.0,628.3340000000001
3600649,3603543,7200645,66.0,7.332
3600649,5300584,3603543,586.998,5.666
3600649,5300584,5103709,586.998,11.666
3600649,5300584,5300584,586.998,628.3340000000001
3600660,3603543,5300584,29.334,314.16700000000003
3600660,5300584,5300584,284.833,314.16700000000003
3600671,3603543,5300584,66.0,628.3340000000001
3600671,3603543,7200645,66.0,7.332
3600671,5300584,3603543,586.998,5.666
3600671,5300584,5103709,586.998,11.666
3600671,5300584,5300584,586.998,628.3340000000001
3600671,7200645,3604684,1.042,1.042
3600687,3603543,5300584,33.0,314.16700000000003
3600687,3603543,7200645,33.0,3.666
3600687,5300584,3603543,293.499,2.833
3600687,5300584,5103709,293.499,5.833
3600687,5300584,5300584,293.499,314.16700000000003
3600709,5300584,3603543,928.499,69.666
3600709,5300584,5103709,928.499,11.666
3600709,5300584,5300584,928.499,854.499
3600709,7200645,3603543,9.666,69.666
3600709,7200645,3604684,9.666,1.042
3600709,7200645,3803713,9.666,1.292
3600734,3603543,5300584,33.0,314.16700000000003
3600734,3603543,7200645,33.0,3.666
3600734,5300584,3603543,293.499,2.833
3600734,5300584,5103709,293.499,5.833
3600734,5300584,5300584,293.499,314.16700000000003
3600775,5300584,3603543,321.83299999999997,34.833
3600775,5300584,5103709,321.83299999999997,5.833
3600775,5300584,5300584,321.83299999999997,284.833
3600775,7200645,3603543,6.0,34.833
3600775,7200645,3604684,6.0,1.042
3600775,7200645,3803713,6.0,1.292
3600776,5300584,3603543,321.83299999999997,34.833
3600776,5300584,5103709,321.83299999999997,5.833
3600776,5300584,5300584,321.83299999999997,284.833
3600776,7200645,3603543,6.0,34.833
3600776,7200645,3604684,6.0,1.042
3600776,7200645,3803713,6.0,1.292
3600780,3603543,5300584,33.0,314.16700000000003
3600780,3603543,7200645,33.0,3.666
3600780,5300584,3603543,293.499,2.833
3600780,5300584,5103709,293.499,5.833
3600780,5300584,5300584,293.499,314.16700000000003
3600780,7200645,3604684,1.042,1.042
3600796,3603543,5300584,33.0,314.16700000000003
3600796,3603543,7200645,33.0,3.666
3600796,5300584,3603543,293.499,2.833
3600796,5300584,5103709,293.499,5.833
3600796,5300584,5300584,293.499,314.16700000000003
3600803,5300584,3603543,321.83299999999997,34.833
3600803,5300584,5103709,321.83299999999997,5.833
3600803,5300584,5300584,321.83299999999997,284.833
3600803,7200645,3603543,3.666,34.833
3600830,3603543,5300584,33.0,314.16700000000003
3600830,3603543,7200645,33.0,4.708
3600830,5300584,3603543,287.666,2.833
3600830,5300584,5300584,287.666,314.16700000000003
3600830,3604512,7200645,1.042,4.708
3600912,3603543,5300584,29.334,314.16700000000003
3600912,5300584,5300584,284.833,314.16700000000003
3600985,5300584,3603543,321.83299999999997,34.833
3600985,5300584,5103709,321.83299999999997,5.833
3600985,5300584,5300584,321.83299999999997,284.833
3600985,7200645,3603543,6.0,34.833
3600985,7200645,3604684,6.0,1.042
3600985,7200645,3803713,6.0,1.292
3601044,3603543,5300584,33.0,314.16700000000003
3601044,3603543,7200645,33.0,4.708
3601044,5300584,3603543,293.499,2.833
3601044,5300584,5103709,293.499,5.833
3601044,5300584,5300584,293.499,314.16700000000003
3601044,3604512,7200645,1.042,4.708
3601044,7200645,3803713,1.292,1.292
3601051,3603543,5300584,29.334,314.16700000000003
3601051,5300584,5300584,284.833,314.16700000000003
3601052,3603543,5300584,29.334,314.16700000000003
3601052,5300584,5300584,284.833,314.16700000000003
3601058,3603543,5300584,33.0,314.16700000000003
3601058,3603543,7200645,33.0,4.708
3601058,5300584,3603543,293.499,2.833
3601058,5300584,5103709,293.499,5.833
3601058,5300584,5300584,293.499,314.16700000000003
3601058,3604512,7200645,1.042,4.708
3601085,3603543,5300584,33.0,314.16700000000003
3601085,3603543,7200645,33.0,4.708
3601085,5300584,3603543,293.499,2.833
3601085,5300584,5103709,293.499,5.833
3601085,5300584,5300584,293.499,314.16700000000003
3601085,3604512,7200645,1.042,4.708
3601085,7200645,3803713,1.292,1.292
3601100,3603543,5300584,33.0,314.16700000000003
3601100,3603543,7200645,33.0,3.666
3601100,5300584,3603543,293.499,2.833
3601100,5300584,5103709,293.499,5.833
3601100,5300584,5300584,293.499,314.16700000000003
3601100,7200645,3604684,2.334,1.042
3601100,7200645,3803713,2.334,1.292
3602030,3603543,5300584,33.0,314.16700000000003
3602030,3603543,7200645,33.0,4.708
3602030,5300584,3603543,293.499,2.833
3602030,5300584,5103709,293.499,5.833
3602030,5300584,5300584,293.499,314.16700000000003
3602030,3604512,7200645,1.042,4.708
3602030,7200645,3803713,1.292,1.292
3602033,3603543,5300584,33.0,314.16700000000003
3602033,3603543,7200645,33.0,4.708
3602033,5300584,3603543,293.499,2.833
3602033,5300584,5103709,293.499,5.833
3602033,5300584,5300584,293.499,314.16700000000003
3602033,3604512,7200645,1.042,4.708
3602033,7200645,3803713,1.292,1.292
3602037,3603543,5300584,33.0,314.16700000000003
3602037,3603543,7200645,33.0,4.708
3602037,5300584,3603543,293.499,2.833
3602037,5300584,5103709,293.499,5.833
3602037,5300584,5300584,293.499,314.16700000000003
3602037,3604512,7200645,1.042,4.708
3602037,7200645,3803713,1.292,1.292
3602043,3603543,5300584,33.0,314.16700000000003
3602043,3603543,7200645,33.0,3.666
3602043,5300584,3603543,293.499,2.833
3602043,5300584,5103709,293.499,5.833
3602043,5300584,5300584,293.499,314.16700000000003
3602043,7200645,3604684,2.334,1.042
3602043,7200645,3803713,2.334,1.292
3602044,3603543,5300584,33.0,314.16700000000003
3602044,3603543,7200645,33.0,3.666
3602044,5300584,3603543,293.499,2.833
3602044,5300584,5103709,293.499,5.833
3602044,5300584,5300584,293.499,314.16700000000003
3602044,7200645,3604684,2.334,1.042
3602044,7200645,3803713,2.334,1.292
3602045,3603543,5300584,33.0,314.16700000000003
3602045,3603543,7200645,33.0,3.666
3602045,5300584,3603543,293.499,2.833
3602045,5300584,5103709,293.499,5.833
3602045,5300584,5300584,293.499,314.16700000000003
3602045,7200645,3604684,2.334,1.042
3602045,7200645,3803713,2.334,1.292
3602046,3603543,5300584,33.0,314.16700000000003
3602046,3603543,7200645,33.0,3.666
3602046,5300584,3603543,293.499,2.833
3602046,5300584,5103709,293.499,5.833
3602046,5300584,5300584,293.499,314.16700000000003
3602046,7200645,3604684,2.334,1.042
3602046,7200645,3803713,2.334,1.292
3602047,3603543,5300584,33.0,314.16700000000003
3602047,3603543,7200645,33.0,3.666
3602047,5300584,3603543,293.499,2.833
3602047,5300584,5103709,293.499,5.833
3602047,5300584,5300584,293.499,314.16700000000003
3602047,7200645,3604684,2.334,1.042
3602047,7200645,3803713,2.334,1.292
3602048,3603543,5300584,33.0,314.16700000000003
3602048,3603543,7200645,33.0,3.666
3602048,5300584,3603543,293.499,2.833
3602048,5300584,5103709,293.499,5.833
3602048,5300584,5300584,293.499,314.16700000000003
3602048,7200645,3604684,2.334,1.042
3602048,7200645,3803713,2.334,1.292
3602049,5300584,3603543,321.83299999999997,34.833
3602049,5300584,5103709,321.83299999999997,5.833
3602049,5300584,5300584,321.83299999999997,284.833
3602049,7200645,3603543,6.0,34.833
3602049,7200645,3604684,6.0,1.042
3602049,7200645,3803713,6.0,1.292
3603533,3603543,5300584,33.0,314.16700000000003
3603533,3603543,7200645,33.0,3.666
3603533,5300584,3603543,293.499,2.833
3603533,5300584,5103709,293.499,5.833
3603533,5300584,5300584,293.499,314.16700000000003
3603534,3603543,5300584,33.0,314.16700000000003
3603534,3603543,7200645,33.0,3.666
3603534,5300584,3603543,293.499,2.833
3603534,5300584,5103709,293.499,5.833
3603534,5300584,5300584,293.499,314.16700000000003
3603537,5300584,3603543,321.83299999999997,34.833
3603537,5300584,5103709,321.83299999999997,5.833
3603537,5300584,5300584,321.83299999999997,284.833
3603537,7200645,3603543,3.666,34.833
3603538,3603543,5300584,29.334,314.16700000000003
3603538,5300584,5300584,284.833,314.16700000000003
3603542,3603543,5300584,33.0,314.16700000000003
3603542,3603543,7200645,33.0,4.708
3603542,5300584,3603543,293.499,2.833
3603542,5300584,5103709,293.499,5.833
3603542,5300584,5300584,293.499,314.16700000000003
3603542,3604512,7200645,1.042,4.708
3603542,7200645,3803713,1.292,1.292
3603543,3603543,5300584,66.0,628.3340000000001
3603543,3603543,7200645,66.0,7.332
3603543,5300584,3603543,578.332,2.833
3603543,5300584,5103709,578.332,5.833
3603543,5300584,5300584,578.332,628.3340000000001
3603543,7200645,3604684,2.334,1.042
3603543,7200645,3803713,2.334,1.292
3603544,5300584,3603543,321.83299999999997,34.833
3603544,5300584,5103709,321.83299999999997,5.833
3603544,5300584,5300584,321.83299999999997,284.833
3603544,7200645,3603543,4.708,34.833
3603544,7200645,3604684,4.708,1.042
3603545,5300584,3603543,321.83299999999997,34.833
3603545,5300584,5103709,321.83299999999997,5.833
3603545,5300584,5300584,321.83299999999997,284.833
3603545,7200645,3603543,4.708,34.833
3603545,7200645,3604684,4.708,1.042
3603548,5300584,3603543,643.6659999999999,69.666
3603548,5300584,5103709,643.6659999999999,11.666
3603548,5300584,5300584,643.6659999999999,569.666
3603548,7200645,3603543,7.332,69.666
3603549,5300584,3603543,321.83299999999997,34.833
3603549,5300584,5103709,321.83299999999997,5.833
3603549,5300584,5300584,321.83299999999997,284.833
3603549,7200645,3603543,4.708,34.833
3603549,7200645,3604684,4.708,1.042
3603555,3603543,5300584,33.0,314.16700000000003
3603555,3603543,7200645,33.0,3.666
3603555,5300584,3603543,293.499,2.833
