analysisWdid,locationWdid,priorityWdid,sum_wtd_count,priority_sum_wtd_count
3600649,3603543,3603543,64.0,64.0
3600671,3603543,3603543,64.0,64.0
3600687,3603543,3603543,32.0,32.0
3600734,3603543,3603543,32.0,32.0
3600780,3603543,3603543,32.0,32.0
3600796,3603543,3603543,32.0,32.0
3600830,3603543,3603543,32.0,32.0
3601044,3603543,3603543,32.0,32.0
3601058,3603543,3603543,32.0,32.0
3601085,3603543,3603543,32.0,32.0
3601100,3603543,3603543,32.0,32.0
3602030,3603543,3603543,32.0,32.0
3602033,3603543,3603543,32.0,32.0
3602037,3603543,3603543,32.0,32.0
3602043,3603543,3603543,32.0,32.0
3602044,3603543,3603543,32.0,32.0
3602045,3603543,3603543,32.0,32.0
3602046,3603543,3603543,32.0,32.0
3602047,3603543,3603543,32.0,32.0
3602048,3603543,3603543,32.0,32.0
3603533,3603543,3603543,32.0,32.0
3603534,3603543,3603543,32.0,32.0
3603539,3603543,3603543,32.0,32.0
3603542,3603543,3603543,32.0,32.0
3603543,3603543,3603543,32.0,32.0
3603555,3603543,3603543,32.0,32.0
3603565,3603543,3603543,32.0,32.0
3603569,3603543,3603543,32.0,32.0
3603570,3603543,3603543,32.0,32.0
3603573,3603543,3603543,32.0,32.0
3603574,3603543,3603543,32.0,32.0
3603575,3603543,3603543,96.0,96.0
3603575,3604512,3604512,130.084,130.084
3603583,3603543,3603543,64.0,64.0
3603584,3603543,3603543,32.0,32.0
3603585,3603543,3603543,32.0,32.0
3603586,3603543,3603543,32.0,32.0
3603587,3603543,3603543,32.0,32.0
3603588,3603543,3603543,32.0,32.0
3603589,3603543,3603543,32.0,32.0
3603591,3603543,3603543,32.0,32.0
3603592,3603543,3603543,32.0,32.0
3603593,3603543,3603543,32.0,32.0
3603594,3603543,3603543,32.0,32.0
3603595,3603543,3603543,32.0,32.0
3603596,3603543,3603543,32.0,32.0
3603599,3603543,3603543,32.0,32.0
3603605,3603543,3603543,32.0,32.0
3603606,3603543,3603543,32.0,32.0
3603610,3603543,3603543,32.0,32.0
3603611,3603543,3603543,32.0,32.0
3603612,3603543,3603543,32.0,32.0
3603613,3603543,3603543,32.0,32.0
3603614,3603543,3603543,32.0,32.0
3603615,3603543,3603543,32.0,32.0
3603616,3603543,3603543,32.0,32.0
3603617,3603543,3603543,32.0,32.0
3603624,3603543,3603543,64.0,64.0
3603625,3603543,3603543,32.0,32.0
3603635,3603543,3603543,32.0,32.0
3603636,3603543,3603543,32.0,32.0
3603638,3603543,3603543,32.0,32.0
3603644,3603543,3603543,32.0,32.0
3603645,3603543,3603543,32.0,32.0
3603651,3603543,3603543,32.0,32.0
3603652,3603543,3603543,32.0,32.0
3603655,3603543,3603543,32.0,32.0
3603656,3603543,3603543,32.0,32.0
3603656,3604512,3604512,65.042,65.042
3603657,3603543,3603543,32.0,32.0
3603662,3603543,3603543,32.0,32.0
3603664,3603543,3603543,32.0,32.0
3603665,3603543,3603543,32.0,32.0
3603666,3603543,3603543,32.0,32.0
3603667,3603543,3603543,32.0,32.0
3603668,3603543,3603543,32.0,32.0
3603669,3603543,3603543,32.0,32.0
3603670,3603543,3603543,32.0,32.0
3603672,3603543,3603543,32.0,32.0
3603673,3603543,3603543,32.0,32.0
3603678,3603543,3603543,32.0,32.0
3603679,3603543,3603543,32.0,32.0
3603680,3603543,3603543,32.0,32.0
3603683,3603543,3603543,32.0,32.0
